Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Connectors,76,Which word joins two clauses with similar ideas?,But,And,Although,Because,B,"'And' joins two clauses with similar ideas, as in 'She sings and dances.'",1
Connectors,77,Which word joins clauses with opposite ideas?,And,But,So,Because,B,"'But' joins clauses with opposite ideas, as in 'He is tired but works.'",2
Connectors,78,Which word expresses a reason?,Because,And,But,Or,A,"'Because' expresses a reason, as in 'She stayed because it rained.'",3
Connectors,79,Which word expresses a purpose?,So that,But,And,Or,A,"'So that' expresses a purpose, as in 'He studied so that he could pass.'",4
Connectors,80,Which word joins clauses with a condition?,If,And,But,So,A,"'If' joins clauses with a condition, as in 'If it rains, we will stay home.'",5
Connectors,81,Which word expresses a contrast?,Although,And,So,Because,A,"'Although' expresses a contrast, as in 'Although it rained, we played.'",6
Connectors,82,Which word expresses a sequence?,Before,And,But,So,A,"'Before' expresses a sequence, as in 'Before he left, he called.'",7
Connectors,83,Which word expresses a condition?,Unless,And,So,Because,A,"'Unless' expresses a condition, as in 'Unless it rains, we will go.'",8
Connectors,84,Which word expresses a result?,So that,So,But,Or,B,"'So' expresses a result, as in 'It rained, so we stayed home.'",9
Connectors,85,Which word expresses a concession?,Despite,And,So,Because,A,"'Despite' expresses a concession, as in 'Despite the rain, we played.'",10
Connectors,86,Which word expresses a time sequence?,After,And,But,So,A,"'After' expresses a time sequence, as in 'After he left, we started.'",6
Connectors,87,Which word expresses a purpose?,In order that,And,But,Or,A,"'In order that' expresses a purpose, as in 'He studied in order that he could learn.'",7
Connectors,88,Which word expresses a contrast?,Though,And,So,Because,A,"'Though' expresses a contrast, as in 'Though it rained, we played.'",8
Connectors,89,Which word expresses a reason?,Since,And,But,Or,A,"'Since' expresses a reason, as in 'Since it rained, we stayed.'",9
Connectors,90,Which word expresses a concession?,Even though,And,So,Because,A,"'Even though' expresses a concession, as in 'Even though it rained, we played.'",10
Punctuation Marks,91,Which mark ends a statement?,?,!,.,;,C,"A full stop (.) ends a statement, as in 'She is kind.'",1
Punctuation Marks,92,Which mark separates items in a list?,;,.,;,",",C,"A comma (,) separates items in a list, as in 'Apples, bananas, and oranges.'",2
Punctuation Marks,93,Which mark is used before a list explanation?,;,.,!,:,A,"A colon (:) is used before a list explanation, as in 'She bought: apples, bananas, and oranges.'",3
Punctuation Marks,94,Which mark encloses a quotation?,( ),[ ],"""",{ },C,"Quotation marks ("") enclose a quotation  as in 'She said  """"Hello.""""'""",4
Punctuation Marks,95,Which mark ends a question?,.,!,?," "";""",C,"A question mark (?) ends a question, as in 'Are you okay?'",5
Punctuation Marks,96,Which mark separates clauses with 'however'?,.,;," ""!""",?,B,"A semicolon (;) separates clauses with 'however,' as in 'I tried; however, I failed.'",6
Punctuation Marks,97,Which mark emphasizes an appositive?,--,.,!," ""?""",A,"A dash (--) emphasizes an appositive, as in 'My friend--a teacher--helped me.'",7
Punctuation Marks,98,Which mark encloses an abbreviation?,.,'," ""( )""",;,A,"A period (.) is used in abbreviations, as in 'Mr. Smith.'",8
Punctuation Marks,99,Which mark indicates a sudden break?,--,.,!," ""?""",A,"A dash (--) indicates a sudden break, as in 'I was tired--very tired.'",9
Punctuation Marks,100,Which mark is used for emphasis in a list?,--,.,!," ""?""",A,"A dash (--) emphasizes a list, as in 'Books, pens, papers--everything was lost.'",10
Clauses,101,Which clause begins with 'since' to show time?,Noun clause,Adverb clause,Adjective clause,Independent clause,B,"'Since' introduces an adverb clause indicating time, as in 'Since he arrived, we waited.'",1
Clauses,102,Which clause acts as the object of 'that' in 'I believe that she is honest'?,Adverb clause,Noun clause,Adjective clause,Independent clause,B,"'That she is honest' functions as a noun clause, serving as the object of 'believe.'",2
Clauses,103,Which word introduces a clause modifying 'book' in 'The book which I read is old'?,Where,Which,When,Why,B,'Which' introduces an adjective clause modifying 'book.',3
Clauses,104,Which clause cannot function without a main clause?,Independent clause,Subordinate clause,Noun clause,Adjective clause,B,"A subordinate clause depends on a main clause, as in 'because it rained.'",4
Clauses,105,Which clause shows a reason with 'because'?,Adjective clause,Adverb clause,Noun clause,Independent clause,B,"'Because' introduces an adverb clause showing reason, as in 'She stayed because it was late.'",5
Clauses,106,Which clause describes 'man' in 'The man who helps is kind'?,Noun clause,Adverb clause,Adjective clause,Independent clause,C,"'Who helps' describes 'man,' functioning as an adjective clause.",6
Clauses,107,Which clause serves as the subject in 'What she said is true'?,Adjective clause,Noun clause,Adverb clause,Independent clause,B,"'What she said' acts as the subject, functioning as a noun clause.",7
Clauses,108,Which clause modifies 'ran' in 'She ran because she was late'?,Noun clause,Adverb clause,Adjective clause,Independent clause,B,"'Because she was late' modifies 'ran,' functioning as an adverb clause.",8
Clauses,109,"Which clause acts as an appositive in 'The idea, that he proposed, is good'?",Adverb clause,Noun clause,Adjective clause,Independent clause,B,"'That he proposed' acts as an appositive, renaming 'idea,' as a noun clause.",9
Clauses,110,Which clause stands alone in 'The dog barked loudly'?,Subordinate clause,Adjective clause,Independent clause,Noun clause,C,"'The dog barked loudly' is a complete thought, making it an independent clause.",10
Clauses,111,Which clause modifies 'song' in 'The song that she sang was beautiful'?,Adverb clause,Adjective clause,Noun clause,Independent clause,B,"'That she sang' modifies 'song,' functioning as an adjective clause.",6
Clauses,112,Which clause indicates purpose in 'He studied so that he could pass'?,Noun clause,Adverb clause,Adjective clause,Independent clause,B,"'So that he could pass' indicates purpose, functioning as an adverb clause.",7
Clauses,113,Which clause acts as the object of 'about' in 'We talked about what happened'?,Adjective clause,Noun clause,Adverb clause,Independent clause,B,"'What happened' acts as the object of 'about,' functioning as a noun clause.",8
Clauses,114,"Which clause modifies 'left' in 'Since he left, we waited'?",Adjective clause,Adverb clause,Noun clause,Independent clause,B,"'Since he left' modifies 'waited,' functioning as an adverb clause.",9
Clauses,115,"Which clause renames 'news' in 'The news, that she won, surprised us'?",Adverb clause,Noun clause,Adjective clause,Independent clause,B,"'That she won' renames 'news,' functioning as a noun clause appositive.",10
Meaning and Types,116,Which sentence makes a statement about weather?,Is it raining?,The sky looks clear.,Please close the window.,What a storm!,B,"'The sky looks clear' states a fact, classifying it as an assertive sentence.",1
Meaning and Types,117,Which sentence asks about a location?,Where is the park?,The park is green.,Visit the park.,How lovely!,A,"'Where is the park?' asks a question, classifying it as an interrogative sentence.",2
Meaning and Types,118,Which sentence gives an order?,She is tired.,Sit down now.,Is she tired?,What a day!,B,"'Sit down now' gives an order, classifying it as an imperative sentence.",3
Meaning and Types,119,Which sentence expresses a hope?,May you recover soon!,Run quickly!,Is he well?,The day is bright.,A,"'May you recover soon!' expresses a hope, classifying it as an optative sentence.",4
Meaning and Types,120,Which sentence shows excitement?,The game ended.,What a great game!,Play again.,Is it over?,B,"'What a great game!' shows excitement, classifying it as an exclamatory sentence.",5
Meaning and Types,121,Which sentence offers advice?,You should rest now.,What a view!,Is it late?,Walk slowly.,A,"'You should rest now' offers advice, classifying it as an imperative sentence.",6
Meaning and Types,122,Which sentence expresses surprise?,The room is clean.,How clean the room is!,Clean it now.,Is it tidy?,B,"'How clean the room is!' expresses surprise, classifying it as an exclamatory sentence.",7
Meaning and Types,123,Which sentence wishes good fortune?,Good luck on your test!,Run fast!,Is it time?,The test is hard.,A,"'Good luck on your test!' wishes good fortune, classifying it as an optative sentence.",8
Meaning and Types,124,Which sentence denies an action?,She is not here.,Is she here?,Come inside.,What a surprise!,A,"'She is not here' denies an action, classifying it as a negative assertive sentence.",9
Meaning and Types,125,Which sentence requests politely?,Please open the door.,The door is closed.,Is it open?,What a mess!,A,"'Please open the door' requests politely, classifying it as an imperative sentence.",10
Meaning and Types,126,Which sentence affirms a fact?,He is not tall.,He is tall.,Is he tall?,How tall!,B,"'He is tall' affirms a fact, classifying it as a positive assertive sentence.",6
Meaning and Types,127,Which sentence asks for a preference?,"Which do you like, tea or coffee?",Tea is good.,Drink tea!,What a choice!,A,"'Which do you like, tea or coffee?' asks for a preference, classifying it as an interrogative sentence.",7
Meaning and Types,128,Which sentence prohibits an action?,Do not touch that.,She is careful.,Is it safe?,What a risk!,A,"'Do not touch that' prohibits an action, classifying it as a negative imperative sentence.",8
Meaning and Types,129,Which sentence commands action?,The room is quiet.,Be quiet now.,Is it silent?,How peaceful!,B,"'Be quiet now' commands action, classifying it as an imperative sentence.",9
Meaning and Types,130,Which sentence shows joy?,The party is fun.,How fun the party is!,Is it over?,Please stay!,B,"'How fun the party is!' shows joy, classifying it as an exclamatory sentence.",10
Structures and Types,131,Which sentence has one subject and one verb?,The cat sleeps.,The cat and dog play.,She runs and jumps.,They laughed loudly.,A,"'The cat sleeps' has one subject ('cat') and one verb ('sleeps'), making it simple.",1
Structures and Types,132,Which sentence has two subjects?,The dog barks.,The cat and dog run.,She sings loudly.,He is happy.,B,'The cat and dog run' has two subjects ('cat' and 'dog') with one verb 'run.',2
Structures and Types,133,Which sentence has two verbs for one subject?,The bird flies.,She sings and dances.,He is tall.,They run fast.,B,'She sings and dances' has one subject ('she') with two verbs ('sings' and 'dances').,3
Structures and Types,134,Which sentence joins two ideas with 'but'?,I like tea.,"I like tea, but he prefers coffee.",She smiled.,It rained yesterday.,B,"'I like tea, but he prefers coffee' joins two independent clauses with 'but.'",4
Structures and Types,135,Which sentence includes a 'when' clause?,The dog barks.,She laughed when he arrived.,He is tall.,They run fast.,B,'She laughed when he arrived' includes a 'when' subordinate clause.,5
Structures and Types,136,Which sentence has one main clause and one subordinate clause?,I like tea.,I like tea because it is warm.,She smiled.,It rained yesterday.,B,'I like tea because it is warm' has one main and one subordinate clause.,6
Structures and Types,137,Which sentence has two main clauses?,I like tea.,"I like tea, and he likes coffee.",She smiled.,It rained yesterday.,B,"'I like tea, and he likes coffee' has two main clauses joined by 'and.'",7
Structures and Types,138,Which sentence has a 'because' clause?,The dog barks.,He stayed because it rained.,He is tall.,They run fast.,B,'He stayed because it rained' has a 'because' subordinate clause.,8
Structures and Types,139,Which sentence has a compound subject and verb?,The cat sleeps.,The dog and cat eat and play.,He is tall.,They run fast.,B,'The dog and cat eat and play' has a compound subject and verb.,9
Structures and Types,140,Which sentence has multiple subordinate clauses?,I like tea.,"I stayed because it rained, and I read since it was quiet.",She smiled.,It rained yesterday.,B,"'I stayed because it rained, and I read since it was quiet' has multiple subordinate clauses.",10
Structures and Types,141,Which sentence has a compound predicate?,The bird flies.,She walks and talks.,He is tall.,They run fast.,B,'She walks and talks' has a compound predicate with one subject.,6
Structures and Types,142,Which sentence has a 'since' clause?,The dog barks.,She waited since he arrived.,He is tall.,They run fast.,B,'She waited since he arrived' has a 'since' subordinate clause.,7
Structures and Types,143,Which sentence has a compound subject?,The cat sleeps.,The dog and cat play.,He is tall.,They run fast.,B,'The dog and cat play' has a compound subject with one verb.,8
Structures and Types,144,Which sentence uses a semicolon?,I like tea.,I like tea; he prefers coffee.,She smiled.,It rained yesterday.,B,'I like tea; he prefers coffee' uses a semicolon to join clauses.,9
Structures and Types,145,Which sentence has a complex structure?,I like tea.,"I read because it rained, and I wrote since it was calm.",She smiled.,It rained yesterday.,B,"'I read because it rained, and I wrote since it was calm' is complex with multiple clauses.",10
Wh-Questions,146,Which question asks about a reason?,Why did she leave?,Where is she?,What is that?,When will it start?,A,'Why did she leave?' asks about a reason using the Wh-word 'why.',1
Wh-Questions,147,Which Wh-word asks about a place?,What,Where,Who,When,B,"'Where' asks about a place, as in 'Where are you?'",2
Wh-Questions,148,Which question asks about time?,When does it start?,Why did it happen?,What is this?,Who is there?,A,'When does it start?' asks about time using the Wh-word 'when.',3
Wh-Questions,149,Which question asks about a person?,Who is coming?,Where is it?,What is that?,When will it end?,A,'Who is coming?' asks about a person using the Wh-word 'who.',4
Wh-Questions,150,Which question asks about a manner?,How did you do it?,What is this?,Where are you?,When did it happen?,A,'How did you do it?' asks about manner using the Wh-word 'how.',5
Wh-Questions,151,Which question asks about a choice?,Which one do you want?,Why is it here?,What is that?,When will it start?,A,'Which one do you want?' asks about a choice using the Wh-word 'which.',6
Wh-Questions,152,Which question asks about quantity?,How many are there?,Where are they?,What are they?,When will they arrive?,A,'How many are there?' asks about quantity using 'how many.',7
Wh-Questions,153,Which question asks about possession?,Whose bag is this?,Where is it?,What is that?,When did you get it?,A,'Whose bag is this?' asks about possession using the Wh-word 'whose.',8
Wh-Questions,154,Which question asks about distance?,How far is it?,Why is it there?,What is that?,When will it end?,A,'How far is it?' asks about distance using 'how far.',9
Wh-Questions,155,Which question asks about speed?,How fast did you go?,Where are you?,What is that?,When will it finish?,A,'How fast did you go?' asks about speed using 'how fast.',10
Tag Questions,156,Which tag follows 'You are here'?,are you?,are not you?,is he?,is not he?,B,"'You are here, are not you?' follows an affirmative statement with a negative tag.",1
Tag Questions,157,Which tag follows 'She is not ready'?,is she?,is not she?,are you?,are not you?,A,"'She is not ready, is she?' follows a negative statement with an affirmative tag.",2
Tag Questions,158,Which tag follows 'They have finished'?,have they?,have not they?,is it?,is not it?,B,"'They have finished, have not they?' follows an affirmative statement with a negative tag.",3
Tag Questions,159,Which tag follows 'He has not gone'?,has he?,has not he?,are you?,are not you?,A,"'He has not gone, has he?' follows a negative statement with an affirmative tag.",4
Tag Questions,160,Which tag follows 'It is raining'?,is it?,is not it?,are you?,are not you?,B,"'It is raining, is not it?' follows an affirmative statement with a negative tag.",5
Tag Questions,161,Which tag follows 'We are not late'?,are we?,are not we?,is he?,is not he?,A,"'We are not late, are we?' follows a negative statement with an affirmative tag.",6
Tag Questions,162,Which tag follows 'You have started'?,have you?,have not you?,is it?,is not it?,B,"'You have started, have not you?' follows an affirmative statement with a negative tag.",7
Tag Questions,163,Which tag follows 'They are not here'?,are they?,are not they?,is he?,is not he?,A,"'They are not here, are they?' follows a negative statement with an affirmative tag.",8
Tag Questions,164,Which tag follows 'She has won'?,has she?,has not she?,are you?,are not you?,B,"'She has won, has not she?' follows an affirmative statement with a negative tag.",9
Tag Questions,165,Which tag follows 'Nobody knows'?,does he?,do they?,do not they?,does not he?,B,"'Nobody knows, do they?' follows a negative statement with 'nobody' using 'they.'",10
Short Answers,166,What is a short answer to 'Can you swim?',"Yes, I can.",I will swim.,No way.,Maybe.,A,"'Yes, I can' is a standard short answer to a yes/no question.",1
Short Answers,167,What is a polite refusal to 'Would you help?',"Yes, I will.","No, thanks.",Sure.,Okay.,B,"'No, thanks' is a polite refusal to an offer.",2
Short Answers,168,What is a response to 'Did they leave?',"Yes, they did.",They left.,No way.,Perhaps.,A,"'Yes, they did' is a standard short answer to a yes/no question.",3
Short Answers,169,What is a polite acceptance to 'Shall we go?',"Yes, please.","No, thanks.",Maybe.,Sure.,A,"'Yes, please' accepts a polite offer with enthusiasm.",4
Short Answers,170,What is a decline with reason to 'Will you join?',"Yes, I will.","No, thanks, I am busy.",Sure.,Okay.,B,"'No, thanks, I am busy' declines with a polite reason.",5
Short Answers,171,What is a short answer to 'Is it true?',"Yes, it is.",It is true.,No way.,Perhaps.,A,"'Yes, it is' is a standard short answer to a yes/no question.",6
Short Answers,172,What is a polite offer response to 'Can I assist?',"Yes, please.","No, thanks.",Maybe.,Sure.,A,"'Yes, please' accepts a polite offer.",7
