Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Present Perfect and Present Perfect Continuous,39,Choose the correct question: ___ you ever been to India?,Have,Did,Are,Do,A,Present perfect questions use have plus ever for experiences.,9
Present Perfect and Present Perfect Continuous,40,Fill in the blank: He ___ just completed his work.,has,just,is just,was just,A,Present perfect with just indicates a recent action.,10
Present Perfect and Present Perfect Continuous,41,Which sentence is correct?,I have been knowing her for years.,I have known her for years.,I am knowing her for years.,I know her for years.,B,"State verb know uses present perfect, not continuous.",1
Present Perfect and Present Perfect Continuous,42,Choose the negative: She ___ finished yet.,has not,has not been,is not,did not,A,Present perfect negative uses has not plus past participle.,2
Present Perfect and Present Perfect Continuous,43,Fill in the blank: We ___ been playing all day.,have,have been,are,were,A,Present perfect continuous emphasizes ongoing action.,3
Present Perfect and Present Perfect Continuous,44,Which uses been correctly?,She has been to Rajasthan.,She has gone to Rajasthan.,She is been to Rajasthan.,She been to Rajasthan.,A,"Have been to means visited and returned, using present perfect.",4
Present Perfect and Present Perfect Continuous,45,What does present perfect continuous emphasize in: I have been working all day?,Duration,Completion,Fact,Plan,A,Present perfect continuous highlights duration and effort.,5
Present Perfect and Present Perfect Continuous,46,Choose the correct form: ___ you read this book?,Have,Did,Are,Do,A,Present perfect questions use have for experiences.,6
Present Perfect and Present Perfect Continuous,47,Fill in the blank: She ___ been working for hours.,has,has been,is,was,A,Present perfect continuous shows ongoing action with duration.,7
Present Perfect and Present Perfect Continuous,48,Which sentence is in present perfect?,I am working.,I have worked.,I worked.,I was working.,B,Present perfect uses have or has plus past participle.,8
Present Perfect and Present Perfect Continuous,49,What is the negative of: They have been waiting?,They have not been waiting.,They are not waiting.,They did not wait.,They not waiting.,A,Present perfect continuous negative uses have not plus been plus verb-ing.,9
Present Perfect and Present Perfect Continuous,50,Fill in the blank: I ___ never tried this dish.,have,never,am never,never have,A,Present perfect is used for experiences with never.,10
Simple Past and Past Continuous,51,Which sentence is in simple past tense?,Phil was working.,Phil hated the laundry.,Phil is working.,Phil has worked.,B,"Simple past uses the past form of the verb for completed actions, like hated.",1
Simple Past and Past Continuous,52,Fill in the blank: I ___ her yesterday.,saw,was seeing,have seen,see,A,"Simple past is used for actions at a specific past time, like saw yesterday.",2
Simple Past and Present Continuous,53,Choose the correct question: ___ you go to the party?,Did,Were,Have,Do,A,Simple past questions use did plus base verb.,3
Simple Past and Present Continuous,54,Fill in the blank: They ___ when the phone rang.,were studying,studied,are studying,have studied,A,"Past continuous describes actions in progress, like were studying.",4
Simple Past and Present Continuous,55,Which sentence uses past continuous correctly?,She was cook dinner.,She was cooking dinner.,She cooked dinner.,She is cooking dinner.,B,"Past continuous uses was or were plus verb-ing, like was cooking.",5
Simple Past and Present Continuous,56,What does simple past express in: I met Hasan yesterday?,Past action,Ongoing action,Habit,Plan,A,"Simple past describes completed actions at a specific time, like met yesterday.",6
Simple Past and Present Continuous,57,Choose the negative: He ___ not come to the meeting.,did,was not,has not,not,A,Simple past negative uses did not plus base verb.,7
Simple Past and Present Continuous,58,Fill in the blank: She ___ when the child ran.,was trying,tried,has tried,is trying,A,"Past continuous describes an action interrupted by another, like was trying.",8
Simple Past and Present Continuous,59,Which sentence is in past continuous?,They played football.,They were playing football.,They have played football.,They play football.,B,"Past continuous uses was or were plus verb-ing, like were playing.",9
Simple Past and Present Continuous,60,Choose the correct form: ___ they watching TV at 8 p.m.?,Were,Did,Are,Have,A,Past continuous questions use were plus verb-ing for plural subjects.,10
Simple Past and Present Continuous,61,Which sentence is correct?,He was study all night.,He was studying all night.,He studied all night.,He is studying all night.,B,"Past continuous uses was or were plus verb-ing, like was studying.",1
Simple Past and Present Continuous,62,Fill in the blank: I ___ not see the movie last week.,did,was not,have not,not,A,Simple past negative uses did not plus base verb.,2
Simple Past and Present Continuous,63,Which expresses an interrupted action?,She was holding a child when he arrived.,She held a child.,She has held a child.,She holds a child.,A,"Past continuous with simple past shows an interrupted action, like was holding.",3
Simple Past and Present Continuous,64,What is the negative of: They were playing?,They were not playing.,They did not play.,They have not played.,They not played.,A,Past continuous negative uses were not plus verb-ing.,4
Simple Past and Present Continuous,65,Fill in the blank: He ___ while I was studying.,called,was calling,calls,is calling,A,"Simple past interrupts past continuous, like called.",5
Simple Past and Present Continuous,66,Which sentence uses simple past?,She was running.,She ran.,She is running.,She has run.,B,"Simple past uses the past form of the verb, like ran.",6
Simple Past and Present Continuous,67,Choose the correct question: ___ you do last night?,Did,Were,Have,Are,A,Simple past questions use did plus base verb.,7
Simple Past and Present Continuous,68,Fill in the blank: We ___ not playing when it rained.,were,did,are,have,A,"Past continuous negative describes an action not in progress, like were not playing.",8
Simple Past and Present Continuous,69,Which sentence is correct?,I was write a letter.,I was writing a letter.,I wrote a letter.,Both B and C.,D,Both past continuous and simple past are correct in different contexts.,9
Simple Past and Present Continuous,70,What does past continuous express in: I was studying at 4 p.m.?,Action in progress,Completed action,Habit,Plan,A,"Past continuous describes actions in progress at a specific time, like was studying.",10
Simple Past and Present Continuous,71,Choose the correct form: She ___ not go to school yesterday.,did,was not,has not,not,A,Simple past negative uses did not plus base verb.,1
Simple Past and Present Continuous,72,Fill in the blank: They ___ when the teacher arrived.,were talking,talked,are talking,have talked,A,"Past continuous describes an action interrupted, like were talking.",2
Simple Past and Present Continuous,73,Which sentence uses past continuous?,He wrote a book.,He was writing a book.,He has written a book.,He writes a book.,B,"Past continuous uses was or were plus verb-ing, like was writing.",3
Simple Past and Present Continuous,74,Choose the correct question: ___ she reading at 7 p.m.?,Was,Did,Is,Has,A,Past continuous questions use was plus verb-ing for singular subjects.,4
Simple Past and Present Continuous,75,Fill in the blank: I ___ her while I was shopping.,met,was meeting,meet,am meeting,A,"Simple past interrupts past continuous, like met.",5
Past Perfect and Future Expressions,76,Which sentence is in past perfect tense?,She had left.,She has left.,She was leaving.,She left.,A,Past perfect uses had plus past participle for actions before another past event.,6
Past Perfect and Future Expressions,77,Fill in the blank: I ___ the work before she arrived.,had finished,finished,have finished,was finishing,A,Past perfect shows an action completed before another past action.,7
Past Perfect and Future Expressions,78,Choose the correct future form: I ___ to the party tomorrow.,will go,am going,go,goes,A,Will expresses a decision or future fact.,8
Past Perfect and Future Expressions,79,Fill in the blank: She ___ for hours before the train arrived.,had been waiting,was waiting,had waited,waited,A,Past perfect continuous emphasizes duration before a past event.,9
Past Perfect and Future Expressions,80,Which sentence uses going to correctly?,I am going to call him.,I will going to call him.,I going to call him.,I am go to call him.,A,Going to uses be plus going to plus base verb for plans.,10
Past Perfect and Future Expressions,81,What does past perfect show in: She had left when I arrived?,Earlier action,Ongoing action,Future action,Habit,A,Past perfect shows an action completed before another past action.,1
Past Perfect and Future Expressions,82,Choose the negative: They ___ finished by 5 p.m.,had not,did not,have not,not,A,Past perfect negative uses had not plus past participle.,2
Past Perfect and Future Expressions,83,Fill in the blank: I ___ you tomorrow.,will call,am calling,call,called,A,Will is used for promises or decisions.,3
Past Perfect and Future Expressions,84,Which sentence is in past perfect continuous?,She had been working.,She had worked.,She was working.,She worked.,A,Past perfect continuous uses had plus been plus verb-ing.,4
Past Perfect and Future Expressions,85,Choose the correct question: ___ you finished by then?,Had,Did,Have,Were,A,Past perfect questions use had plus past participle.,5
Past Perfect and Future Expressions,86,Choose the correct future form: The train ___ at 9 a.m.,leaves,is leaving,will leave,going to leave,A,Simple present is used for schedules.,6
Past Perfect and Future Expressions,87,Fill in the blank: He ___ all day before the exam.,had been studying,had studied,was studying,studied,A,Past perfect continuous emphasizes duration before a past event.,7
Past Perfect and Future Expressions,88,Which sentence expresses a plan?,I will travel.,I am traveling next week.,I travel.,I have traveled.,B,Present continuous expresses fixed future plans.,8
Past Perfect and Future Expressions,89,What is the negative of: She had been waiting?,She had not been waiting.,She was not waiting.,She did not wait.,She not waited.,A,Past perfect continuous negative uses had not plus been plus verb-ing.,9
Past Perfect and Future Expressions,90,Fill in the blank: It ___ tomorrow.,is going to rain,will rain,rains,is raining,A,Going to is used for predictions based on evidence.,10
Past Perfect and Future Expressions,91,Which sentence is correct?,She had eaten dinner.,She had ate dinner.,She has eaten dinner.,She ate dinner.,A,Past perfect uses had plus past participle.,1
Past Perfect and Future Expressions,92,Choose the correct form: ___ we go now?,Shall,Will,Are,Do,A,Shall is used for suggestions in future questions.,2
Past Perfect and Future Expressions,93,Fill in the blank: They ___ arrived by the time we left.,had not,did not,have not,not,A,Past perfect negative shows an action not completed before another.,3
Past Perfect and Future Expressions,94,Which sentence uses will correctly?,I will to call you.,I will call you.,I will calling you.,I will calls you.,B,Will is followed by the base verb.,4
Past Perfect and Future Expressions,95,What does going to express in: She is going to study abroad?,Plan,Fact,Habit,Ongoing action,A,Going to expresses a planned intention.,5
Past Perfect and Future Expressions,96,Choose the correct form: I ___ you later.,will help,am helping,help,helped,A,Will is used for offers or promises.,6
Past Perfect and Future Expressions,97,Fill in the blank: She ___ before the meeting started.,had worked,worked,has worked,was working,A,Past perfect shows an action completed before another past event.,7
Past Perfect and Future Expressions,98,Which sentence is in past perfect?,She was waiting.,She had waited.,She has waited.,She waited.,B,Past perfect uses had plus past participle.,8
Past Perfect and Future Expressions,99,Choose the correct future form: We ___ dinner at 8 p.m.,are having,will have,have,had,A,Present continuous is used for fixed future plans.,9
Past Perfect and Future Expressions,100,Fill in the blank: He ___ finished the project by yesterday.,had not,did not,has not,not,A,Past perfect negative shows an action not completed before a past time.,10
Simple Present and Present Continuous,101,Which sentence correctly uses the simple present tense to describe a fact?,The sky is blue.,The sky is being blue.,The sky be blue.,The sky blue.,A,The simple present tense describes facts using the base form of the verb with be for facts like The sky is blue.,1
Simple Present and Present Continuous,102,Identify the tense in this sentence: Mr. Selim Ahmed follows a strict schedule.,Simple Present,Present Continuous,Simple Past,Present Perfect,A,"The verb follows indicates a habit, which is expressed in the simple present tense.",2
Simple Present and Present Continuous,103,Which option shows the correct simple present form for a third-person singular subject?,She write every day.,She writes every day.,She is writing every day.,She writing every day.,B,"Third-person singular subjects in simple present take a verb with -s, like writes.",3
Simple Present and Present Continuous,104,Which sentence uses the present continuous tense to describe an action happening now?,Mrs. Ahmed grows vegetables.,Mr. Ahmed helps his wife.,Mrs. Ahmed is sitting in the garden.,They talk every day.,C,"The present continuous uses be plus verb-ing for actions happening now, like is sitting.",4
Simple Present and Present Continuous,105,Which verb cannot be used in the continuous form?,He sees the garden.,He is gardening now.,They are helping today.,She is working hard.,A,State verbs like sees are not used in continuous form.,5
Simple Present and Present Continuous,106,Which sentence correctly uses a frequency adverb in the simple present?,Mr. Ahmed sometimes goes for walks.,Mr. Ahmed goes sometimes for walks.,Mr. Ahmed is sometimes going for walks.,Sometimes Mr. Ahmed go for walks.,A,Frequency adverbs like sometimes go before the main verb in simple present.,6
Simple Present and Present Continuous,107,What does the simple present tense express in: Tanim lives in Dhaka?,Permanent situation,Temporary action,Past event,Future plan,A,"Simple present describes long-term or permanent situations, like lives in Dhaka.",7
Simple Present and Present Continuous,108,Which sentence is in the present continuous tense?,Mr. Ahmed writes every morning.,Mrs. Ahmed grows vegetables.,Mr. Ahmed is cleaning the weeds.,They live in a small house.,C,"Present continuous uses be plus verb-ing for actions now, like is cleaning.",8
Simple Present and Present Continuous,109,Choose the correct question form in simple present: ___ Mr. Ahmed a writer?,Is,Does,Do,Are,A,"Questions with be in simple present use the verb before the subject, like Is Mr. Ahmed.",9
Simple Present and Present Continuous,110,Which sentence expresses a schedule using the simple present tense?,The train leaves at 7 a.m. tomorrow.,The train is leaving now.,The train leave at 7 a.m.,The train leaving at 7 a.m.,A,"Simple present is used for schedules, like leaves at 7 a.m.",10
Simple Present and Present Continuous,111,Which sentence shows the correct negative form in simple present?,He do not work less.,He does not work less.,He is not work less.,He not works less.,B,Simple present negative for third-person singular uses does not plus base verb.,1
Simple Present and Present Continuous,112,What does the present continuous express in: Mrs. Ahmed is telling her husband a secret?,Action happening now,Habit,Fact,Schedule,A,"Present continuous describes actions happening at the moment, like is telling.",2
Simple Present and Present Continuous,113,Which sentence uses the simple present to describe a habit?,She is gardening now.,He sits at his desk every dawn.,They are talking now.,I am helping today.,B,"Simple present describes habits, like sits every dawn.",3
Simple Present and Present Continuous,114,Identify the tense: They are coming home tomorrow.,Simple Present,Present Continuous,Simple Past,Present Perfect,B,Present continuous with a future time marker like tomorrow indicates a planned action.,4
Simple Present and Present Continuous,115,Which sentence is correct in simple present?,She prefer to read novels.,She prefers to read novels.,She is preferring to read novels.,She preferring to read novels.,B,"Simple present for third-person singular uses prefers, not continuous for state verbs like prefer.",5
Simple Present and Present Continuous,116,Which option correctly forms a simple present question?,Do they lives in Khulna?,Does they live in Khulna?,Do they live in Khulna?,Are they live in Khulna?,C,"Simple present questions for plural subjects use do plus base verb, like do live.",6
Simple Present and Present Continuous,117,Which sentence uses the present continuous for a temporary action?,He works at home daily.,She is working hard these days.,They live in a small house.,I like to read books.,B,"Present continuous describes temporary actions, like is working these days.",7
Simple Present and Present Continuous,118,What does simple present express in: The exams start next week?,Schedule,Habit,Fact,Current action,A,"Simple present is used for schedules, like exams start next week.",8
Simple Present and Present Continuous,119,Which sentence correctly uses the present continuous tense?,I understand this now.,She knows the answer.,They are always fighting.,He likes to play.,C,"Present continuous describes repeated actions with always, like are fighting.",9
Simple Present and Present Continuous,120,Identify the tense: Mr. Ahmed is spending time with his wife these days.,Simple Present,Present Continuous,Simple Past,Present Perfect,B,"Present continuous describes temporary actions with these days, like is spending.",10
Simple Present and Present Continuous,121,Fill in the blank: He ___ to work every day.,walks,is walking,walk,walking,A,"Simple present describes habits, like walks to work every day.",1
Simple Present and Present Continuous,122,Fill in the blank: They ___ about their plans now.,are talking,talk,talks,is talking,A,"Present continuous describes actions happening now, like are talking.",2
Simple Present and Present Continuous,123,Which sentence uses the simple present correctly?,She is seem happy.,She seems happy.,She seeming happy.,She seem happy.,B,"State verb seems uses simple present, not continuous.",3
Simple Present and Present Continuous,124,Which sentence uses the present continuous for a future plan?,I go to school daily.,She is going to the museum tomorrow.,He likes music.,They live here.,B,"Present continuous expresses future plans, like is going tomorrow.",4
Simple Present and Present Continuous,125,Fill in the blank: The bus ___ at 6 p.m.,leaves,is leaving,leave,leaving,A,"Simple present is used for schedules, like leaves at 6 p.m.",5
Present Perfect and Present Perfect Continuous,126,Which sentence uses the present perfect tense to describe an experience?,I have been to New York.,I am going to New York.,I went to New York.,I go to New York.,A,"Present perfect describes experiences, like have been to New York.",6
Present Perfect and Present Perfect Continuous,127,Identify the tense: Tina has been cooking since morning.,Simple Present,Present Continuous,Present Perfect,Present Perfect Continuous,D,Present perfect continuous uses have or has plus been plus verb-ing with since.,7
Present Perfect and Present Perfect Continuous,128,Which sentence shows a recent action in present perfect?,Shamim is talking now.,Shamim has talked to his lawyer.,Shamim talked to his lawyer.,Shamim was talking.,B,"Present perfect describes recent actions, like has talked.",8
Present Perfect and Present Perfect Continuous,129,What does present perfect express in: I have played tennis?,Experience,Habit,Current action,Future plan,A,"Present perfect describes experiences, like have played.",9
Present Perfect and Present Perfect Continuous,130,Which sentence uses present perfect continuous for an ongoing action?,He has worked here.,He has been working here for years.,He worked here.,He is working here.,B,"Present perfect continuous shows ongoing actions with duration, like has been working.",10
Present Perfect and Present Perfect Continuous,131,Which sentence is correct in present perfect?,I have saw a peacock.,I have seen a peacock.,I seen a peacock.,I has seen a peacock.,B,"Present perfect uses have plus past participle, like have seen.",1
Present Perfect and Present Perfect Continuous,132,What does present perfect continuous express in: I have been typing for three hours?,Duration,Completion,Fact,Schedule,A,"Present perfect continuous emphasizes duration, like have been typing for three hours.",2
Present Perfect and Present Perfect Continuous,133,Which sentence uses present perfect to show a current result?,She is leaving now.,She has left already.,She left yesterday.,She was leaving.,B,"Present perfect shows actions with current relevance, like has left.",3
Present Perfect and Present Perfect Continuous,134,Choose the correct question in present perfect: ___ you been to Nepal?,Have,Did,Are,Do,A,Present perfect questions use have plus past participle for experiences.,4
Present Perfect and Present Perfect Continuous,135,Which sentence uses present perfect continuous correctly?,I have been knowing her.,I have known her.,I have been playing since I was seven.,I am playing now.,C,"Present perfect continuous is used for ongoing actions, like have been playing.",5
Present Perfect and Present Perfect Continuous,136,Identify the tense: She has gone home.,Simple Present,Present Continuous,Present Perfect,Present Perfect Continuous,C,"Present perfect uses have or has plus past participle, like has gone.",6
Present Perfect and Present Perfect Continuous,137,Which sentence shows a completed action in present perfect?,I have been working all day.,I have finished my task.,I am working now.,I worked yesterday.,B,"Present perfect shows completed actions, like have finished.",7
Present Perfect and Present Perfect Continuous,138,What does present perfect continuous express in: The boys have been fighting again?,Recent action with result,Completed action,Future plan,Habit,A,"Present perfect continuous shows recent actions with visible results, like have been fighting.",8
Present Perfect and Present Perfect Continuous,139,Which sentence uses present perfect correctly?,She has been to Nepal.,She been to Nepal.,She has go to Nepal.,She go to Nepal.,A,"Have been to means visited and returned, using present perfect.",9
Present Perfect and Present Perfect Continuous,140,Choose the correct negative in present perfect: They ___ finished yet.,have not,has not,are not,did not,A,Present perfect negative for plural subjects uses have not plus past participle.,10
Present Perfect and Present Perfect Continuous,141,Which sentence is in present perfect continuous?,I am waiting now.,I have waited.,I have been waiting for long.,I waited yesterday.,C,"Present perfect continuous uses have plus been plus verb-ing, like have been waiting.",1
Present Perfect and Present Perfect Continuous,142,What does present perfect express in: Kiran has got a first class?,Recent event,Ongoing action,Past habit,Future plan,A,"Present perfect describes recent events, like has got.",2
Present Perfect and Present Perfect Continuous,143,Which sentence uses present perfect continuous for repeated actions?,I have played tennis.,I have been playing tennis since I was seven.,I am playing tennis.,I played tennis.,B,"Present perfect continuous shows repeated actions over time, like have been playing.",3
Present Perfect and Present Perfect Continuous,144,Choose the correct question in present perfect: ___ you ever played cricket?,Have,Did,Are,Do,A,Present perfect questions use have plus ever for experiences.,4
Present Perfect and Present Perfect Continuous,145,Which sentence is correct in present perfect?,I have saw a movie.,I have seen a movie.,I seen a movie.,I has seen a movie.,B,"Present perfect uses have plus past participle, like have seen.",5
Present Perfect and Present Perfect Continuous,146,Fill in the blank: She ___ to Sylhet.,has been,has gone,is going,went,B,"Has gone means she is at Sylhet now, using present perfect.",6
Present Perfect and Present Perfect Continuous,147,Fill in the blank: I ___ for an hour.,have been waiting,have waited,am waiting,waited,A,"Present perfect continuous emphasizes duration, like have been waiting.",7
Present Perfect and Present Perfect Continuous,148,Which sentence shows a current result in present perfect?,I am tired.,I have been tired.,I was tired.,I have lost my pen.,D,"Present perfect shows current results, like have lost.",8
Present Perfect and Present Perfect Continuous,149,Which sentence uses present perfect continuous correctly?,I have been knowing her.,I have known her.,I have been studying for hours.,I am studying now.,C,"Present perfect continuous is used for ongoing actions, like have been studying.",9
Present Perfect and Present Perfect Continuous,150,Fill in the blank: He ___ just arrived.,has,just,is just,was just,A,"Present perfect with just indicates a recent action, like has arrived.",10
Simple Past and Past Continuous,151,Which sentence uses the simple past tense to describe a completed action?,Phil was working.,Phil took up engineering.,Phil is working.,Phil has worked.,B,"Simple past describes completed actions, like took.",1
Simple Past and Past Continuous,152,Identify the tense: Hamid was studying at the library.,Simple Present,Present Continuous,Simple Past,Past Continuous,D,"Past continuous uses was plus verb-ing for actions in progress, like was studying.",2
Simple Past and Past Continuous,153,Which sentence shows a past action at a specific time?,I am meeting Hasan.,I met Hasan yesterday.,I have met Hasan.,I was meeting Hasan.,B,"Simple past describes actions at a specific time, like met yesterday.",3
Simple Past and Past Continuous,154,What does past continuous express in: Runa was standing in front of the mall?,Action in progress,Completed action,Habit,Future plan,A,"Past continuous describes actions in progress at a past time, like was standing.",4
Simple Past and Past Continuous,155,Which sentence uses past continuous correctly?,She was hold a child.,She was holding a child.,She held a child.,She holds a child.,B,"Past continuous uses was plus verb-ing, like was holding.",5
Simple Past and Past Continuous,156,Choose the correct negative in simple past: He ___ come to the party.,did not,was not,has not,not,A,Simple past negative uses did not plus base verb.,6
Simple Past and Past Continuous,157,Which sentence shows an interrupted action?,He was studying when the phone rang.,He studied yesterday.,He has studied.,He studies daily.,A,"Past continuous with simple past shows an interrupted action, like was studying when the phone rang.",7
Simple Past and Past Continuous,158,Identify the tense: Phil did much harder work.,Simple Present,Simple Past,Past Continuous,Present Perfect,B,"Simple past uses the past form of the verb, like did.",8
Simple Past and Past Continuous,159,Which sentence uses past continuous for an action in progress?,I mailed the letter.,I met her yesterday.,I was studying at 4 p.m.,I have studied.,C,"Past continuous describes actions in progress at a specific time, like was studying.",9
Simple Past and Past Continuous,160,Choose the correct question in simple past: ___ you see her yesterday?,Did,Were,Have,Do,A,Simple past questions use did plus base verb.,10
Simple Past and Past Continuous,161,Which sentence is correct in simple past?,He not worked.,He did not work.,He was not work.,He not work.,B,Simple past negative uses did not plus base verb.,1
Simple Past and Past Continuous,162,What does simple past express in: I mailed the letter yesterday?,Past action,Ongoing action,Habit,Future plan,A,"Simple past describes completed actions at a specific time, like mailed yesterday.",2
Simple Past and Past Continuous,163,Which sentence uses past continuous correctly?,They were talk when I arrived.,They were talking when I arrived.,They talked when I arrived.,They talk when I arrive.,B,"Past continuous uses were plus verb-ing, like were talking.",3
Simple Past and Past Continuous,164,Choose the correct negative in past continuous: They ___ playing.,were not,did not,are not,have not,A,Past continuous negative uses were not plus verb-ing.,4
Simple Past and Past Continuous,165,Which sentence shows a completed action in simple past?,I was working.,I worked yesterday.,I am working.,I have worked.,B,"Simple past describes completed actions, like worked yesterday.",5
