Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
"Can and Could, May and Might",13,Which sentence uses can not correctly for inability?,I can fly like a bird.,I can not fly like a bird.,I could fly yesterday.,I might fly tomorrow.,B,"Can not expresses inability, as in I can not fly like a bird.",3
"Can and Could, May and Might",14,Choose the correct option to express possibility: She ___ come to the party.,may,can,could,might,D,"Might expresses a possible future event, like she might come.",4
"Can and Could, May and Might",15,Which sentence uses may to give permission?,May I sit here?,I can sit here.,I could sit here.,I might sit here.,A,"May is used to give formal permission, like May I sit here.",5
"Can and Could, May and Might",16,What does could indicate in: Could I use your laptop?,Past ability,Request,Prohibition,Possibility,B,"Could is used to make a polite request, like Could I use your laptop.",6
"Can and Could, May and Might",17,Which sentence uses can to express a request?,Can you tell Mr. Rashid the guests are here?,I can tell him.,I might tell him.,I could tell him.,A,"Can is used to request someone to do something, like Can you tell Mr. Rashid.",7
"Can and Could, May and Might",18,What does may express in: You may leave the exam hall?,Permission,Ability,Prohibition,Possibility,A,"May gives permission, as in you may leave the exam hall.",8
"Can and Could, May and Might",19,Which sentence uses might to suggest a possibility?,He might offer you the job.,He can offer you the job.,He could offer you the job.,He may offer you the job.,A,"Might suggests a possible future action, like he might offer you the job.",9
"Can and Could, May and Might",20,Identify the function of can in: Can I borrow your pen?,Permission,Request,Ability,Prohibition,A,"Can is used to ask for permission, like Can I borrow your pen.",10
"Can and Could, May and Might",21,Which sentence uses could to express past ability?,I can swim now.,I could swim as a child.,I might swim today.,I can not swim now.,B,"Could describes past ability, as in I could swim as a child.",1
"Can and Could, May and Might",22,What does may not indicate in: You may not see the document?,Prohibition,Possibility,Permission,Ability,A,"May not expresses prohibition, like you may not see the document.",2
"Can and Could, May and Might",23,Choose the correct option to express a polite request: ___ you send some snacks?,Can,Could,May,Might,B,"Could is used for polite requests, like Could you send some snacks.",3
"Can and Could, May and Might",24,Which sentence uses might to express a weaker possibility?,It may snow tomorrow.,It might snow tomorrow.,It will snow tomorrow.,It can snow tomorrow.,B,"Might indicates a weaker possibility, like it might snow tomorrow.",4
"Can and Could, May and Might",25,Fill in the blank: She ___ see the doctor if she feels ill.,might,can,could,may,A,"Might expresses a possible future action, like she might see the doctor.",5
Will/Would,26,Which sentence uses will to predict a future event?,My family will attend the wedding tomorrow.,My family would attend the wedding.,My family is attending now.,My family attended yesterday.,A,"Will predicts a certain future event, like will attend tomorrow.",6
Will/Would,27,Identify the function of would in: Would you like to join us?,Invitation,Request,Prohibition,Ability,A,"Would is used to extend an invitation, like Would you like to join us.",7
Will/Would,28,Which sentence uses will not to express a future refusal?,I will not go to school tomorrow.,I would not go yesterday.,I am not going now.,I have not gone yet.,A,"Will not expresses a future refusal, like will not go tomorrow.",8
Will/Would,29,What does would express in: What would you like to have?,Request,Polite question,Prohibition,Possibility,B,"Would is used for polite questions, like What would you like to have.",9
Will/Would,30,Which sentence uses will to indicate a promise?,I will give you a wake-up call.,I would give you a call.,I am giving you a call.,I gave you a call.,A,"Will indicates a promise, like I will give you a wake-up call.",10
Will/Would,31,Identify the tense reference in: We will meet at 7:00.,Future,Past,Present,All of these,A,"Will refers to a future event, like we will meet at 7:00.",1
Will/Would,32,Which sentence uses would to make a polite request?,Would you please open the window?,Will you open the window?,I would open it.,I will open it.,A,"Would is used for polite requests, like Would you please open the window.",2
Will/Would,33,What does will express in: The chief guest will be here soon?,Prediction,Invitation,Prohibition,Ability,A,"Will predicts a future event, like the chief guest will be here soon.",3
Will/Would,34,Which sentence uses would correctly in a past context?,I would love to join the cruise.,I will love to join now.,I loved to join yesterday.,I am loving to join.,A,"Would expresses a past willingness, like I would love to join.",4
Will/Would,35,Choose the correct option to express a future plan: We ___ leave at dawn.,will,would,are,have,A,"Will expresses a future plan, like we will leave at dawn.",5
Will/Would,36,Which sentence uses will not in a negative question?,Will you come to see me off?,Won’t you come to see me off?,Would you come to see me off?,Can you come to see me off?,B,"Will not in negative questions uses won’t, like Won’t you come.",6
Will/Would,37,What function does would have in: I’d like some tea?,Polite request,Prediction,Prohibition,Ability,A,"Would with ’d expresses a polite request, like I’d like some tea.",7
Will/Would,38,Which sentence uses will to express a decision?,I will call you later.,I would call you yesterday.,I am calling you now.,I called you earlier.,A,"Will indicates a spontaneous decision, like I will call you later.",8
Will/Would,39,Choose the correct option for a polite invitation: ___ you like to dance?,Will,Would,Can,May,B,"Would is used for polite invitations, like Would you like to dance.",9
Will/Would,40,Identify the function of will in: We will stay overnight.,Future plan,Request,Prohibition,Possibility,A,"Will expresses a future plan, like we will stay overnight.",10
Will/Would,41,Which sentence uses would to suggest a past habit?,He would read every night.,He will read tonight.,He is reading now.,He read yesterday.,A,"Would describes past habits, like he would read every night.",1
Will/Would,42,What does will express in: I will not tell anyone?,Refusal,Invitation,Ability,Permission,A,"Will not expresses a future refusal, like I will not tell anyone.",2
Will/Would,43,Which sentence uses would correctly for a hypothetical situation?,Would you help if I asked?,Will you help now?,I would help yesterday.,I will help tomorrow.,A,"Would is used for hypothetical situations, like Would you help if I asked.",3
Will/Would,44,Choose the correct option to express a future prediction: The train ___ arrive on time.,will,would,can,might,A,"Will predicts a future event, like the train will arrive on time.",4
Will/Would,45,Which sentence uses will for an offer?,I will carry your bag.,I would carry your bag.,I am carrying your bag.,I carried your bag.,A,"Will expresses an offer, like I will carry your bag.",5
Will/Would,46,What does would indicate in: Would you mind closing the door?,Polite request,Prediction,Prohibition,Ability,A,"Would is used for polite requests, like Would you mind closing the door.",6
Will/Would,47,Which sentence uses will not to refuse a future action?,I will not miss the class.,I would not miss it.,I am not missing it.,I did not miss it.,A,"Will not expresses a future refusal, like I will not miss the class.",7
Will/Would,48,Identify the tense reference in: He would visit us often.,Past,Present,Future,All of these,A,"Would refers to past habits, like he would visit us often.",8
Will/Would,49,Which sentence uses would for a polite suggestion?,Would you try this dish?,Will you try this dish?,I would try it.,I will try it.,A,"Would suggests politely, like Would you try this dish.",9
Will/Would,50,Fill in the blank: They ___ meet us at the station.,will,would,can,may,A,"Will expresses a future plan, like they will meet us.",10
Must/Must not/Need,51,Which sentence uses must to express obligation?,You must submit your essays tomorrow.,You can submit your essays.,You might submit your essays.,You could submit your essays.,A,"Must indicates obligation, as in you must submit your essays.",6
Must/Must not/Need,52,Identify the function of must not in: You must not copy from others.,Prohibition,Obligation,Permission,Ability,A,"Must not expresses prohibition, like you must not copy from others.",7
Must/Must not/Need,53,Which sentence uses must to indicate a logical conclusion?,He must be crazy to eat so much.,He can be crazy.,He might be crazy.,He could be crazy.,A,"Must suggests a logical conclusion, like he must be crazy.",8
Must/Must not/Need,54,What does need express in: You need to make a good impression?,Necessity,Prohibition,Possibility,Advice,A,"Need expresses necessity, as in you need to make a good impression.",9
Must/Must not/Need,55,Which sentence uses need not to indicate something unnecessary?,You need not wear new clothes.,You must wear new clothes.,You can not wear new clothes.,You might wear new clothes.,A,"Need not indicates something is not necessary, like you need not wear new clothes.",10
Must/Must not/Need,56,Identify the function of must in: Delegates must finish registration by 9.,Obligation,Permission,Possibility,Prohibition,A,"Must expresses obligation, as in delegates must finish registration.",1
Must/Must not/Need,57,Which sentence uses must not to prohibit an action?,You must not leave early.,You can leave early.,You might leave early.,You could leave early.,A,"Must not prohibits an action, like you must not leave early.",2
Must/Must not/Need,58,What does can not express in: It simply can not be?,Logical impossibility,Obligation,Permission,Ability,A,"Can not suggests a logical impossibility, like it can not be.",3
Must/Must not/Need,59,Which sentence uses need to correctly?,You need to speak clearly.,You must not speak clearly.,You can not speak clearly.,You might speak clearly.,A,"Need to expresses necessity, as in you need to speak clearly.",4
Must/Must not/Need,60,Choose the correct option to express obligation: You ___ wear your badge.,must,can,might,could,A,"Must indicates obligation, like you must wear your badge.",5
Must/Must not/Need,61,Which sentence uses must to draw a conclusion?,She must have made a mistake.,She can have made a mistake.,She might have made a mistake.,She could have made a mistake.,A,"Must suggests a logical conclusion, like she must have made a mistake.",6
Must/Must not/Need,62,What function does must not have in: You must not interrupt?,Prohibition,Obligation,Permission,Request,A,"Must not prohibits an action, like you must not interrupt.",7
Must/Must not/Need,63,Which sentence uses need not correctly?,You need not smile all the time.,You must smile all the time.,You can not smile all the time.,You might smile all the time.,A,"Need not indicates something is not necessary, like you need not smile.",8
Must/Must not/Need,64,Choose the correct option to express necessity: You ___ listen carefully.,need to,must not,can not,might,A,"Need to expresses necessity, like you need to listen carefully.",9
Must/Must not/Need,65,Which sentence uses must not to indicate a rule?,You must not chew gum in class.,You can chew gum in class.,You might chew gum in class.,You could chew gum in class.,A,"Must not enforces a rule, like you must not chew gum in class.",10
Must/Must not/Need,66,Identify the function of need in: You need to give a good impression.,Advice,Necessity,Prohibition,Possibility,B,"Need expresses necessity, as in you need to give a good impression.",1
Must/Must not/Need,67,Which sentence uses must to enforce an obligation?,Volunteers must stay until 6 p.m.,Volunteers can stay until 6 p.m.,Volunteers might stay until 6 p.m.,Volunteers could stay until 6 p.m.,A,"Must enforces obligation, like volunteers must stay until 6 p.m.",2
Must/Must not/Need,68,What does can not indicate in: He can not be Habib?,Logical conclusion,Permission,Ability,Prohibition,A,"Can not suggests a logical conclusion, like he can not be Habib.",3
Must/Must not/Need,69,Which sentence uses need not correctly for an optional action?,You need not bring a gift.,You must bring a gift.,You can not bring a gift.,You might bring a gift.,A,"Need not indicates an action is not necessary, like you need not bring a gift.",4
Must/Must not/Need,70,Choose the correct option to prohibit: You ___ copy from others.,must not,can,might,could,A,"Must not prohibits an action, like you must not copy from others.",5
Must/Must not/Need,71,Which sentence uses must to suggest certainty?,There must be some mistake.,There can be some mistake.,There might be some mistake.,There could be some mistake.,A,"Must suggests certainty, like there must be some mistake.",6
Must/Must not/Need,72,What function does need have in: We need sugar?,Necessity,Prohibition,Possibility,Advice,A,"Need as a full verb expresses necessity, like we need sugar.",7
Must/Must not/Need,73,Which sentence uses must not to enforce a rule?,You must not move in your chair.,You can move in your chair.,You might move in your chair.,You could move in your chair.,A,"Must not enforces a rule, like you must not move in your chair.",8
Must/Must not/Need,74,Choose the correct option to express an unnecessary action: You ___ wear a tie.,need not,must,can not,might,A,"Need not indicates an action is not necessary, like you need not wear a tie.",9
Must/Must not/Need,75,Fill in the blank: He ___ smoke due to his health.,must not,can,might,could,A,"Must not prohibits an action for health reasons, like he must not smoke.",10
Should/Ought to,76,Which sentence uses should to give advice?,You should go to a doctor.,You can go to a doctor.,You might go to a doctor.,You could go to a doctor.,A,"Should provides advice, like you should go to a doctor.",6
Should/Ought to,77,Identify the function of ought to in: You ought to read this book.,Advice,Obligation,Permission,Possibility,A,"Ought to gives advice, as in you ought to read this book.",7
Should/Ought to,78,Which sentence uses should to express an expectation?,He should arrive by 4:00.,He can arrive by 4:00.,He might arrive by 4:00.,He could arrive by 4:00.,A,"Should expresses an expected future event, like he should arrive by 4:00.",8
Should/Ought to,79,What does should not express in: You should not eat junk food?,Advice against,Obligation,Permission,Prohibition,A,"Should not gives advice against an action, like you should not eat junk food.",9
Should/Ought to,80,Which sentence uses ought to to suggest an action?,You ought to exercise regularly.,You can exercise regularly.,You might exercise regularly.,You could exercise regularly.,A,"Ought to suggests an action, like you ought to exercise regularly.",10
Should/Ought to,81,Identify the tense reference in: We should find a place to eat.,Present,Future,Past,All of these,A,"Should refers to a present or immediate action, like we should find a place to eat.",1
Should/Ought to,82,Which sentence uses should to offer advice?,You should try this recipe.,You can try this recipe.,You might try this recipe.,You could try this recipe.,A,"Should offers advice, as in you should try this recipe.",2
Should/Ought to,83,What function does ought to have in: She ought to move to a warmer place?,Advice,Obligation,Permission,Possibility,A,"Ought to provides advice, like she ought to move to a warmer place.",3
Should/Ought to,84,Which sentence uses should not to advise against?,You should not waste time.,You must not waste time.,You can not waste time.,You might not waste time.,A,"Should not advises against an action, like you should not waste time.",4
Should/Ought to,85,Choose the correct option to express an expectation: He ___ be here soon.,should,can,might,could,A,"Should expresses an expected future event, like he should be here soon.",5
Should/Ought to,86,Which sentence uses should in a question for advice?,Should I call him now?,Can I call him now?,Might I call him now?,Could I call him now?,A,"Should is used in questions to seek advice, like Should I call him now.",6
Should/Ought to,87,What does ought to express in: You ought to consult a doctor?,Advice,Obligation,Prohibition,Possibility,A,"Ought to gives advice, as in you ought to consult a doctor.",7
Should/Ought to,88,Which sentence uses should to express a future expectation?,The train should arrive on time.,The train can arrive on time.,The train might arrive on time.,The train could arrive on time.,A,"Should expresses a future expectation, like the train should arrive on time.",8
Should/Ought to,89,Choose the correct option to advise against: You ___ eat too much chocolate.,should not,must not,can not,might not,A,"Should not advises against an action, like you should not eat too much chocolate.",9
Should/Ought to,90,Identify the function of should in: Shouldn’t he consult a doctor?,Advice in question,Obligation,Permission,Prohibition,A,"Should in a negative question seeks advice, like Shouldn’t he consult a doctor.",10
Should/Ought to,91,Which sentence uses ought to to give an opinion?,You ought to visit this place.,You can visit this place.,You might visit this place.,You could visit this place.,A,"Ought to expresses an opinion, like you ought to visit this place.",1
Should/Ought to,92,What does should not indicate in: You should not interrupt?,Advice against,Obligation,Permission,Prohibition,A,"Should not advises against an action, like you should not interrupt.",2
Should/Ought to,93,Which sentence uses should to suggest a future action?,You should read this book.,You can read this book.,You might read this book.,You could read this book.,A,"Should suggests a future action, like you should read this book.",3
Should/Ought to,94,Choose the correct option to express an expectation: She ___ finish by noon.,should,can,might,could,A,"Should expresses an expected outcome, like she should finish by noon.",4
Should/Ought to,95,Which sentence uses ought to correctly for advice?,You ought to bring warm clothes.,You can bring warm clothes.,You might bring warm clothes.,You could bring warm clothes.,A,"Ought to provides advice, like you ought to bring warm clothes.",5
Should/Ought to,96,What function does should have in: Should we start again?,Advice in question,Obligation,Permission,Possibility,A,"Should in a question seeks advice, like Should we start again.",6
Should/Ought to,97,Which sentence uses should not to advise against?,You should not experiment further.,You must not experiment further.,You can not experiment further.,You might not experiment further.,A,"Should not advises against, like you should not experiment further.",7
Should/Ought to,98,What does ought to express in: He ought to do some exercise?,Advice,Obligation,Prohibition,Possibility,A,"Ought to gives advice, as in he ought to do some exercise.",8
Should/Ought to,99,Choose the correct option to suggest: You ___ try the new dish.,should,can,might,could,A,"Should suggests an action, like you should try the new dish.",9
Should/Ought to,100,Fill in the blank: You ___ bring an overcoat to Dhaka.,need not,must,can not,might,A,"Need not indicates something is not necessary, like you need not bring an overcoat.",10
"Can and Could, May and Might",101,Which sentence uses can to show ability?,Rehana can type quickly.,Rehana can not learn computers.,Rehana could ask for help.,Rehana might need a job.,A,"Can expresses ability, as in Rehana can type quickly.",1
"Can and Could, May and Might",102,Identify the function of could in: Could you speak louder please?,Request,Ability,Possibility,Prohibition,A,"Could is used for polite requests, like Could you speak louder please.",2
"Can and Could, May and Might",103,Which sentence uses can not to enforce a rule?,Students can use calculators.,Students can not chew gum.,Students could study hard.,Students might pass.,B,"Can not expresses prohibition, as in students can not chew gum.",3
"Can and Could, May and Might",104,What does might suggest in: He might visit us tonight?,Possibility,Certainty,Permission,Ability,A,"Might indicates a possible future event, like he might visit us tonight.",4
"Can and Could, May and Might",105,Which sentence uses could to indicate past capability?,I can run fast now.,I could run fast as a child.,I might run today.,I can not run now.,B,"Could describes past capability, as in I could run fast as a child.",5
"Can and Could, May and Might",106,Choose the correct option for a polite request: ___ you open the door?,Can,Could,May,Might,B,"Could is used for polite requests, like Could you open the door.",6
"Can and Could, May and Might",107,Which sentence uses may to grant permission?,May I leave the room?,I can leave the room.,I could leave the room.,I might leave the room.,A,"May grants formal permission, like May I leave the room.",7
"Can and Could, May and Might",108,What does can express in: Can you lift this box?,Ability,Request,Possibility,Prohibition,A,"Can expresses the ability to perform an action, like Can you lift this box.",8
"Can and Could, May and Might",109,Which sentence indicates a weaker possibility with might?,It may be sunny tomorrow.,It might be sunny tomorrow.,It will be sunny tomorrow.,It can be sunny tomorrow.,B,"Might suggests a weaker possibility, like it might be sunny tomorrow.",9
"Can and Could, May and Might",110,Identify the time reference in: She might be busy now.,Present,Past,Future,All of these,A,"Might refers to present possibility, as in she might be busy now.",10
"Can and Could, May and Might",111,Which sentence uses can to offer permission?,You can take my book.,You might take my book.,You could take my book.,You may take my book.,A,"Can offers informal permission, like you can take my book.",1
"Can and Could, May and Might",112,What function does could have in: You could try calling him?,Suggestion,Request,Prohibition,Ability,A,"Could suggests a possible action, like you could try calling him.",2
"Can and Could, May and Might",113,Which sentence uses can not correctly for inability?,I can dance well.,I can not dance well.,I could dance yesterday.,I might dance tomorrow.,B,"Can not expresses inability, as in I can not dance well.",3
"Can and Could, May and Might",114,Choose the correct option to express possibility: They ___ arrive late.,may,can,could,might,D,"Might expresses a possible future event, like they might arrive late.",4
"Can and Could, May and Might",115,Which sentence uses may to ask permission?,May I see the report?,I can see the report.,I could see the report.,I might see the report.,A,"May is used to ask formal permission, like May I see the report.",5
"Can and Could, May and Might",116,What does could indicate in: Could I borrow your notes?,Request,Past ability,Prohibition,Possibility,A,"Could is used for a polite request, like Could I borrow your notes.",6
"Can and Could, May and Might",117,Which sentence uses can to make a request?,Can you help me with this task?,I can help you.,I might help you.,I could help you.,A,"Can is used to request someone to do something, like Can you help me.",7
"Can and Could, May and Might",118,What does may express in: You may enter the room?,Permission,Ability,Prohibition,Possibility,A,"May gives permission, as in you may enter the room.",8
"Can and Could, May and Might",119,Which sentence uses might to suggest a possibility?,She might call you later.,She can call you later.,She could call you later.,She may call you later.,A,"Might suggests a possible future action, like she might call you later.",9
"Can and Could, May and Might",120,Identify the function of can in: Can I join the discussion?,Permission,Request,Ability,Prohibition,A,"Can is used to ask for permission, like Can I join the discussion.",10
"Can and Could, May and Might",121,Which sentence uses could to express past ability?,I can sing now.,I could sing as a teenager.,I might sing today.,I can not sing now.,B,"Could describes past ability, as in I could sing as a teenager.",1
"Can and Could, May and Might",122,What does may not indicate in: You may not leave yet?,Prohibition,Possibility,Permission,Ability,A,"May not expresses prohibition, like you may not leave yet.",2
"Can and Could, May and Might",123,Choose the correct option for a polite request: ___ you bring some water?,Can,Could,May,Might,B,"Could is used for polite requests, like Could you bring some water.",3
"Can and Could, May and Might",124,Which sentence uses might to express a weaker possibility?,It may rain this afternoon.,It might rain this afternoon.,It will rain this afternoon.,It can rain this afternoon.,B,"Might indicates a weaker possibility, like it might rain this afternoon.",4
"Can and Could, May and Might",125,Fill in the blank: He ___ be at the office now.,might,can,could,may,A,"Might expresses a present possibility, like he might be at the office now.",5
Will/Would,126,Which sentence uses will to predict a future event?,We will travel by train tomorrow.,We would travel yesterday.,We are traveling now.,We traveled last week.,A,"Will predicts a certain future event, like we will travel tomorrow.",6
Will/Would,127,Identify the function of would in: Would you like some coffee?,Invitation,Request,Prohibition,Ability,A,"Would is used to extend an invitation, like Would you like some coffee.",7
Will/Would,128,Which sentence uses will not to indicate a future refusal?,I will not attend the meeting.,I would not attend yesterday.,I am not attending now.,I have not attended yet.,A,"Will not expresses a future refusal, like I will not attend the meeting.",8
Will/Would,129,What does would express in: What would you prefer?,Polite question,Prediction,Prohibition,Possibility,A,"Would is used for polite questions, like What would you prefer.",9
Will/Would,130,Which sentence uses will to make a promise?,I will help you with your homework.,I would help you yesterday.,I am helping you now.,I helped you earlier.,A,"Will indicates a promise, like I will help you with your homework.",10
Will/Would,131,Identify the tense reference in: They will arrive soon.,Future,Past,Present,All of these,A,"Will refers to a future event, like they will arrive soon.",1
Will/Would,132,Which sentence uses would to make a polite request?,Would you please turn off the light?,Will you turn off the light?,I would turn it off.,I will turn it off.,A,"Would is used for polite requests, like Would you please turn off the light.",2
Will/Would,133,What does will express in: The guests will be here shortly?,Prediction,Invitation,Prohibition,Ability,A,"Will predicts a future event, like the guests will be here shortly.",3
Will/Would,134,Which sentence uses would correctly in a past context?,I would enjoy the trip.,I will enjoy the trip now.,I enjoyed the trip yesterday.,I am enjoying the trip.,A,"Would expresses a past willingness, like I would enjoy the trip.",4
Will/Would,135,Choose the correct option to express a future plan: I ___ call you later.,will,would,can,have,A,"Will expresses a future plan, like I will call you later.",5
Will/Would,136,Which sentence uses will not in a negative question?,Will you join the party?,Won’t you join the party?,Would you join the party?,Can you join the party?,B,"Will not in negative questions uses won’t, like Won’t you join the party.",6
Will/Would,137,What function does would have in: I’d like to rest?,Polite request,Prediction,Prohibition,Ability,A,"Would with ’d expresses a polite request, like I’d like to rest.",7
Will/Would,138,Which sentence uses will to express a spontaneous decision?,I will visit the museum.,I would visit yesterday.,I am visiting now.,I visited last week.,A,"Will indicates a spontaneous decision, like I will visit the museum.",8
Will/Would,139,Choose the correct option for a polite invitation: ___ you like to join?,Will,Would,Can,May,B,"Would is used for polite invitations, like Would you like to join.",9
Will/Would,140,Identify the function of will in: We will return tomorrow.,Future plan,Request,Prohibition,Possibility,A,"Will expresses a future plan, like we will return tomorrow.",10
Will/Would,141,Which sentence uses would to suggest a past habit?,She would cook every evening.,She will cook tonight.,She is cooking now.,She cooked yesterday.,A,"Would describes past habits, like she would cook every evening.",1
Will/Would,142,What does will express in: I will not share this secret?,Refusal,Invitation,Ability,Permission,A,"Will not expresses a future refusal, like I will not share this secret.",2
Will/Would,143,Which sentence uses would for a hypothetical situation?,Would you help if I needed it?,Will you help now?,I would help yesterday.,I will help tomorrow.,A,"Would is used for hypothetical situations, like Would you help if I needed it.",3
Will/Would,144,Choose the correct option to predict: The match ___ start on time.,will,would,can,might,A,"Will predicts a future event, like the match will start on time.",4
Will/Would,145,Which sentence uses will for an offer?,I will assist you with your project.,I would assist you yesterday.,I am assisting you now.,I assisted you earlier.,A,"Will expresses an offer, like I will assist you with your project.",5
Will/Would,146,What does would indicate in: Would you mind waiting?,Polite request,Prediction,Prohibition,Ability,A,"Would is used for polite requests, like Would you mind waiting.",6
Will/Would,147,Which sentence uses will not to refuse a future action?,I will not miss the event.,I would not miss it.,I am not missing it.,I did not miss it.,A,"Will not expresses a future refusal, like I will not miss the event.",7
Will/Would,148,Identify the tense reference in: They would play every afternoon.,Past,Present,Future,All of these,A,"Would refers to past habits, like they would play every afternoon.",8
Will/Would,149,Which sentence uses would for a polite suggestion?,Would you taste this soup?,Will you taste this soup?,I would taste it.,I will taste it.,A,"Would suggests politely, like Would you taste this soup.",9
Will/Would,150,Fill in the blank: She ___ join us for dinner.,will,would,can,may,A,"Will expresses a future plan, like she will join us for dinner.",10
Must/Must not/Need,151,Which sentence uses must to indicate obligation?,You must attend the workshop.,You can attend the workshop.,You might attend the workshop.,You could attend the workshop.,A,"Must indicates obligation, as in you must attend the workshop.",6
Must/Must not/Need,152,Identify the function of must not in: You must not talk during the test.,Prohibition,Obligation,Permission,Ability,A,"Must not expresses prohibition, like you must not talk during the test.",7
Must/Must not/Need,153,Which sentence uses must to suggest a logical conclusion?,He must have forgotten the date.,He can have forgotten the date.,He might have forgotten the date.,He could have forgotten the date.,A,"Must suggests a logical conclusion, like he must have forgotten the date.",8
Must/Must not/Need,154,What does need express in: You need to prepare well?,Necessity,Prohibition,Possibility,Advice,A,"Need expresses necessity, as in you need to prepare well.",9
Must/Must not/Need,155,Which sentence uses need not to indicate an optional action?,You need not bring extra books.,You must bring extra books.,You can not bring extra books.,You might bring extra books.,A,"Need not indicates something is not necessary, like you need not bring extra books.",10
Must/Must not/Need,156,Identify the function of must in: Delegates must register by 8 a.m.,Obligation,Permission,Possibility,Prohibition,A,"Must expresses obligation, as in delegates must register by 8 a.m.",1
Must/Must not/Need,157,Which sentence uses must not to prohibit an action?,You must not leave the room.,You can leave the room.,You might leave the room.,You could leave the room.,A,"Must not prohibits an action, like you must not leave the room.",2
Must/Must not/Need,158,What does can not express in: This can not be true?,Logical impossibility,Obligation,Permission,Ability,A,"Can not suggests a logical impossibility, like this can not be true.",3
Must/Must not/Need,159,Which sentence uses need to correctly?,You need to arrive on time.,You must not arrive on time.,You can not arrive on time.,You might arrive on time.,A,"Need to expresses necessity, as in you need to arrive on time.",4
Must/Must not/Need,160,Choose the correct option to express obligation: You ___ follow the rules.,must,can,might,could,A,"Must indicates obligation, like you must follow the rules.",5
Must/Must not/Need,161,Which sentence uses must to draw a conclusion?,She must be tired after the trip.,She can be tired.,She might be tired.,She could be tired.,A,"Must suggests a logical conclusion, like she must be tired.",6
Must/Must not/Need,162,What function does must not have in: You must not disturb the class?,Prohibition,Obligation,Permission,Request,A,"Must not prohibits an action, like you must not disturb the class.",7
Must/Must not/Need,163,Which sentence uses need not correctly?,You need not worry about the cost.,You must worry about the cost.,You can not worry about the cost.,You might worry about the cost.,A,"Need not indicates something is not necessary, like you need not worry.",8
Must/Must not/Need,164,Choose the correct option to express necessity: You ___ practice daily.,need to,must not,can not,might,A,"Need to expresses necessity, like you need to practice daily.",9
Must/Must not/Need,165,Which sentence uses must not to enforce a rule?,You must not use mobile phones.,You can use mobile phones.,You might use mobile phones.,You could use mobile phones.,A,"Must not enforces a rule, like you must not use mobile phones.",10
Must/Must not/Need,166,Identify the function of need in: They need to finish the project.,Necessity,Prohibition,Possibility,Advice,A,"Need expresses necessity, as in they need to finish the project.",1
Must/Must not/Need,167,Which sentence uses must to enforce an obligation?,Guests must sign the register.,Guests can sign the register.,Guests might sign the register.,Guests could sign the register.,A,"Must enforces obligation, like guests must sign the register.",2
Must/Must not/Need,168,What does can not indicate in: He can not be here now?,Logical conclusion,Permission,Ability,Prohibition,A,"Can not suggests a logical conclusion, like he can not be here now.",3
Must/Must not/Need,169,Which sentence uses need not correctly for an unnecessary action?,You need not carry heavy bags.,You must carry heavy bags.,You can not carry heavy bags.,You might carry heavy bags.,A,"Need not indicates an action is not necessary, like you need not carry heavy bags.",4
