Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Effective E-mail Writing Tips,25,What improves e-mail engagement?,Irrelevant details,Concise messages,Complex design,Unnecessary words,B,Concise messages improve engagement with the receiver.,10
Effective E-mail Writing Tips,26,What should a subject line reflect?,Personal hobbies,E-mail purpose,Favorite colors,Travel plans,B,A subject line should reflect the e-mail's purpose.,6
Effective E-mail Writing Tips,27,What avoids e-mail oversight?,Unclear identity,Proper sender name,Long content,Bright colors,B,A proper sender name avoids e-mail oversight.,7
Effective E-mail Writing Tips,28,What enhances e-mail clarity?,Long sentences,Short sentences,Complex words,Fancy design,B,Short sentences enhance clarity for the reader.,8
Effective E-mail Writing Tips,29,What should be checked for professionalism?,Spelling errors,Image quality,Font size,Color scheme,A,Checking spelling errors ensures professionalism.,9
Effective E-mail Writing Tips,30,What keeps the receiver interested?,Unrelated content,Relevant information,Long paragraphs,Poor grammar,B,Relevant information keeps the receiver interested.,10
Effective E-mail Writing Tips,31,What is the fill-in-the-blank for 'Ensure ___ is clear'?,Purpose,Design,Color,Font,A,"'Purpose' fits, as a clear purpose is essential for effectiveness.",6
Effective E-mail Writing Tips,32,What should a sender avoid using?,Full name,Initials,Clear address,Proper title,B,Initials should be avoided to ensure sender recognition.,7
Effective E-mail Writing Tips,33,What improves e-mail flow?,Long paragraphs,Short paragraphs,Complex sentences,Bright text,B,Short paragraphs improve the flow of an e-mail.,8
Effective E-mail Writing Tips,34,What prevents miscommunication?,Unanswered questions,Replying to questions,Long delays,Unclear subjects,B,Replying to questions prevents miscommunication.,9
Effective E-mail Writing Tips,35,What ensures a polished e-mail?,Poor grammar,Proper formatting,All caps,Fancy fonts,B,Proper formatting ensures a polished e-mail appearance.,10
Effective E-mail Writing Tips,36,What should a subject line be?,Vague,Specific,Decorated,Humorous,B,A subject line should be specific to attract attention.,6
Effective E-mail Writing Tips,37,What avoids e-mail rejection?,Unrecognized sender,Recognizable identity,Long content,Bright colors,B,A recognizable identity avoids e-mail rejection.,7
Effective E-mail Writing Tips,38,What enhances e-mail understanding?,Complex vocabulary,Simple language,All capitals,Fancy design,B,Simple language enhances understanding for the receiver.,8
Effective E-mail Writing Tips,39,What should be minimized for brevity?,Key points,Unnecessary details,Clear sentences,Active voice,B,Unnecessary details should be minimized for brevity.,9
Effective E-mail Writing Tips,40,What ensures e-mail professionalism?,Poor spelling,Correct grammar,Bright colors,All caps,B,Correct grammar ensures e-mail professionalism.,10
Effective E-mail Writing Tips,41,What is the fill-in-the-blank for 'Use ___ paragraphs'?,Long,Short,Complex,Decorated,B,"'Short' fits, as short paragraphs improve readability.",6
Effective E-mail Writing Tips,42,What should a sender ensure?,Unclear identity,Recognizable name,Nicknames,Initials,B,A recognizable name ensures the sender is trusted.,7
Effective E-mail Writing Tips,43,What improves e-mail engagement?,Irrelevant content,Concise text,Long stories,Poor formatting,B,Concise text improves engagement with the receiver.,8
Effective E-mail Writing Tips,44,What avoids e-mail delays?,Unanswered queries,Prompt replies,Long paragraphs,Unclear purpose,B,Prompt replies avoid delays in communication.,9
Effective E-mail Writing Tips,45,What ensures a readable e-mail?,Simple layout,Bright colors,All capitals,Fancy fonts,A,A simple layout ensures the e-mail is readable.,10
Effective E-mail Writing Tips,46,What should a subject line avoid?,Being too vague,Being clear,Using keywords,Being concise,A,A subject line should avoid being too vague.,6
Effective E-mail Writing Tips,47,What prevents e-mail bypassing?,Uninteresting subject,Clear purpose,Long content,Poor identity,B,A clear purpose prevents e-mail bypassing by the receiver.,7
Effective E-mail Writing Tips,48,What enhances e-mail clarity?,Long sentences,Short sentences,Complex words,Bright text,B,Short sentences enhance clarity for the reader.,8
Effective E-mail Writing Tips,49,What should be checked before sending?,Image quality,Spelling and grammar,Font size,Color scheme,B,Spelling and grammar should be checked for professionalism.,9
Effective E-mail Writing Tips,50,What keeps the receiver focused?,Unrelated details,Relevant points,Long paragraphs,Poor design,B,Relevant points keep the receiver focused on the message.,10
E-mail Structure and Style,51,What is the first part of an e-mail?,Closing,Greeting,Body,Subject line,B,"A greeting, like 'Dear colleagues,' starts an e-mail.",1
E-mail Structure and Style,52,What follows the greeting in an e-mail?,Signature,Main content,Closing remark,Attachment list,B,Main content follows the greeting to address the purpose.,2
E-mail Structure and Style,53,What is a key component of an e-mail?,Personal photo,Subject line,Favorite color,Travel plan,B,The subject line is a key component to indicate the e-mail's purpose.,3
E-mail Structure and Style,54,What should separate e-mail paragraphs?,No space,A blank line,Bold text,Underlining,B,A blank line should separate e-mail paragraphs for clarity.,4
E-mail Structure and Style,55,What is the final part of an e-mail?,Greeting,Body,Closing,Subject line,C,"The closing, like 'Best regards,' is the final part.",5
E-mail Structure and Style,56,What style improves e-mail readability?,Complex design,Simple formatting,Bright colors,All capitals,B,Simple formatting improves readability for the receiver.,6
E-mail Structure and Style,57,What should an e-mail avoid using?,Proper grammar,Inappropriate fonts,Short sentences,Clear text,B,Inappropriate fonts should be avoided for readability.,7
E-mail Structure and Style,58,What tone is suitable for professional e-mails?,Casual,Formal,Slang-filled,Emotional,B,A formal tone is suitable for professional e-mails.,8
E-mail Structure and Style,59,What enhances the e-mail's professionalism?,Poor spelling,Correct grammar,Bright colors,Fancy design,B,Correct grammar enhances the e-mail's professionalism.,9
E-mail Structure and Style,60,What is an example of an e-mail closing?,Take care,Yours sincerely,See you soon,Miss you,B,'Yours sincerely' is an example of an e-mail closing.,10
E-mail Structure and Style,61,What opens a professional e-mail?,A joke,A greeting,A photo,A story,B,"A greeting opens a professional e-mail, like 'Dear team.'",6
E-mail Structure and Style,62,What follows the main body?,Greeting,Closing,Subject line,Attachment,B,The closing follows the main body to end the e-mail.,7
E-mail Structure and Style,63,What is the purpose of a subject line?,To decorate the e-mail,To summarize the content,To add colors,To include photos,B,A subject line summarizes the content for quick understanding.,8
E-mail Structure and Style,64,What separates e-mail sections?,No break,Blank line,Bold text,Italics,B,A blank line separates e-mail sections for readability.,9
E-mail Structure and Style,65,What ends a formal e-mail?,With love,Best regards,Take care,See you,B,'Best regards' ends a formal e-mail appropriately.,10
E-mail Structure and Style,66,What style avoids confusion?,Complex layout,Simple design,Bright colors,All caps,B,A simple design avoids confusion in e-mail structure.,6
E-mail Structure and Style,67,What should an e-mail avoid in style?,Proper formatting,Inappropriate abbreviations,Short paragraphs,Clear text,B,Inappropriate abbreviations should be avoided in style.,7
E-mail Structure and Style,68,What tone fits an official e-mail?,Informal,Formal,Casual,Slang-based,B,"A formal tone fits an official e-mail, like the agenda note.",8
E-mail Structure and Style,69,What improves e-mail presentation?,Poor grammar,Correct spelling,Bright fonts,All capitals,B,Correct spelling improves the e-mail's presentation.,9
E-mail Structure and Style,70,What is a sample e-mail greeting?,Hi there,Dear team,Hello all,Hey friends,B,'Dear team' is a sample greeting for a professional e-mail.,10
E-mail Structure and Style,71,What is the fill-in-the-blank for 'Start with a ___'?,Joke,Greeting,Photo,Story,B,"'Greeting' fits, as a greeting starts the e-mail.",6
E-mail Structure and Style,72,What follows the e-mail body?,Greeting,Closing statement,Subject line,Attachment list,B,A closing statement follows the e-mail body.,7
E-mail Structure and Style,73,What does a subject line indicate?,Personal hobbies,E-mail purpose,Favorite colors,Travel plans,B,A subject line indicates the e-mail's purpose.,8
E-mail Structure and Style,74,What separates paragraphs in an e-mail?,No space,A blank line,Bold text,Underlining,B,A blank line separates paragraphs for better structure.,9
E-mail Structure and Style,75,What closes a business e-mail?,With love,Yours faithfully,Take care,See you,B,'Yours faithfully' closes a business e-mail formally.,10
E-mail Structure and Style,76,What style enhances readability?,Complex design,Simple formatting,Bright colors,All caps,B,Simple formatting enhances readability for the receiver.,6
E-mail Structure and Style,77,What should be avoided in e-mail design?,Proper grammar,Inappropriate fonts,Short sentences,Clear layout,B,Inappropriate fonts should be avoided in e-mail design.,7
E-mail Structure and Style,78,What tone is appropriate for work e-mails?,Casual,Formal,Slang-filled,Emotional,B,A formal tone is appropriate for work e-mails.,8
E-mail Structure and Style,79,What improves e-mail professionalism?,Poor spelling,Correct grammar,Bright colors,Fancy design,B,Correct grammar improves e-mail professionalism.,9
E-mail Structure and Style,80,What is an example of an e-mail sign-off?,Take care,Best regards,See you soon,Miss you,B,'Best regards' is an example of an e-mail sign-off.,10
E-mail Structure and Style,81,What is the fill-in-the-blank for 'End with a ___'?,Joke,Closing,Photo,Story,B,"'Closing' fits, as a closing ends the e-mail.",6
E-mail Structure and Style,82,What precedes the e-mail content?,Closing,Greeting,Subject line,Attachment,B,A greeting precedes the e-mail content.,7
E-mail Structure and Style,83,What summarizes an e-mail's intent?,Personal photo,Subject line,Favorite color,Travel plan,B,A subject line summarizes the e-mail's intent.,8
E-mail Structure and Style,84,What improves e-mail organization?,No breaks,Blank lines,Bold text,Italics,B,Blank lines improve e-mail organization between paragraphs.,9
E-mail Structure and Style,85,What ends a professional e-mail?,With love,Yours sincerely,Take care,See you,B,'Yours sincerely' ends a professional e-mail appropriately.,10
E-mail Structure and Style,86,What style prevents misreading?,Complex layout,Simple format,Bright colors,All caps,B,A simple format prevents misreading of the e-mail.,6
E-mail Structure and Style,87,What should be avoided in e-mail text?,Proper spelling,Inappropriate abbreviations,Short paragraphs,Clear design,B,Inappropriate abbreviations should be avoided in text.,7
E-mail Structure and Style,88,What tone suits a formal e-mail?,Informal,Formal,Casual,Slang-based,B,"A formal tone suits a formal e-mail, like an official note.",8
E-mail Structure and Style,89,What enhances e-mail quality?,Poor grammar,Correct spelling,Bright fonts,All capitals,B,Correct spelling enhances the quality of an e-mail.,9
E-mail Structure and Style,90,What is a sample e-mail opener?,Hi there,Dear colleagues,Hello all,Hey friends,B,'Dear colleagues' is a sample opener for a professional e-mail.,10
E-mail Structure and Style,91,What is the fill-in-the-blank for 'Use a ___ line'?,Colorful,Subject,Decorated,Funny,B,"'Subject' fits, as a subject line is key to structure.",6
E-mail Structure and Style,92,What follows the e-mail opening?,Closing,Main body,Subject line,Attachment list,B,The main body follows the e-mail opening.,7
E-mail Structure and Style,93,What indicates the e-mail's focus?,Personal photo,Subject line,Favorite color,Travel plan,B,A subject line indicates the e-mail's focus.,8
E-mail Structure and Style,94,What separates e-mail parts?,No space,Blank line,Bold text,Underlining,B,A blank line separates e-mail parts for clarity.,9
E-mail Structure and Style,95,What closes an official e-mail?,With love,Yours faithfully,Take care,See you,B,'Yours faithfully' closes an official e-mail appropriately.,10
E-mail Structure and Style,96,What style avoids distraction?,Complex design,Simple layout,Bright colors,All caps,B,A simple layout avoids distraction in e-mail structure.,6
E-mail Structure and Style,97,What should be avoided in e-mail format?,Proper grammar,Inappropriate fonts,Short sentences,Clear text,B,Inappropriate fonts should be avoided in e-mail format.,7
E-mail Structure and Style,98,What tone is suitable for business e-mails?,Casual,Formal,Slang-filled,Emotional,B,A formal tone is suitable for business e-mails.,8
E-mail Structure and Style,99,What improves e-mail appearance?,Poor spelling,Correct grammar,Bright colors,Fancy design,B,Correct grammar improves thee-mail's appearance.,9
E-mail Structure and Style,100,What is a sample e-mail ending?,Take care,Best regards,See you soon,Miss you,B,'Best regards' is a sample ending for a professional e-mail.,10
Effective E-mail Writing Tips,101,What is the first step in crafting an effective e-mail?,Choose a fancy font,Identify the purpose clearly,Add multiple attachments,Write a long introduction,A,Identifying the purpose clearly is the first step for an effective e-mail.,1
Effective E-mail Writing Tips,102,What should a subject line be to grab attention?,Long and vague,Short and meaningful,Decorated with emojis,Filled with jokes,C,A short and meaningful subject line grabs attention effectively.,2
Effective E-mail Writing Tips,103,Why is sender identification crucial?,To remain anonymous,To ensure the receiver knows you,To use a nickname,To avoid replying,B,Sender identification ensures the receiver knows and trusts you.,3
Effective E-mail Writing Tips,104,What makes an e-mail effective for readers?,Detailed paragraphs,Concise content,Complex language,Bright colors,D,Concise content makes an e-mail effective for readers.,4
Effective E-mail Writing Tips,105,What voice style is preferred in e-mails?,Passive voice,Active voice,Indirect voice,Narrative style,C,Active voice is preferred for clear and direct e-mail communication.,5
Effective E-mail Writing Tips,106,What enhances e-mail legibility?,Poor grammar,Simple design,All capital letters,Unreadable fonts,B,Simple design enhances e-mail legibility for the receiver.,6
Effective E-mail Writing Tips,107,What can cause an e-mail to be ignored?,Clear subject line,Unengaging topic,Brief text,Proper sender name,D,An unengaging topic can cause an e-mail to be ignored.,7
Effective E-mail Writing Tips,108,What should be verified before sending?,Attachment size,Spelling and grammar,Font style,Color scheme,B,Verifying spelling and grammar ensures a professional e-mail.,8
Effective E-mail Writing Tips,109,What prevents e-mails from being overlooked?,Following best practices,Using slang,Long messages,Unclear purpose,A,Following best practices prevents e-mails from being overlooked.,9
Effective E-mail Writing Tips,110,What keeps the receiver interested?,Irrelevant details,Focused content,Complex layout,Unnecessary text,C,Focused content keeps the receiver interested throughout.,10
Effective E-mail Writing Tips,111,What clarifies the e-mail's goal?,Colorful text,Defined purpose,Long descriptions,Multiple subjects,B,A defined purpose clarifies the e-mail's goal for the reader.,6
Effective E-mail Writing Tips,112,What should a subject line avoid?,Being too detailed,Being specific,Including keywords,Being clear,A,A subject line should avoid being too detailed to stay effective.,7
Effective E-mail Writing Tips,113,What is the fill-in-the-blank for 'Use a ___ subject line'?,Fancy,Clear,Decorated,Funny,C,"'Clear' fits, as a subject line should be clear and concise.",8
Effective E-mail Writing Tips,114,What builds sender reliability?,Using initials,Full name as sender,Nicknames,Anonymous ID,B,A full name as sender builds reliability and recognition.,9
Effective E-mail Writing Tips,115,What ensures a professional e-mail look?,Simple structure,Bright colors,All caps,Poor spelling,A,A simple structure ensures a professional e-mail look.,10
Effective E-mail Writing Tips,116,What should follow a short greeting?,Unrelated topics,Main points,Long stories,Personal images,C,Main points should follow a short greeting for focus.,6
Effective E-mail Writing Tips,117,What avoids confusion in responses?,Ignoring queries,Answering questions,Adding humor,Using slang,B,Answering questions avoids confusion in responses.,7
Effective E-mail Writing Tips,118,What benefits short paragraphs?,Increases length,Improves readability,Adds complexity,Hides content,B,Short paragraphs improve readability for the receiver.,8
Effective E-mail Writing Tips,119,What should be reduced in e-mails?,Key information,Unnecessary words,Clear sentences,Active voice,D,Unnecessary words should be reduced for brevity.,9
Effective E-mail Writing Tips,120,What prevents readability issues?,Correct grammar,Bright colors,All capitals,Fancy fonts,A,Correct grammar prevents readability issues in e-mails.,10
Effective E-mail Writing Tips,121,What ensures the e-mail stands out?,Unclear subject,Recognizable sender,Long paragraphs,Poor formatting,C,A recognizable sender ensures the e-mail stands out.,6
Effective E-mail Writing Tips,122,What should be avoided in e-mail design?,Simple layout,Inappropriate fonts,Short sentences,Clear text,B,Inappropriate fonts should be avoided in e-mail design.,7
Effective E-mail Writing Tips,123,What is the fill-in-the-blank for 'Write in ___ voice'?,Passive,Active,Indirect,Narrative,D,"'Active' fits, as active voice is preferred in e-mails.",8
Effective E-mail Writing Tips,124,What keeps the content relevant?,Multiple topics,Clear intent,Long details,Unrelated points,B,Clear intent keeps the content relevant to the receiver.,9
Effective E-mail Writing Tips,125,What boosts receiver engagement?,Irrelevant details,Concise text,Complex design,Unnecessary words,C,Concise text boosts receiver engagement.,10
Effective E-mail Writing Tips,126,What should a subject line convey?,Personal hobbies,E-mail purpose,Favorite colors,Travel plans,A,A subject line should convey the e-mail purpose.,6
Effective E-mail Writing Tips,127,What prevents e-mail dismissal?,Unrecognized sender,Proper sender identity,Long content,Bright colors,B,A proper sender identity prevents e-mail dismissal.,7
Effective E-mail Writing Tips,128,What enhances e-mail understanding?,Complex vocabulary,Simple words,All capitals,Fancy design,B,Simple words enhance understanding for the receiver.,8
Effective E-mail Writing Tips,129,What should be reviewed for professionalism?,Spelling mistakes,Image quality,Font size,Color scheme,A,Reviewing spelling mistakes ensures professionalism.,9
Effective E-mail Writing Tips,130,What keeps the receiver focused?,Unrelated content,Relevant details,Long paragraphs,Poor grammar,C,Relevant details keep the receiver focused on the message.,10
Effective E-mail Writing Tips,131,What is the fill-in-the-blank for 'Ensure ___ is clear'?,Design,Purpose,Color,Font,D,"'Purpose' fits, as a clear purpose is essential for effectiveness.",6
Effective E-mail Writing Tips,132,What should a sender avoid?,Full name,Initials,Clear address,Proper title,B,Initials should be avoided to ensure sender recognition.,7
Effective E-mail Writing Tips,133,What improves e-mail readability?,Long paragraphs,Short paragraphs,Complex sentences,Bright text,B,Short paragraphs improve e-mail readability.,8
Effective E-mail Writing Tips,134,What prevents miscommunication?,Unanswered questions,Replying to questions,Long delays,Unclear subjects,C,Replying to questions prevents miscommunication.,9
Effective E-mail Writing Tips,135,What ensures a well-crafted e-mail?,Poor grammar,Proper formatting,All caps,Fancy fonts,B,Proper formatting ensures a well-crafted e-mail.,10
Effective E-mail Writing Tips,136,What should a subject line be?,Vague,Specific,Decorated,Humorous,C,A subject line should be specific to attract attention.,6
Effective E-mail Writing Tips,137,What avoids e-mail neglect?,Uninteresting subject,Clear objective,Long content,Poor identity,B,A clear objective avoids e-mail neglect by the receiver.,7
Effective E-mail Writing Tips,138,What enhances e-mail clarity?,Long sentences,Short sentences,Complex words,Bright text,B,Short sentences enhance clarity for the reader.,8
Effective E-mail Writing Tips,139,What should be minimized for brevity?,Key points,Unnecessary details,Clear sentences,Active voice,D,Unnecessary details should be minimized for brevity.,9
Effective E-mail Writing Tips,140,What ensures e-mail professionalism?,Poor spelling,Correct grammar,Bright colors,All caps,C,Correct grammar ensures e-mail professionalism.,10
Effective E-mail Writing Tips,141,What is the fill-in-the-blank for 'Use ___ paragraphs'?,Long,Short,Complex,Decorated,D,"'Short' fits, as short paragraphs improve readability.",6
Effective E-mail Writing Tips,142,What should a sender ensure?,Unclear identity,Recognizable name,Nicknames,Initials,C,A recognizable name ensures the sender is trusted.,7
Effective E-mail Writing Tips,143,What improves e-mail interaction?,Irrelevant content,Concise text,Long stories,Poor formatting,B,Concise text improves interaction with the receiver.,8
Effective E-mail Writing Tips,144,What avoids e-mail delays?,Unanswered queries,Prompt responses,Long paragraphs,Unclear purpose,B,Prompt responses avoid delays in communication.,9
Effective E-mail Writing Tips,145,What ensures a readable e-mail?,Simple layout,Bright colors,All capitals,Fancy fonts,A,A simple layout ensures the e-mail is readable.,10
Effective E-mail Writing Tips,146,What should a subject line avoid?,Being too vague,Being clear,Using keywords,Being concise,A,A subject line should avoid being too vague.,6
Effective E-mail Writing Tips,147,What prevents e-mail skipping?,Uninteresting subject,Clear intent,Long content,Poor identity,C,A clear intent prevents e-mail skipping by the receiver.,7
Effective E-mail Writing Tips,148,What enhances e-mail comprehension?,Complex vocabulary,Simple language,All capitals,Fancy design,B,Simple language enhances comprehension for the reader.,8
Effective E-mail Writing Tips,149,What should be checked before dispatch?,Image quality,Spelling and grammar,Font size,Color scheme,C,Spelling and grammar should be checked before dispatch.,9
Effective E-mail Writing Tips,150,What keeps the receiver engaged?,Unrelated details,Relevant content,Long paragraphs,Poor design,D,Relevant content keeps the receiver engaged.,10
E-mail Structure and Style,151,What starts a formal e-mail?,Closing statement,Greeting,Body text,Subject line,C,"A greeting, such as 'Dear team,' starts a formal e-mail.",1
E-mail Structure and Style,152,What follows the greeting in an e-mail?,Signature,Main content,Closing line,Attachment list,B,Main content follows the greeting to address the topic.,2
E-mail Structure and Style,153,What is an essential e-mail component?,Personal photo,Subject line,Favorite color,Travel plan,D,The subject line is an essential component to indicate purpose.,3
E-mail Structure and Style,154,What separates e-mail paragraphs?,No break,Blank line,Bold text,Underlining,B,A blank line separates e-mail paragraphs for readability.,4
E-mail Structure and Style,155,What ends a professional e-mail?,Greeting,Body,Closing,Subject line,C,"The closing, like 'Best regards,' ends a professional e-mail.",5
E-mail Structure and Style,156,What style improves e-mail readability?,Complex design,Simple formatting,Bright colors,All capitals,B,Simple formatting improves e-mail readability.,6
E-mail Structure and Style,157,What should an e-mail avoid in style?,Proper grammar,Inappropriate fonts,Short sentences,Clear text,B,Inappropriate fonts should be avoided in e-mail style.,7
E-mail Structure and Style,158,What tone is suitable for business e-mails?,Casual,Formal,Slang-filled,Emotional,C,A formal tone is suitable for business e-mails.,8
E-mail Structure and Style,159,What enhances e-mail professionalism?,Poor spelling,Correct grammar,Bright colors,Fancy design,B,Correct grammar enhances e-mail professionalism.,9
E-mail Structure and Style,160,What is an example of an e-mail sign-off?,Take care,Yours sincerely,See you soon,Miss you,D,'Yours sincerely' is an example of an e-mail sign-off.,10
E-mail Structure and Style,161,What opens a work-related e-mail?,A joke,A greeting,A photo,A story,B,"A greeting opens a work-related e-mail, like 'Dear staff.'",6
E-mail Structure and Style,162,What follows the e-mail body?,Greeting,Closing statement,Subject line,Attachment list,B,A closing statement follows the e-mail body.,7
E-mail Structure and Style,163,What does a subject line outline?,Personal hobbies,E-mail content,Favorite colors,Travel plans,A,A subject line outlines the e-mail content.,8
E-mail Structure and Style,164,What separates e-mail sections?,No space,Blank line,Bold text,Italics,B,A blank line separates e-mail sections for organization.,9
E-mail Structure and Style,165,What ends a formal e-mail?,With love,Yours faithfully,Take care,See you,B,'Yours faithfully' ends a formal e-mail appropriately.,10
E-mail Structure and Style,166,What style prevents misreading?,Complex layout,Simple format,Bright colors,All caps,B,A simple format prevents misreading of the e-mail.,6
E-mail Structure and Style,167,What should be avoided in e-mail design?,Proper spelling,Inappropriate abbreviations,Short paragraphs,Clear layout,B,Inappropriate abbreviations should be avoided in design.,7
E-mail Structure and Style,168,What tone fits an official e-mail?,Informal,Formal,Casual,Slang-based,C,"A formal tone fits an official e-mail, like the agenda note.",8
E-mail Structure and Style,169,What improves e-mail quality?,Poor grammar,Correct spelling,Bright fonts,All capitals,B,Correct spelling improves the quality of an e-mail.,9
E-mail Structure and Style,170,What is a sample e-mail opening?,Hi there,Dear colleagues,Hello all,Hey friends,B,'Dear colleagues' is a sample opening for a professional e-mail.,10
E-mail Structure and Style,171,What is the fill-in-the-blank for 'Start with a ___'?,Joke,Greeting,Photo,Story,D,"'Greeting' fits, as a greeting starts the e-mail.",6
E-mail Structure and Style,172,What follows the e-mail start?,Closing,Main body,Subject line,Attachment list,B,The main body follows the e-mail start.,7
E-mail Structure and Style,173,What indicates the e-mail’s aim?,Personal photo,Subject line,Favorite color,Travel plan,A,A subject line indicates the e-mail’s aim.,8
E-mail Structure and Style,174,What separates e-mail paragraphs?,No break,Blank line,Bold text,Underlining,B,A blank line separates e-mail paragraphs for clarity.,9
E-mail Structure and Style,175,What ends a business e-mail?,With love,Yours sincerely,Take care,See you,B,'Yours sincerely' ends a business e-mail appropriately.,10
E-mail Structure and Style,176,What style avoids distraction?,Complex design,Simple layout,Bright colors,All caps,B,A simple layout avoids distraction in e-mail structure.,6
E-mail Structure and Style,177,What should be avoided in e-mail text?,Proper grammar,Inappropriate abbreviations,Short sentences,Clear formatting,B,Inappropriate abbreviations should be avoided in text.,7
E-mail Structure and Style,178,What tone is appropriate for formal e-mails?,Casual,Formal,Slang-filled,Emotional,C,A formal tone is appropriate for formal e-mails.,8
E-mail Structure and Style,179,What improves e-mail presentation?,Poor spelling,Correct grammar,Bright colors,Fancy design,B,Correct grammar improves e-mail presentation.,9
E-mail Structure and Style,180,What is an example of an e-mail ending?,Take care,Best regards,See you soon,Miss you,D,'Best regards' is an example of an e-mail ending.,10
E-mail Structure and Style,181,What is the fill-in-the-blank for 'End with a ___'?,Joke,Closing,Photo,Story,C,"'Closing' fits, as a closing ends the e-mail.",6
E-mail Structure and Style,182,What precedes the e-mail content?,Closing,Greeting,Subject line,Attachment list,B,A greeting precedes the e-mail content.,7
E-mail Structure and Style,183,What summarizes the e-mail's focus?,Personal photo,Subject line,Favorite color,Travel plan,A,A subject line summarizes the e-mail’s focus.,8
E-mail Structure and Style,184,What improves e-mail organization?,No breaks,Blank lines,Bold text,Italics,B,Blank lines improve e-mail organization between sections.,9
