Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
Descriptive Writing,67,Which of the following is NOT a feature of a descriptive composition?,Vivid sensory details,Engaging imagery,Inclusion of a personal story,Focus on the senses,C,"The primary focus is on imagery, not storytelling, though personal elements may be included.",7
Descriptive Writing,68,What is the role of the introduction in a descriptive composition about a mountain?,To summarize the mountain’s features,To describe the mountain vividly,To compare it with other mountains,To present climbing details,B,The introduction describes the mountain vividly to set the scene.,8
Descriptive Writing,69,Which sentence best concludes a descriptive composition about a village?,The village was small.,I visited the village.,The village’s charm lingered in my memory.,The village has a school.,C,"This sentence summarizes the village’s impact, serving as an effective conclusion.",9
Descriptive Writing,70,What should a descriptive composition’s conclusion avoid?,Summarizing the scene’s impact,Introducing a new location,Reflecting on the imagery,Restating the main scene,B,Introducing a new location in the conclusion disrupts the descriptive focus.,10
Descriptive Writing,71,What is the purpose of the body in a descriptive composition?,To introduce the theme,To provide vivid imagery,To summarize the scene,To present new ideas,B,The body provides vivid imagery through sensory details to describe the scene.,1
Descriptive Writing,72,Which sentence best introduces a descriptive composition about a waterfall?,The waterfall is tall.,Water cascades down the cliff with a roar.,I saw a waterfall.,The waterfall is a tourist spot.,B,"This sentence vividly introduces the waterfall, creating initial imagery.",2
Descriptive Writing,73,Which topic is best suited for a descriptive composition?,A personal exam story,A colorful sunset,The benefits of reading,A guide to gardening,B,A colorful sunset is ideal for vivid description using sensory details.,3
Descriptive Writing,74,What should the conclusion of a descriptive composition about a park focus on?,The park’s history,The park’s beauty and impact,The park’s maintenance,The park’s location,B,The conclusion should summarize the park’s beauty and its impact on the observer.,4
Descriptive Writing,75,Which sentence best develops the body of a descriptive composition about a market?,The market is old.,Stalls overflow with fruits and spices.,Markets are busy.,I shopped there.,B,"This sentence provides vivid sensory details, suitable for the body.",5
Descriptive Writing,76,What is a key feature of a descriptive composition’s introduction?,Detailed sensory descriptions,Vivid presentation of the scene,Summarizing the conclusion,Comparing locations,B,The introduction vividly presents the scene to engage the reader.,6
Descriptive Writing,77,Which of the following is a suitable body detail for a descriptive composition about a beach?,The beach’s history,The sound of waves and seagulls,The beach’s size,A comparison with other beaches,B,The body should focus on sensory details like sounds to create imagery.,7
Descriptive Writing,78,What should a descriptive composition’s introduction avoid?,Setting the vivid scene,Engaging the reader’s senses,Introducing unrelated details,Presenting the main image,C,The introduction should avoid unrelated details to maintain focus on the scene.,8
Descriptive Writing,79,Which sentence best concludes a descriptive composition about a forest?,The forest was dark.,I hiked in the forest.,The forest’s tranquility captivated me.,The forest has trees.,C,"This sentence summarizes the forest’s impact, serving as an effective conclusion.",9
Descriptive Writing,80,What is the main challenge in writing a descriptive composition’s introduction?,Summarizing the scene,Engaging the reader with imagery,Describing all details,Comparing scenes,B,Engaging the reader with vivid imagery while setting the scene is a key challenge.,10
Descriptive Writing,81,Which part of a descriptive composition summarizes the scene’s impact?,Introduction,Body,Conclusion,Sensory details,C,The conclusion summarizes the scene’s impact or significance.,1
Descriptive Writing,82,Which sentence best introduces a descriptive composition about a garden?,The garden has roses.,The garden blooms with vibrant colors.,I planted flowers.,The garden is big.,B,"This sentence vividly introduces the garden, setting the scene for the description.",2
Descriptive Writing,83,What is the main purpose of a descriptive composition’s body?,To introduce new themes,To provide sensory imagery,To summarize the scene,To compare locations,B,The body provides sensory imagery to vividly describe the scene.,3
Descriptive Writing,84,Which topic is suitable for a descriptive composition?,A guide to cooking,A crowded city street,A plan to improve education,A debate on technology,B,A crowded city street is ideal for vivid description using sensory details.,4
Descriptive Writing,85,Which sentence best concludes a descriptive composition about a mountain?,The mountain is tall.,I climbed the mountain.,The mountain’s majesty inspired me.,The mountain has snow.,C,"This sentence summarizes the mountain’s impact, making it an effective conclusion.",5
Descriptive Writing,86,What should the body of a descriptive composition about a festival include?,The festival’s budget,The sights and sounds of the event,The festival’s history,A comparison with other festivals,B,The body should describe sensory details like sights and sounds to create imagery.,6
Descriptive Writing,87,Which of the following is a key characteristic of a descriptive composition?,A focus on storytelling,Vivid sensory imagery,Multiple unrelated themes,Focus on arguments,B,A descriptive composition features vivid sensory imagery to engage the reader.,7
Descriptive Writing,88,What is the role of the conclusion in a descriptive composition about a river?,To introduce the river,To describe the river’s flow,To summarize the river’s impact,To compare rivers,C,The conclusion summarizes the river’s impact or significance.,8
Descriptive Writing,89,Which sentence best develops the body of a descriptive composition about a village?,The village is old.,Houses line the streets with blooming flowers.,Villages are quiet.,I visited a village.,B,"This sentence provides vivid sensory details, suitable for the body.",9
Descriptive Writing,90,What should a descriptive composition’s body avoid?,Providing sensory details,Creating vivid imagery,Introducing unrelated themes,Engaging the reader’s senses,C,The body should avoid introducing unrelated themes to maintain descriptive focus.,10
Descriptive Writing,91,Which sentence best introduces a descriptive composition about a city?,The city is big.,Skyscrapers gleam under the evening sky.,I live in a city.,The city has roads.,B,"This sentence vividly introduces the city, creating initial imagery.",1
Descriptive Writing,92,What should the conclusion of a descriptive composition about a waterfall emphasize?,The waterfall’s height,The waterfall’s beauty and impact,The waterfall’s location,The waterfall’s history,B,The conclusion should summarize the waterfall’s beauty and its impact.,2
Descriptive Writing,93,Which of the following is a suitable body detail for a descriptive composition about a school?,The school’s founding date,The chatter of students in the halls,The school’s budget,A comparison with other schools,B,The body should focus on sensory details like sounds to create imagery.,3
Descriptive Writing,94,What is the main goal of a descriptive composition’s introduction?,To describe all details,To present the scene vividly,To summarize the impact,To introduce new themes,B,The introduction presents the scene vividly to engage the reader.,4
Descriptive Writing,95,Which sentence best develops the body of a descriptive composition about a park?,The park is large.,Children laugh as they swing on the playground.,Parks are fun.,I visited a park.,B,"This sentence provides vivid sensory details, suitable for the body.",5
Descriptive Writing,96,What is a key feature of a descriptive composition’s conclusion?,Introducing new scenes,Summarizing the scene’s impact,Describing the setting,Comparing locations,B,The conclusion summarizes the scene’s impact or significance.,6
Descriptive Writing,97,Which topic is most appropriate for a descriptive composition?,A story about a pet,A vibrant festival,A plan to recycle,A guide to exercise,B,A vibrant festival is ideal for vivid description using sensory details.,7
Descriptive Writing,98,What should the body of a descriptive composition about a village include?,The village’s population,The sights and smells of the streets,The village’s history,A comparison with cities,B,The body should describe sensory details like sights and smells to create imagery.,8
Descriptive Writing,99,Which sentence best concludes a descriptive composition about a sunset?,The sun sets slowly.,I watched a sunset.,The sunset’s colors painted lasting memories.,The sky was clear.,C,"This sentence summarizes the sunset’s impact, serving as an effective conclusion.",9
Descriptive Writing,100,What is the main challenge in writing a descriptive composition’s conclusion?,Describing sensory details,Avoiding new scenes,Introducing the scene,Developing characters,B,Avoiding new scenes ensures the conclusion summarizes the description effectively.,10
Narrative Writing,101,What is the primary goal of a narrative composition?,To describe a scene,To share a story or experience,To persuade the reader,To provide instructions,B,"A narrative composition aims to share a story or personal experience, as outlined in the chapter.",1
Narrative Writing,102,Which part of a narrative composition engages the reader first?,Body,Conclusion,Introduction,Summary,C,The introduction engages the reader by presenting the main idea or event of the story.,2
Narrative Writing,103,What should the body of a narrative composition primarily include?,A summary of the story,Details and events of the story,New themes,A comparison of characters,B,The body develops the story by including details and events introduced in the introduction.,3
Narrative Writing,104,Which action should be avoided in a narrative composition's conclusion?,Summarizing the story's impact,Introducing a new event,Reflecting on the experience,Restating the main idea,B,The conclusion should avoid introducing new events and focus on summarizing the story's impact.,4
Narrative Writing,105,Which sentence is the best introduction for a narrative about a school fair?,We played games.,"Last Saturday, our school hosted a lively fair.",The fair was fun.,I won a prize.,B,This sentence introduces the main event—the school fair—in an engaging and clear way.,5
Narrative Writing,106,What defines a narrative composition's structure?,A single paragraph,"Three parts: introduction, body, conclusion",Unrelated sections,No specific structure,B,"A narrative composition has three parts: introduction, body, and conclusion, as per the chapter.",6
Narrative Writing,107,Which topic is most appropriate for a narrative composition?,A guide to recycling,A memorable camping trip,A description of a river,The benefits of exercise,B,A memorable camping trip is a personal experience suitable for narrative storytelling.,7
Narrative Writing,108,What should the conclusion of a narrative about a family reunion focus on?,The reunion's expenses,The emotional significance of the event,The travel plans,The food served,B,The conclusion should highlight the emotional significance or lessons from the reunion.,8
Narrative Writing,109,Which sentence best advances the body of a narrative about a dance performance?,We practiced daily.,I performed a solo dance on stage.,The hall was decorated.,The audience clapped.,B,"This sentence provides a specific event that develops the narrative, ideal for the body.",9
Narrative Writing,110,What is a key challenge in writing a narrative composition's introduction?,Summarizing the story,Capturing the reader's interest,Describing all events,Comparing settings,B,Capturing the reader's interest while presenting the main idea is a key challenge.,10
Narrative Writing,111,Which part of a narrative composition sets the story's context?,Conclusion,Body,Introduction,Dialogue,C,The introduction sets the context by introducing the main event or idea.,1
Narrative Writing,112,Which sentence best concludes a narrative about a lost wallet?,I searched everywhere.,My wallet was stolen.,I learned to be more careful.,I reported it to the police.,C,"This sentence summarizes the lesson learned, making it an effective conclusion.",2
Narrative Writing,113,How does a narrative composition differ from a single paragraph?,In tone and style,In length and structure,In purpose and theme,In audience and content,B,"A narrative composition is longer and has a three-part structure, unlike a single paragraph.",3
Narrative Writing,114,Which detail is suitable for the body of a narrative about a wedding?,The wedding's budget,The bride's dress and the ceremony,The venue's history,A comparison with other weddings,B,The body should focus on events like the bride's dress and ceremony to develop the story.,4
Narrative Writing,115,Which sentence best introduces a narrative about a flood?,The river overflowed.,"Last monsoon, a flood hit our village.",We rebuilt our home.,The flood was severe.,B,This sentence introduces the main event—the flood—in an engaging way.,5
Narrative Writing,116,What should the body of a narrative about a talent show include?,The school's history,The performances and reactions,The prize details,A comparison with other shows,B,The body should detail the performances and reactions to advance the narrative.,6
Narrative Writing,117,Which is NOT a characteristic of a narrative composition?,Engaging storytelling,Closely related paragraphs,New ideas in the conclusion,Clear idea development,C,"The conclusion should summarize, not introduce new ideas, as per the chapter.",7
Narrative Writing,118,What is the introduction's role in a narrative about a bike race?,To summarize the race's outcome,To describe the track,To present the race as the main event,To compare racing types,C,The introduction presents the bike race as the main event to set up the narrative.,8
Narrative Writing,119,Which sentence best concludes a narrative about a science fair?,We built a model.,The fair was crowded.,The fair taught me teamwork.,The judges were strict.,C,"This sentence summarizes the lesson learned, serving as an effective conclusion.",9
Narrative Writing,120,What should a narrative composition's conclusion avoid?,Summarizing the impact,Introducing a new setting,Reflecting on the story,Restating key events,B,Introducing a new setting in the conclusion disrupts the narrative's focus.,10
Narrative Writing,121,What is the body's purpose in a narrative composition?,To introduce the theme,To develop the story's events,To summarize the impact,To compare characters,B,The body develops the story's events and details introduced in the introduction.,1
Narrative Writing,122,Which sentence best introduces a narrative about a pet rescue?,The dog was hungry.,"Last week, I rescued a stray dog.",I fed the dog.,The dog was cute.,B,This sentence introduces the main event—the pet rescue—in an engaging way.,2
Narrative Writing,123,Which topic is best for a narrative composition?,The features of a phone,A surprising birthday party,A guide to studying,The benefits of music,B,A surprising birthday party is a personal story ideal for narrative writing.,3
Narrative Writing,124,What should the conclusion of a narrative about a concert emphasize?,The ticket price,The concert's emotional impact,The band's history,The venue's size,B,The conclusion should summarize the concert's emotional impact or lessons learned.,4
Narrative Writing,125,Which sentence best develops the body of a narrative about a picnic?,The park was green.,We played frisbee under the sun.,Picnics are fun.,I packed food.,B,"This sentence provides a specific event that advances the narrative, suitable for the body.",5
Narrative Writing,126,What is a key feature of a narrative composition's introduction?,Summarizing the story,Engaging the reader with the event,Describing all details,Comparing settings,B,The introduction engages the reader by presenting the main event or idea.,6
Narrative Writing,127,Which detail is suitable for the body of a narrative about a festival?,The festival's origins,The vibrant dances and food stalls,The festival's cost,A comparison with other festivals,B,The body should focus on events like dances and food stalls to develop the narrative.,7
Narrative Writing,128,What should a narrative composition's introduction avoid?,Setting the main event,Engaging the reader,Introducing unrelated themes,Presenting the tone,C,The introduction should avoid unrelated themes to maintain narrative focus.,8
Narrative Writing,129,Which sentence best concludes a narrative about a lost friend?,We searched all day.,My friend moved away.,I learned to cherish friendships.,We called everywhere.,C,"This sentence summarizes the lesson learned, serving as an effective conclusion.",9
Narrative Writing,130,What is a challenge in writing a narrative composition's body?,Introducing the setting,Balancing detail and relevance,Summarizing the story,Comparing events,B,Balancing detail and relevance ensures the body develops the story effectively.,10
Narrative Writing,131,Which part of a narrative composition wraps up the story?,Introduction,Body,Conclusion,Dialogue,C,The conclusion wraps up the story by summarizing its impact or lessons.,1
Narrative Writing,132,Which sentence best introduces a narrative about a market visit?,The market was noisy.,"Yesterday, I explored a bustling market.",I bought vegetables.,The market was big.,B,This sentence introduces the main event—the market visit—in an engaging way.,2
Narrative Writing,133,What is the body's main role in a narrative composition?,To introduce new ideas,To develop the story's events,To summarize the theme,To compare settings,B,The body develops the story's events and details introduced in the introduction.,3
Narrative Writing,134,Which topic is suitable for a narrative composition?,A guide to cooking,A scary night alone,A description of a park,The benefits of yoga,B,A scary night alone is a personal story ideal for narrative writing.,4
Narrative Writing,135,Which sentence best concludes a narrative about a sports day?,We ran races.,The day was sunny.,The sports day taught me effort.,We won medals.,C,"This sentence summarizes the lesson learned, making it an effective conclusion.",5
Narrative Writing,136,What should the body of a narrative about a family trip include?,The trip's budget,The experiences during the trip,The destination's history,A comparison with other trips,B,The body should detail the experiences during the trip to develop the narrative.,6
Narrative Writing,137,Which is a key feature of a narrative composition?,Vivid sensory details,Closely related paragraphs,Unrelated themes,Focus on persuasion,B,A narrative composition features closely related paragraphs that develop the story.,7
Narrative Writing,138,What is the conclusion's role in a narrative about a pet?,To introduce the pet,To describe the pet's habits,To summarize the pet's impact,To compare pets,C,The conclusion summarizes the pet's impact or lessons learned.,8
Narrative Writing,139,Which sentence best develops the body of a narrative about a storm?,The storm was loud.,Rain flooded our street overnight.,Storms are scary.,We stayed safe.,B,"This sentence provides a specific event that advances the narrative, suitable for the body.",9
Narrative Writing,140,What should a narrative composition's body avoid?,Developing events,Providing relevant details,Introducing unrelated ideas,Engaging the reader,C,The body should avoid unrelated ideas to maintain narrative focus.,10
Narrative Writing,141,Which sentence best introduces a narrative about a festival?,We danced all night.,"Last week, we celebrated a colorful festival.",The food was tasty.,The festival was big.,B,This sentence introduces the main event—the festival—in an engaging way.,1
Narrative Writing,142,What should the conclusion of a narrative about a journey focus on?,The travel expenses,The journey's significance,The route taken,The packing list,B,The conclusion should summarize the journey's significance or lessons learned.,2
Narrative Writing,143,Which detail is suitable for the body of a narrative about a school event?,The school's founding,The activities during the event,The event's budget,A comparison with other events,B,The body should focus on activities during the event to develop the narrative.,3
Narrative Writing,144,What is the introduction's main goal in a narrative composition?,To describe all events,To present the main event,To summarize the impact,To introduce new themes,B,The introduction presents the main event to engage the reader.,4
Narrative Writing,145,Which sentence best develops the body of a narrative about a party?,The party was fun.,Guests danced to lively music.,Parties are great.,I planned the party.,B,"This sentence provides a specific event that advances the narrative, suitable for the body.",5
Narrative Writing,146,What is a key feature of a narrative composition's conclusion?,Introducing new events,Summarizing the story's impact,Describing the setting,Comparing characters,B,The conclusion summarizes the story's impact or lessons learned.,6
Narrative Writing,147,Which topic is most appropriate for a narrative composition?,A description of a beach,A surprising encounter,A guide to exercise,The benefits of reading,B,A surprising encounter is a personal story ideal for narrative writing.,7
