Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
ত্রিকোণমিতিক অনুপাত,29,1 + tan²θ = ?,0,cosec²θ,1,sec²θ,D,মৌলিক ত্রিকোণমিতিক অভেদ,3
ত্রিকোণমিতিক অনুপাত,30,1 + cot²θ = ?,0,sec²θ,1,cosec²θ,D,মৌলিক ত্রিকোণমিতিক অভেদ,3
ত্রিকোণমিতিক অনুপাত,31,sinθ × cosecθ = ?,cosθ,0,sinθ,1,D,ত্রিকোণমিতিক অনুপাতের গুণফল,2
ত্রিকোণমিতিক অনুপাত,32,cosθ × secθ = ?,cotθ,0,tanθ,1,D,ত্রিকোণমিতিক অনুপাতের গুণফল,2
ত্রিকোণমিতিক অনুপাত,33,tanθ × cotθ = ?,cosθ,0,sinθ,1,D,ত্রিকোণমিতিক অনুপাতের গুণফল,2
ত্রিকোণমিতিক অনুপাত,34,sin(90°-θ) = ?,cotθ,sinθ,tanθ,cosθ,D,ত্রিকোণমিতিক কো-ফাংশন,3
ত্রিকোণমিতিক অনুপাত,35,cos(90°-θ) = ?,cotθ,cosθ,tanθ,sinθ,D,ত্রিকোণমিতিক কো-ফাংশন,3
ত্রিকোণমিতিক অনুপাত,36,tan(90°-θ) = ?,cosθ,tanθ,sinθ,cotθ,D,ত্রিকোণমিতিক কো-ফাংশন,3
ত্রিকোণমিতিক অনুপাত,37,cot(90°-θ) = ?,cosθ,cotθ,sinθ,tanθ,D,ত্রিকোণমিতিক কো-ফাংশন,3
ত্রিকোণমিতিক অনুপাত,38,sec(90°-θ) = ?,cosθ,secθ,sinθ,cosecθ,D,ত্রিকোণমিতিক কো-ফাংশন,3
ত্রিকোণমিতিক অনুপাত,39,cosec(90°-θ) = ?,cosθ,cosecθ,sinθ,secθ,D,ত্রিকোণমিতিক কো-ফাংশন,3
ত্রিকোণমিতিক অনুপাত,40,sinθ/cosθ = ?,tanθ,cotθ,secθ,cosecθ,A,ত্রিকোণমিতিক অনুপাতের সম্পর্ক,2
ত্রিকোণমিতিক অনুপাত,41,cosθ/sinθ = ?,cotθ,tanθ,secθ,cosecθ,A,ত্রিকোণমিতিক অনুপাতের সম্পর্ক,2
ত্রিকোণমিতিক অনুপাত,42,1/tanθ = ?,cotθ,tanθ,sinθ,cosθ,A,ত্রিকোণমিতিক অনুপাতের সম্পর্ক,2
ত্রিকোণমিতিক অনুপাত,43,1/sinθ = ?,cosecθ,secθ,tanθ,cotθ,A,ত্রিকোণমিতিক অনুপাতের সম্পর্ক,2
ত্রিকোণমিতিক অনুপাত,44,1/cosθ = ?,secθ,cosecθ,tanθ,cotθ,A,ত্রিকোণমিতিক অনুপাতের সম্পর্ক,2
ত্রিকোণমিতিক অনুপাত,45,sinθ × secθ = ?,tanθ,cotθ,1,0,A,ত্রিকোণমিতিক অনুপাতের গুণফল,3
ত্রিকোণমিতিক অনুপাত,46,cosθ × cosecθ = ?,cotθ,tanθ,1,0,A,ত্রিকোণমিতিক অনুপাতের গুণফল,3
ত্রিকোণমিতিক অনুপাত,47,tanθ × cosθ = ?,sinθ,cosθ,tanθ,cotθ,A,ত্রিকোণমিতিক অনুপাতের গুণফল,3
ত্রিকোণমিতিক অনুপাত,48,cotθ × sinθ = ?,cosθ,sinθ,tanθ,cotθ,A,ত্রিকোণমিতিক অনুপাতের গুণফল,3
ত্রিকোণমিতিক অনুপাত,49,sin²45° + cos²45° = ?,1,0,2,1/2,A,মৌলিক ত্রিকোণমিতিক অভেদ,2
ত্রিকোণমিতিক অনুপাত,50,tan²45° - sin²30° = ?,3/4,1/4,1,0,A,মৌলিক মান বসিয়ে গণনা,3
ত্রিকোণমিতিক অনুপাত,51,sinθ = 3/5 হলে  tanθ এর মান কত?,3/4,4/3,4/5,5/4,A,"sinθ = লম্ব/অতিভুজ, tanθ = লম্ব/ভূমি = 3/4",5
ত্রিকোণমিতিক অনুপাত,52,cosA = 12/13 হলে  cosecA এর মান কত?,13/5,5/13,12/5,5/12,A,"cosA = ভূমি/অতিভুজ, cosecA = অতিভুজ/লম্ব = 13/5",5
ত্রিকোণমিতিক অনুপাত,53,tanθ = 1 হলে  sinθ + cosθ এর মান কত?,√2,1/√2,1,2,A,"tanθ = 1 হলে θ = 45°, sin45° + cos45° = √2",4
ত্রিকোণমিতিক অনুপাত,54,যদি secθ = 2 হয়  তাহলে cotθ এর মান কত?,√3,1/√3,2,1/2,B,"secθ = 2 ⇒ cosθ = 1/2 ⇒ θ = 60°, cot60° = 1/√3",6
ত্রিকোণমিতিক অনুপাত,55,sin30° + cos60° এর মান কত?,1,0.5,1.5,2,A,"sin30° = 0.5, cos60° = 0.5, যোগফল = 1",4
ত্রিকোণমিতিক অনুপাত,56,যদি tanθ = √3 হয়  তাহলে θ এর মান কত?,30°,45°,60°,90°,C,tanθ = √3 ⇒ θ = 60°,4
ত্রিকোণমিতিক অনুপাত,57,cosec45° এর মান কত?,1,√2,2,1/√2,B,cosec45° = √2,5
ত্রিকোণমিতিক অনুপাত,58,sin²θ + cos²θ = ?,0,1,2,tanθ,B,এটি ত্রিকোণমিতির মৌলিক অভেদ,4
ত্রিকোণমিতিক অনুপাত,59,sec²θ - tan²θ = ?,0,1,sinθ,cosθ,B,ত্রিকোণমিতির মৌলিক অভেদ,5
ত্রিকোণমিতিক অনুপাত,60,যদি cotθ = 1 হয়  তাহলে sinθ এর মান কত?,1/√2,√2,1,0,A,"cotθ = 1 ⇒ θ = 45°, sin45° = 1/√2",5
ত্রিকোণমিতিক অনুপাত,61,cos(90°-θ) = ?,sinθ,cosθ,tanθ,cotθ,A,cos(90°-θ) = sinθ,5
ত্রিকোণমিতিক অনুপাত,62,tan(90°-θ) = ?,cotθ,tanθ,sinθ,cosθ,A,tan(90°-θ) = cotθ,6
ত্রিকোণমিতিক অনুপাত,63,sinθ = cosθ হলে θ এর মান কত?,30°,45°,60°,90°,B,sinθ = cosθ ⇒ θ = 45°,5
ত্রিকোণমিতিক অনুপাত,64,1 + tan²θ = ?,sec²θ,cosec²θ,sin²θ,cos²θ,A,ত্রিকোণমিতির মৌলিক অভেদ,5
ত্রিকোণমিতিক অনুপাত,65,1 + cot²θ = ?,sec²θ,cosec²θ,tan²θ,cos²θ,B,ত্রিকোণমিতির মৌলিক অভেদ,5
ত্রিকোণমিতিক অনুপাত,66,sinθ × cosecθ = ?,0,1,sinθ,cosθ,B,sinθ × (1/sinθ) = 1,4
ত্রিকোণমিতিক অনুপাত,67,cosθ × secθ = ?,1,0,tanθ,cotθ,A,cosθ × (1/cosθ) = 1,4
ত্রিকোণমিতিক অনুপাত,68,tanθ × cotθ = ?,1,0,sinθ,cosθ,A,tanθ × (1/tanθ) = 1,4
ত্রিকোণমিতিক অনুপাত,69,sin180° এর মান কত?,0,1,-1,0.5,A,sin180° = 0,5
ত্রিকোণমিতিক অনুপাত,70,cos90° এর মান কত?,1,0,-1,0.5,B,cos90° = 0,5
ত্রিকোণমিতিক অনুপাত,71,tan180° এর মান কত?,0,1,-1,অসংজ্ঞায়িত,A,tan180° = 0,6
ত্রিকোণমিতিক অনুপাত,72,cosec0° এর মান কত?,0,1,অসংজ্ঞায়িত,∞,C,cosec0° অসংজ্ঞায়িত,6
ত্রিকোণমিতিক অনুপাত,73,sec90° এর মান কত?,0,1,অসংজ্ঞায়িত,∞,C,sec90° অসংজ্ঞায়িত,6
ত্রিকোণমিতিক অনুপাত,74,cot0° এর মান কত?,0,1,অসংজ্ঞায়িত,∞,C,cot0° অসংজ্ঞায়িত,6
ত্রিকোণমিতিক অনুপাত,75,sin270° এর মান কত?,0,1,-1,0.5,C,sin270° = -1,6
ত্রিকোণমিতিক অনুপাত,76,cos180° এর মান কত?,1,-1,0,0.5,B,cos180° = -1,6
ত্রিকোণমিতিক অনুপাত,77,tan45° + cot45° এর মান কত?,1,2,0,√2,B,"tan45° = 1, cot45° = 1, যোগফল = 2",5
ত্রিকোণমিতিক অনুপাত,78,sin60° × cos30° এর মান কত?,1/2,√3/4,3/4,1,C,sin60°×cos30°=sin(90°−30°)×cos30°=cos30°×cos30°=(√3/4​​)2=3/4,6
ত্রিকোণমিতিক অনুপাত,79,2sin30° × cos30° এর মান কত?,sin60°,cos60°,tan60°,cot60°,A,"2sinθcosθ = sin2θ, এখানে sin60°",7
ত্রিকোণমিতিক অনুপাত,80,cos²15° - sin²15° এর মান কত?,1/2,√3/2,3/4,1,B,cos²15° - sin²15°=cos(2×15°)=cos30°=√3/2,7
ত্রিকোণমিতিক অনুপাত,81,যদি sinθ = 1/2 হয়  তাহলে θ এর মান কত?,30°,45°,60°,90°,A,sinθ = 1/2 ⇒ θ = 30°,5
ত্রিকোণমিতিক অনুপাত,82,যদি cosθ = √3/2 হয়  তাহলে θ এর মান কত?,30°,45°,60°,90°,A,cosθ = √3/2 ⇒ θ = 30°,5
ত্রিকোণমিতিক অনুপাত,83,যদি tanθ = 1/√3 হয়  তাহলে θ এর মান কত?,30°,45°,60°,90°,A,tanθ = 1/√3 ⇒ θ = 30°,5
ত্রিকোণমিতিক অনুপাত,84,যদি cotθ = √3 হয়  তাহলে θ এর মান কত?,30°,45°,60°,90°,A,cotθ = √3 ⇒ θ = 30°,5
ত্রিকোণমিতিক অনুপাত,85,sin(π/6) এর মান কত?,1/2,√3/2,1,0,A,"π/6 রেডিয়ান = 30°, sin30° = 1/2",6
ত্রিকোণমিতিক অনুপাত,86,cos(π/4) এর মান কত?,1/√2,√3/2,1,0,A,"π/4 রেডিয়ান = 45°, cos45° = 1/√2",6
ত্রিকোণমিতিক অনুপাত,87,tan(π/3) এর মান কত?,1/√3,√3,1,0,B,"π/3 রেডিয়ান = 60°, tan60° = √3",6
ত্রিকোণমিতিক অনুপাত,88,cot(π/2) এর মান কত?,0,1,অসংজ্ঞায়িত,∞,A,"π/2 রেডিয়ান = 90°, cot90° = 0",7
ত্রিকোণমিতিক অনুপাত,89,sec(π) এর মান কত?,1,-1,0,অসংজ্ঞায়িত,B,"π রেডিয়ান = 180°, sec180° = -1",7
ত্রিকোণমিতিক অনুপাত,90,cosec(π/2) এর মান কত?,1,0,অসংজ্ঞায়িত,∞,A,"π/2 রেডিয়ান = 90°, cosec90° = 1",7
ত্রিকোণমিতিক অনুপাত,91,sin²π/3 + cos²π/3 এর মান কত?,0,1,2,√3,B,"ত্রিকোণমিতির মৌলিক অভেদ, যেকোনো θ এর জন্য sin²θ + cos²θ = 1",6
ত্রিকোণমিতিক অনুপাত,92,tanπ/4 - cotπ/4 এর মান কত?,0,1,-1,2,A,"tanπ/4 = 1, cotπ/4 = 1, পার্থক্য = 0",6
ত্রিকোণমিতিক অনুপাত,93,sinπ/2 + cosπ এর মান কত?,0,1,2,-1,A,"sinπ/2 = 1, cosπ = -1, যোগফল = 0",7
ত্রিকোণমিতিক অনুপাত,94,2cosπ/3 × sinπ/3 এর মান কত?,sinπ/6,cosπ/6,sin2π/3,cos2π/3,C,"2cosAsinA = sin2A, এখানে sin(2π/3)",7
ত্রিকোণমিতিক অনুপাত,95,cos²π/6 - sin²π/6 এর মান কত?,cosπ/3,sinπ/3,tanπ/3,cotπ/3,A,"cos²A - sin²A = cos2A, এখানে cosπ/3",7
ত্রিকোণমিতিক অনুপাত,96,যদি sinθ = 0.6 হয়  তাহলে cosθ এর মান কত?,0.8,0.4,1,1.2,A,sin²θ + cos²θ = 1 ⇒ cosθ = √(1 - 0.36) = 0.8,6
ত্রিকোণমিতিক অনুপাত,97,যদি tanθ = 4/3 হয়  তাহলে sinθ এর মান কত?,4/5,3/5,5/4,5/3,A,"tanθ = লম্ব/ভূমি = 4/3, অতিভুজ = 5, sinθ = লম্ব/অতিভুজ = 4/5",6
ত্রিকোণমিতিক অনুপাত,98,যদি secθ = 5/4 হয়  তাহলে tanθ এর মান কত?,3/4,4/3,3/5,5/3,A,"secθ = অতিভুজ/ভূমি = 5/4, লম্ব = 3, tanθ = লম্ব/ভূমি = 3/4",6
ত্রিকোণমিতিক অনুপাত,99,যদি cosecθ = 13/12 হয়  তাহলে cotθ এর মান কত?,5/12,12/5,13/5,13/12,A,"cosecθ = অতিভুজ/লম্ব = 13/12, ভূমি = 5, cotθ = ভূমি/লম্ব = 5/12",6
ত্রিকোণমিতিক অনুপাত,100,sinθ = 5/13 এবং θ সূক্ষ্মকোণ হলে  tanθ + secθ এর মান কত?,2,3/2,25/12,17/12,B,tanθ+secθ=5/12 +13/12 =18/12 =3/2,7
ত্রিকোণমিতিক অনুপাত,101,যদি sinθ + cosecθ = 2 হয়  তবে sin¹⁰θ + cosec¹⁰θ এর মান কত?,2,2¹⁰,1,0,A,"sinθ=1 হলে সমীকরণ সিদ্ধ হয়, তাই মান 2",8
ত্রিকোণমিতিক অনুপাত,102,tan²θ + cot²θ = 2 হলে  tanθ + cotθ এর মান কত?,±2,2,-2,0,B,(tanθ+cotθ)²=tan²θ+cot²θ+2=4,9
ত্রিকোণমিতিক অনুপাত,103,cos20°cos40°cos80° এর মান কত?,1/8,1/4,1/2,1/6,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,104,sin10°sin50°sin70° এর মান কত?,1/8,1/4,1/2,1/6,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,105,যদি tanθ + cotθ = 4 হয়  তবে tan²θ + cot²θ এর মান কত?,14,16,12,18,A,(tanθ+cotθ)²=16 ⇒ tan²θ+cot²θ+2=16,8
ত্রিকোণমিতিক অনুপাত,106,sin²5° + sin²10° + ... + sin²90° এর মান কত?,9.5,8.5,10,7.5,B,জোড়ায় জোড়ায় sin²θ+cos²θ=1 ব্যবহার করে,10
ত্রিকোণমিতিক অনুপাত,107,cosπ/7 cos2π/7 cos4π/7 এর মান কত?,1/8,-1/8,1/4,-1/4,B,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,108,tan6°tan42°tan66°tan78° এর মান কত?,1,1/2,1/4,1/8,A,বিশেষ কোণের ত্রিকোণমিতিক মান,10
ত্রিকোণমিতিক অনুপাত,109,cos24° + cos5° + cos175° + cos204° + cos300° এর মান কত?,1/2,1,0,-1/2,A,জোড়ায় জোড়ায় কোণের সমষ্টি,9
ত্রিকোণমিতিক অনুপাত,110,যদি x=acos³θ y=bsin³θ হয় তবে (x/a)^(2/3) + (y/b)^(2/3) এর মান কত?,1,0,sinθ+cosθ,sin²θ+cos²θ,A,ত্রিকোণমিতিক অভেদ প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,111,sin12°sin48°sin54° এর মান কত?,1/8,1/4,1/2,1/6,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,112,4cosθ - 3secθ = 2tanθ হলে  θ এর মান কত?,30°,45°,60°,90°,C,θ=60° বসালে সমীকরণ সিদ্ধ হয়,8
ত্রিকোণমিতিক অনুপাত,113,"যদি tanA + cotA = 4 হয় , তবে tan⁴A + cot⁴A এর মান কত?",194,196,198,200,A,(tan²A+cot²A)²-2=14²-2=194,9
ত্রিকোণমিতিক অনুপাত,114,sinθ = 3sin(θ+2α) হলে  tan(θ+α) এর মান কত?,-2tanα,tanα,cotα,2cotα,A,যৌগিক কোণের সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,115,cos²θ + cos²(θ+120°) + cos²(θ-120°) এর মান কত?,3/2,1,2,5/2,A,cos²θ এর সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,116,sin²θ + sin²(θ+120°) + sin²(θ-120°) এর মান কত?,3/2,1,2,5/2,A,sin²θ এর সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,117,tanA = 1/2 tanB = 1/3 হলে tan(2A+B) এর মান কত?,1,2,3,4,C,দ্বিকোণ ও যৌগিক কোণের সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,118,sin25° + sin35° = sinx° হলে  x এর মান কত?,60,75,80,85,C,sinA+sinB সূত্র প্রয়োগ করে,8
ত্রিকোণমিতিক অনুপাত,119,cos20° + cos100° + cos140° এর মান কত?,0,1,1/2,-1/2,A,জোড়ায় জোড়ায় কোণের সমষ্টি,8
ত্রিকোণমিতিক অনুপাত,120,√3 cosec20° - sec20° এর মান কত?,2,4,6,8,B,ত্রিকোণমিতিক রূপান্তর সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,121,যদি tanθ = b/a হয় তবে acos2θ + bsin2θ এর মান কত?,a,b,0,a+b,A,দ্বিকোণের সূত্র প্রয়োগ করে acos2θ+bsin2θ=a⋅a2+b2a2−b2​+b⋅a2+b22ab​=a2+b2a(a2−b2)+2ab2​=a2+b2a3+ab2​=a2+b2a(a2+b2)​=a,8
ত্রিকোণমিতিক অনুপাত,122,sin47° + sin61° - sin11° - sin25° এর মান কত?,cos7°,sin7°,cos11°,sin11°,A,ত্রিকোণমিতিক রূপান্তর সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,123,cos²10° - cos10°cos50° + cos²50° এর মান কত?,3/4,1/4,1/2,1,A,ত্রিকোণমিতিক অভেদ প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,124,sin²20° + sin²40° + sin²80° এর মান কত?,3/2,1,2,5/2,A,sin²θ এর সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,125,cosπ/15 cos2π/15 cos4π/15 cos8π/15 এর মান কত?,1/16,1/8,1/4,1/2,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,126,tan9° - tan27° - tan63° + tan81° এর মান কত?,4,2,0,1,A,ত্রিকোণমিতিক রূপান্তর সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,127,sin6°sin42°sin66°sin78° এর মান কত?,1/16,1/8,1/4,1/2,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,128,cos24° + cos55° + cos125° + cos204° + cos300° এর মান কত?,1/2,1,0,-1/2,A,জোড়ায় জোড়ায় কোণের সমষ্টি,9
ত্রিকোণমিতিক অনুপাত,129,যদি tanθ = -3/4 এবং θ দ্বিতীয় চতুর্ভাগে থাকে তবে 5sinθ + 10cosθ এর মান কত?,2,4,6,8,A,ত্রিকোণমিতিক অনুপাত নির্ণয় করে,8
ত্রিকোণমিতিক অনুপাত,130,sinθ/(1+cosθ) + (1+cosθ)/sinθ এর মান কত?,2cosecθ,2secθ,2tanθ,2cotθ,A,ত্রিকোণমিতিক অভেদ প্রয়োগ করে,8
ত্রিকোণমিতিক অনুপাত,131,cos36°cos72° এর মান কত?,1/4,1/2,1/8,1/6,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,132,sin12° + sin24° + sin48° + sin84° এর মান কত?,cos6°+cos42°,cos12°+cos24°,cos6°+cos36°,cos12°+cos48°,A,ত্রিকোণমিতিক রূপান্তর সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,133,tanθ = (1-cos2θ)/sin2θ হলে  θ এর মান কত?,30°,45°,60°,যেকোনো বাস্তব θ,D,ত্রিকোণমিতিক অভেদ প্রয়োগ করে,8
ত্রিকোণমিতিক অনুপাত,134,sinθ = 2t/(1+t²) এবং θ প্রথম চতুর্ভাগে থাকে  তবে tanθ এর মান কত?,2t/(1-t²),(1-t²)/2t,t,(1+t²)/2t,A,ত্রিকোণমিতিক রূপান্তর সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,135,যদি tanA + cotA = m হয়  তবে tan³A + cot³A এর মান কত?,m³-3m,m³+3m,m²-2,m²+2,A,ত্রিকোণমিতিক অভেদ প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,136,cosπ/8 + cos3π/8 + cos5π/8 + cos7π/8 এর মান কত?,0,1,1/2,-1/2,A,জোড়ায় জোড়ায় কোণের সমষ্টি,8
ত্রিকোণমিতিক অনুপাত,137,sinπ/14 sin3π/14 sin5π/14 এর মান কত?,1/8,1/4,1/2,1/6,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,138,tanπ/16 tan2π/16 tan3π/16 ... tan7π/16 এর মান কত?,1,-1,0,2,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,139,cos20°cos40°cos60°cos80° এর মান কত?,1/16,1/8,1/4,1/2,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,140,sin10°sin30°sin50°sin70° এর মান কত?,1/16,1/8,1/4,1/2,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,141,যদি sinx + cosx = √2cosx হয় তবে tan2x এর মান কত?,1,0,-1,∞,C,ত্রিকোণমিতিক অভেদ প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,142,sin²72° - sin²60° এর মান কত?,(√5-1)/8,(√5+1)/8,(3-√5)/8,(3+√5)/8,A,sin²A-sin²B সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,143,cos²48° - sin²12° এর মান কত?,(√5+1)/8,(√5-1)/8,(3+√5)/8,(3-√5)/8,A,cos²A-sin²B সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,144,tan70° - tan20° - 2tan50° এর মান কত?,0,1,2,4,A,ত্রিকোণমিতিক রূপান্তর সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,145,cosπ/15 cos2π/15 cos3π/15 cos4π/15 cos5π/15 cos6π/15 cos7π/15 এর মান কত?,1/128,1/8,1/32,1/16,A,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,146,sin6°sin54°sin66° এর মান কত?,1/4,cotθ,1/2,1/6,B,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,147,tanθ + 2tan2θ + 4tan4θ + 8cot8θ এর মান কত?,tanθ,2x/(x²-1),0,1,B,ত্রিকোণমিতিক রূপান্তর সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,148,যদি x = sinθ + cosθ এবং y = secθ + cosecθ হয়  তবে y এর মান x এর মাধ্যমে কত?,x/(x²-1),3/16,2x/(1-x²),x/(1-x²),B,ত্রিকোণমিতিক অভেদ প্রয়োগ করে,9
ত্রিকোণমিতিক অনুপাত,149,sinπ/9 sin2π/9 sin3π/9 sin4π/9 এর মান কত?,1/8,1/32,1/4,1/2,B,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
ত্রিকোণমিতিক অনুপাত,150,cosπ/11 cos2π/11 cos3π/11 cos4π/11 cos5π/11 এর মান কত?,1/16,1/8,1/8,1/4,B,ত্রিকোণমিতিক গুণফল সূত্র প্রয়োগ করে,10
