Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
ত্রিভুজ অঙ্কন,11,"60 degrees, 45 degrees কোণ এবং 12 সেমি পরিসীমা সহ একটি ত্রিভুজে তৃতীয় কোণ কত?",75 degrees,90 degrees,60 degrees,45 degrees,A,তৃতীয় কোণ হল 180 degrees - 60 degrees - 45 degrees = 75 degrees।,1
ত্রিভুজ অঙ্কন,12,ত্রিভুজে 60 degrees কোণ নির্মাণের জন্য কোন সরঞ্জাম ব্যবহৃত হয়?,রুলার,কম্পাস,প্রটেক্টর,কম্পাস এবং প্রটেক্টর উভয়ই,B,কম্পাস একটি সমবাহু ত্রিভুজের অংশ তৈরি করে 60 degrees কোণ নির্মাণ করে।,4
ত্রিভুজ অঙ্কন,13,"4 সেমি বাহুর বিপরীতে 30 degrees কোণ এবং 4 সেমি, 5 সেমি বাহু দিয়ে ত্রিভুজ নির্মাণে কোন নীতি ব্যবহৃত হয়?",SSS,SAS,ASA,AAS,B,SAS নীতি দুটি বাহু এবং তাদের মধ্যবর্তী কোণ ব্যবহার করে ত্রিভুজ নির্ধারণ করে।,7
ত্রিভুজ অঙ্কন,14,কী নিশ্চিত করে যে AC = AD?,কোণ দ্বিখণ্ডক,লম্ব দ্বিখণ্ডক,C এবং D-তে সমান কোণ,BC এবং BD সমান বাহু,C," angle ACD = angle ADC, যা triangle ACD-কে সমদ্বিবাহু করে এবং AC = AD নিশ্চিত করে।",2
ত্রিভুজ অঙ্কন,15,"60 degrees, 70 degrees এবং 50 degrees কোণ দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু বাহুর দৈর্ঘ্য দেওয়া থাকলে,শুধু একটি ভিত্তি দেওয়া থাকলে,B,"শুধু তিনটি কোণ একটি অনন্য ত্রিভুজ নির্ধারণ করে না, কারণ তারা শুধু সদৃশ ত্রিভুজ নির্ধারণ করে।",5
ত্রিভুজ অঙ্কন,16,অতিভুজ 13 সেমি এবং একটি বাহু 5 সেমি দিয়ে একটি সমকোণী ত্রিভুজে তৃতীয় বাহুর দৈর্ঘ্য কত?,12 সেমি,10 সেমি,8 সেমি,6 সেমি,A,পিথাগোরাসের উপপাদ্য ব্যবহার করে: sqrt(13^2 - 5^2) = sqrt(169 - 25) = sqrt(144) = 12 সেমি।,8
ত্রিভুজ অঙ্কন,17,"3 সেমি, 4 সেমি এবং 8 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমদ্বিবাহু হলে,B,"ত্রিভুজ অসমতা অনুযায়ী: 3 + 4 = 7 < 8, তাই ত্রিভুজ নির্মাণ সম্ভব নয়।",5
ত্রিভুজ অঙ্কন,18,4 সেমি বাহু দিয়ে একটি সমবাহু ত্রিভুজের পরিসীমা কত?,12 সেমি,10 সেমি,8 সেমি,16 সেমি,A,পরিসীমা = 3 x 4 = 12 সেমি।,6
ত্রিভুজ অঙ্কন,19,কোন ডেটা একটি অনন্য ত্রিভুজ নির্মাণের জন্য অপর্যাপ্ত?,"5 সেমি ভিত্তি, 45 degrees কোণ, 10 সেমি বাহুর যোগফল","দুটি বাহু 3 সেমি, 4 সেমি, মধ্যবর্তী কোণ 60 degrees","তিনটি কোণ 50 degrees, 60 degrees, 70 degrees","অতিভুজ 6 সেমি, একটি বাহু 4 সেমি",C,"শুধু তিনটি কোণ সদৃশ ত্রিভুজ নির্ধারণ করে, একটি অনন্য ত্রিভুজ নয়।",9
ত্রিভুজ অঙ্কন,20,"3 সেমি ভিত্তি, 45 degrees কোণ এবং 7 সেমি বাহুর যোগফল দিয়ে ত্রিভুজ নির্মাণে ভিত্তির পর কী আঁকা হয়?",এক প্রান্তে 45 degrees কোণ,7 সেমি অংশ,লম্ব দ্বিখণ্ডক,সমান্তরাল রেখা,A,"ভিত্তি আঁকার পর, একটি প্রান্তে 45 degrees কোণ প্রটেক্টর দিয়ে নির্মাণ করা হয়।",1
ত্রিভুজ অঙ্কন,21,30 degrees এবং 80 degrees কোণ দিয়ে একটি ত্রিভুজে তৃতীয় কোণ কত?,70 degrees,90 degrees,100 degrees,60 degrees,A,"কোণগুলোর যোগফল 180 degrees, তাই 180 degrees - 30 degrees - 80 degrees = 70 degrees।",4
ত্রিভুজ অঙ্কন,22,"1 সেমি, 2 সেমি এবং 4 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমকোণী হলে,B,"ত্রিভুজ অসমতা অনুযায়ী, 1 + 2 = 3 < 4, তাই ত্রিভুজ নির্মাণ সম্ভব নয়।",7
ত্রিভুজ অঙ্কন,23,"60 degrees, 45 degrees ভিত্তি কোণ এবং 15 সেমি পরিসীমা সহ ত্রিভুজের পরিসীমা কত?",15 সেমি,12 সেমি,18 সেমি,10 সেমি,A,নির্মাণে পরিসীমা দেওয়া হয়েছে 15 সেমি।,2
ত্রিভুজ অঙ্কন,24,দুটি কোণ এবং একটি বাহু দিয়ে ত্রিভুজ নির্মাণে কোণ পরিমাপের জন্য কোন সরঞ্জাম ব্যবহৃত হয়?,রুলার,কম্পাস,প্রটেক্টর,ডিভাইডার,C,প্রটেক্টর দেওয়া কোণগুলো পরিমাপ এবং নির্মাণের জন্য ব্যবহৃত হয়।,5
ত্রিভুজ অঙ্কন,25,অতিভুজ 10 সেমি এবং একটি বাহু 6 সেমি দিয়ে একটি সমকোণী ত্রিভুজে অন্য বাহু কত?,8 সেমি,7 সেমি,9 সেমি,4 সেমি,A,পিথাগোরাসের উপপাদ্য ব্যবহার করে: sqrt(10^2 - 6^2) = sqrt(100 - 36) = sqrt(64) = 8 সেমি।,8
ত্রিভুজ অঙ্কন,26, ভিত্তি কোণ স্থূলকোণ হলে কেন সমস্যা হয়?,এটি ত্রিভুজকে সমদ্বিবাহু করে,রশ্মিগুলো ছেদ নাও করতে পারে,এটি কম্পাসের প্রয়োজন হয়,এটি বড় ভিত্তির প্রয়োজন হয়,B,"একটি স্থূলকোণ রশ্মিগুলোকে বিচ্ছিন্ন করতে পারে, ছেদ প্রতিরোধ করে।",3
ত্রিভুজ অঙ্কন,27,12 সেমি পরিসীমা সহ একটি সমবাহু ত্রিভুজ নির্মাণের প্রথম ধাপ কী?,4 সেমি বাহু আঁকুন,60 degrees কোণ আঁকুন,একটি অংশ দ্বিখণ্ডিত করুন,একটি বৃত্ত আঁকুন,A,"প্রতিটি বাহু 12 / 3 = 4 সেমি, তাই প্রথমে 4 সেমি বাহু আঁকা হয়।",6
ত্রিভুজ অঙ্কন,28,"3 সেমি, 4 সেমি এবং 8 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমদ্বিবাহু হলে,B,"ত্রিভুজ অসমতা অনুযায়ী: 3 + 4 = 7 < 8, তাই ত্রিভুজ নির্মাণ সম্ভব নয়।",5
ত্রিভুজ অঙ্কন,29,"দুটি বাহু 5 সেমি, 6 সেমি এবং মধ্যবর্তী 45 degrees কোণ দিয়ে ত্রিভুজের জন্য কোন সমতা নীতি ব্যবহৃত হয়?",SSS,SAS,ASA,AAS,B,SAS নীতি দুটি বাহু এবং তাদের মধ্যবর্তী কোণ ব্যবহার করে।,1
ত্রিভুজ অঙ্কন,30,"3 সেমি ভিত্তি, 60 degrees ভিত্তি কোণ এবং তাদের যোগফল 9 সেমি হলে, অন্য দুটি বাহুর যোগফল কত?",9 সেমি,6 সেমি,12 সেমি,3 সেমি,A,অন্য দুটি বাহুর যোগফল দেওয়া হয়েছে 9 সেমি।,4
ত্রিভুজ অঙ্কন,31,"5 সেমি, 5 সেমি এবং 10 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমদ্বিবাহু হলে,A,"ত্রিভুজ অসমতা অনুযায়ী: 5 + 5 = 10 >= 10, 5 + 10 > 5, 10 + 5 > 5। ত্রিভুজ সম্ভব (অবনমিত ক্ষেত্রে)।",7
ত্রিভুজ অঙ্কন,32,পরিসীমা অংশের পর কী আঁকা হয়?,ভিত্তি কোণ,বাহুর দৈর্ঘ্য,লম্ব দ্বিখণ্ডক,শীর্ষবিন্দু,A,পরিসীমা অংশের প্রান্তে ভিত্তি কোণ নির্মাণ করা হয়।,2
ত্রিভুজ অঙ্কন,33,18 সেমি পরিসীমা সহ একটি সমবাহু ত্রিভুজের প্রতিটি বাহুর দৈর্ঘ্য কত?,6 সেমি,5 সেমি,9 সেমি,4 সেমি,A,পরিসীমা / 3 = 18 / 3 = 6 সেমি।,5
ত্রিভুজ অঙ্কন,34,"4 সেমি ভিত্তি, 30 degrees কোণ এবং 1 সেমি বাহুর পার্থক্য দিয়ে ত্রিভুজে ভিত্তির পর কী আঁকা হয়?",30 degrees কোণ,1 সেমি অংশ,লম্ব,দ্বিখণ্ডক,A,ভিত্তির এক প্রান্তে 30 degrees কোণ নির্মাণ করা হয়।,8
ত্রিভুজ অঙ্কন,35, কী একটি অনন্য ত্রিভুজ নিশ্চিত করে?,তিনটি বাহু,"ভিত্তি, কোণ এবং বাহুর যোগফল",দুটি কোণ এবং একটি বাহু,লম্ব দ্বিখণ্ডক,B,"ভিত্তি, ভিত্তি কোণ এবং অন্য বাহুদ্বয়ের যোগফল একটি অনন্য ত্রিভুজ নির্ধারণ করে।",3
ত্রিভুজ অঙ্কন,36,অতিভুজ 17 সেমি এবং একটি বাহু 8 সেমি দিয়ে একটি সমকোণী ত্রিভুজে অন্য বাহু কত?,15 সেমি,12 সেমি,10 সেমি,9 সেমি,A,পিথাগোরাসের উপপাদ্য ব্যবহার করে: sqrt(17^2 - 8^2) = sqrt(289 - 64) = sqrt(225) = 15 সেমি।,6
ত্রিভুজ অঙ্কন,37,"নির্মাণ 2-এ, AB - AC = 2 সেমি হলে অন্য দুটি বাহুর পার্থক্য কত?",2 সেমি,4 সেমি,1 সেমি,0 সেমি,A,AB - AC পার্থক্য দেওয়া হয়েছে 2 সেমি।,9
ত্রিভুজ অঙ্কন,38,50 degrees এবং 70 degrees কোণ দিয়ে একটি ত্রিভুজে তৃতীয় কোণ কত?,60 degrees,80 degrees,90 degrees,100 degrees,A,"কোণগুলোর যোগফল 180 degrees, তাই 180 degrees - 50 degrees - 70 degrees = 60 degrees।",1
ত্রিভুজ অঙ্কন,39, বাহুদ্বয়ের যোগফল সমান অংশ কাটার জন্য কোন সরঞ্জাম ব্যবহৃত হয়?,রুলার,কম্পাস,প্রটেক্টর,ডিভাইডার,B,কম্পাস বাহুদ্বয়ের যোগফল সমান অংশ পরিমাপ এবং কাটার জন্য ব্যবহৃত হয়।,4
ত্রিভুজ অঙ্কন,40,"3 সেমি, 4 সেমি এবং 8 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমদ্বিবাহু হলে,B,"ত্রিভুজ অসমতা অনুযায়ী: 3 + 4 = 7 < 8, তাই ত্রিভুজ নির্মাণ সম্ভব নয়।",5
ত্রিভুজ অঙ্কন,41,"4 সেমি, 4 সেমি এবং 9 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমকোণী হলে,B,"ত্রিভুজ অসমতা অনুযায়ী: 4 + 4 = 8 < 9, তাই ত্রিভুজ নির্মাণ সম্ভব নয়।",2
ত্রিভুজ অঙ্কন,42,"3 সেমি, 4 সেমি এবং 5 সেমি বাহু দিয়ে একটি ত্রিভুজের পরিসীমা কত?",12 সেমি,10 সেমি,15 সেমি,9 সেমি,A,পরিসীমা = 3 + 4 + 5 = 12 সেমি।,5
ত্রিভুজ অঙ্কন,43,অতিভুজ 10 সেমি এবং একটি বাহু 6 সেমি দিয়ে একটি সমকোণী ত্রিভুজে অন্য বাহু কত?,8 সেমি,7 সেমি,9 সেমি,4 সেমি,A,পিথাগোরাসের উপপাদ্য ব্যবহার করে: sqrt(10^2 - 6^2) = sqrt(100 - 36) = sqrt(64) = 8 সেমি।,8
ত্রিভুজ অঙ্কন,44,"দুটি কোণ 60 degrees, 45 degrees এবং 5 সেমি বাহু দিয়ে ত্রিভুজের জন্য কোন নীতি ব্যবহৃত হয়?",SSS,SAS,ASA,AAS,C,ASA নীতি দুটি কোণ এবং তাদের মধ্যবর্তী বাহু ব্যবহার করে।,3
ত্রিভুজ অঙ্কন,45,যেকোনো ডেটা দিয়ে নির্মিত ত্রিভুজে কোণগুলোর যোগফল কত?,90 degrees,180 degrees,360 degrees,120 degrees,B,যেকোনো ত্রিভুজে কোণগুলোর যোগফল 180 degrees।,6
ত্রিভুজ অঙ্কন,46,অতিভুজ 8 সেমি এবং একটি বাহু 4 সেমি দিয়ে একটি সমকোণী ত্রিভুজে অন্য বাহু কত?,6 সেমি,5 সেমি,7 সেমি,3 সেমি,A,পিথাগোরাসের উপপাদ্য ব্যবহার করে: sqrt(8^2 - 4^2) = sqrt(64 - 16) = sqrt(48) = 6 সেমি।,9
ত্রিভুজ অঙ্কন,47,কী নিশ্চিত করে যে AC = AD?,C এবং D-তে সমান কোণ,লম্ব দ্বিখণ্ডক,কোণ দ্বিখণ্ডক,সমান বাহু,A,"নির্মাণ অনুযায়ী, angle ACD = angle ADC, যা triangle ACD-কে সমদ্বিবাহু করে।",1
ত্রিভুজ অঙ্কন,48,"3 সেমি, 4 সেমি, 5 সেমি বাহু দিয়ে ত্রিভুজ নির্মাণের প্রথম ধাপ কী?",3 সেমি বাহু আঁকুন,60 degrees কোণ আঁকুন,একটি অংশ দ্বিখণ্ডিত করুন,লম্ব আঁকুন,A,"একটি বাহু (যেমন, 3 সেমি) রুলার দিয়ে ভিত্তি হিসেবে আঁকা হয়।",4
ত্রিভুজ অঙ্কন,49, ভিত্তি কোণের পর কী নির্মাণ করা হয়?,কোণ দ্বিখণ্ডক,বাহুর দৈর্ঘ্য,পরিসীমা অংশ,শীর্ষবিন্দু,A,শীর্ষবিন্দু নির্ধারণের জন্য কোণ দ্বিখণ্ডক আঁকা হয়।,7
ত্রিভুজ অঙ্কন,50,"6 সেমি, 7 সেমি এবং 14 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমদ্বিবাহু হলে,B,"ত্রিভুজ অসমতা অনুযায়ী: 6 + 7 = 13 < 14, তাই ত্রিভুজ নির্মাণ সম্ভব নয়।",2
ত্রিভুজ অঙ্কন,51,15 সেমি পরিসীমা সহ একটি সমবাহু ত্রিভুজের প্রতিটি বাহুর দৈর্ঘ্য কত?,5 সেমি,6 সেমি,4 সেমি,7 সেমি,A,পরিসীমা / 3 = 15 / 3 = 5 সেমি।,5
ত্রিভুজ অঙ্কন,52,লম্ব দ্বিখণ্ডকের ভূমিকা কী?,শীর্ষবিন্দু A নির্ধারণ করে,ভিত্তি ভাগ করে,কোণ পরিমাপ করে,ত্রিভুজ গঠন করে,A,"CD-এর লম্ব দ্বিখণ্ডক BD-তে A-তে ছেদ করে, শীর্ষবিন্দু নির্ধারণ করে।",8
ত্রিভুজ অঙ্কন,53,কোন ডেটা একটি অনন্য ত্রিভুজ নিশ্চিত করে?,"4 সেমি ভিত্তি, 45 degrees কোণ, 2 সেমি পার্থক্য","তিনটি কোণ 40 degrees, 50 degrees, 90 degrees","দুটি বাহু 5 সেমি, 6 সেমি, বিপরীত কোণ 30 degrees","অতিভুজ 7 সেমি, একটি বাহু 4 সেমি",A,"ভিত্তি, ভিত্তি কোণ এবং বাহুদ্বয়ের পার্থক্য একটি অনন্য ত্রিভুজ নির্ধারণ করে।",3
ত্রিভুজ অঙ্কন,54,অতিভুজ 26 সেমি এবং একটি বাহু 10 সেমি দিয়ে একটি সমকোণী ত্রিভুজে অন্য বাহু কত?,24 সেমি,20 সেমি,18 সেমি,16 সেমি,A,পিথাগোরাসের উপপাদ্য ব্যবহার করে: sqrt(26^2 - 10^2) = sqrt(676 - 100) = sqrt(576) = 24 সেমি।,6
ত্রিভুজ অঙ্কন,55,অতিভুজ 10 সেমি এবং একটি বাহু 6 সেমি দিয়ে একটি সমকোণী ত্রিভুজে অন্য বাহু কত?,8 সেমি,7 সেমি,9 সেমি,4 সেমি,A,পিথাগোরাসের উপপাদ্য ব্যবহার করে: sqrt(10^2 - 6^2) = sqrt(100 - 36) = sqrt(64) = 8 সেমি।,8
ত্রিভুজ অঙ্কন,56,40 degrees এবং 80 degrees কোণ দিয়ে একটি ত্রিভুজে তৃতীয় কোণ কত?,60 degrees,70 degrees,90 degrees,100 degrees,A,"কোণগুলোর যোগফল 180 degrees, তাই 180 degrees - 40 degrees - 80 degrees = 60 degrees।",1
ত্রিভুজ অঙ্কন,57,বাহুদ্বয়ের পার্থক্য সমান অংশ কাটার জন্য কোন সরঞ্জাম ব্যবহৃত হয়?,রুলার,কম্পাস,প্রটেক্টর,ডিভাইডার,B,কম্পাস বাহুদ্বয়ের পার্থক্য সমান অংশ কাটার জন্য ব্যবহৃত হয়।,4
ত্রিভুজ অঙ্কন,58,"4 সেমি, 4 সেমি এবং 9 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমকোণী হলে,B,"ত্রিভুজ অসমতা অনুযায়ী: 4 + 4 = 8 < 9, তাই ত্রিভুজ নির্মাণ সম্ভব নয়।",2
ত্রিভুজ অঙ্কন,59,"3 সেমি, 3 সেমি এবং 7 সেমি বাহু দিয়ে কি ত্রিভুজ নির্মাণ করা যায়?",হ্যাঁ,না,শুধু কোণ দেওয়া থাকলে,শুধু সমকোণী হলে,B,"ত্রিভুজ অসমতা অনুযায়ী: 3 + 3 = 6 < 7, তাই ত্রিভুজ নির্মাণ সম্ভব নয়।",2
ত্রিভুজ অঙ্কন,60,"5 সেমি, 6 সেমি এবং 7 সেমি বাহু দিয়ে একটি ত্রিভুজের পরিসীমা কত?",18 সেমি,16 সেমি,20 সেমি,15 সেমি,A,পরিসীমা = 5 + 6 + 7 = 18 সেমি।,5
ত্রিভুজ অঙ্কন,61,4 সেমি বাহু দিয়ে একটি সমবাহু ত্রিভুজের পরিসীমা কত?,12 সেমি,10 সেমি,8 সেমি,16 সেমি,A,পরিসীমা = 3 x 4 = 12 সেমি।,6
ত্রিভুজ অঙ্কন,62,"4 সেমি, 5 সেমি বাহু এবং 4 সেমি বাহুর বিপরীতে 30 degrees কোণ দিয়ে ত্রিভুজের জন্য কোন নীতি ব্যবহৃত হয়?",SSS,SAS,ASA,AAS,B,SAS নীতি দুটি বাহু এবং তাদের মধ্যবর্তী কোণ ব্যবহার করে।,3
চতুর্ভুজ অঙ্কন,63,একটি অনন্য চতুর্ভুজ নির্মাণের জন্য কতটি ডেটা পয়েন্ট প্রয়োজন?,তিনটি,চারটি,পাঁচটি,ছয়টি,C,"পাঁচটি স্বাধীন ডেটা পয়েন্ট (যেমন, চারটি বাহু এবং একটি কোণ) একটি অনন্য চতুর্ভুজের জন্য প্রয়োজন।",6
চতুর্ভুজ অঙ্কন,64,কোন ডেটা সেট চতুর্ভুজ নির্মাণের অনুমতি দেয়?,চারটি বাহু,তিনটি বাহু এবং একটি কোণ,চারটি বাহু এবং একটি কর্ণ,দুটি বাহু এবং দুটি কোণ,C,"চারটি বাহু এবং একটি কর্ণ পাঁচটি ডেটা পয়েন্ট দেয়, যা একটি অনন্য চতুর্ভুজের জন্য যথেষ্ট।",9
চতুর্ভুজ অঙ্কন,65,"4 সেমি, 6 সেমি কর্ণ এবং 45 degrees মধ্যবর্তী কোণ দিয়ে একটি সমান্তরালিক নির্মাণে প্রথম ধাপ কী?",4 সেমি কর্ণ আঁকুন,45 degrees কোণ আঁকুন,কর্ণ দ্বিখণ্ডিত করুন,একটি বাহু আঁকুন,A,প্রথম কর্ণ (4 সেমি) ভিত্তি অংশ হিসেবে আঁকা হয়।,1
চতুর্ভুজ অঙ্কন,66,একটি সমান্তরালিকের কর্ণ সম্পর্কে কী সত্য?,তারা সমান,তারা একে অপরকে দ্বিখণ্ডিত করে,তারা লম্ব,তারা সমকোণ গঠন করে,B,"নির্মাণ অনুযায়ী, কর্ণগুলো O বিন্দুতে একে অপরকে দ্বিখণ্ডিত করে।",4
চতুর্ভুজ অঙ্কন,67,"4 সেমি, 6 সেমি সমান্তরাল বাহু এবং 60 degrees, 50 degrees কোণ দিয়ে ট্র্যাপিজিয়াম নির্মাণে প্রথমে কী আঁকা হয়?",4 সেমি বাহু,60 degrees কোণ,6 সেমি বাহু,লম্ব,A,বৃহত্তর সমান্তরাল বাহু (6 সেমি) প্রথমে ভিত্তি হিসেবে আঁকা হয়।,7
চতুর্ভুজ অঙ্কন,68,3.5 সেমি বাহু এবং 45 degrees কোণ দিয়ে নির্মিত একটি রম্বসে কতটি বাহু সমান?,দুটি,তিনটি,চারটি,কোনোটিই নয়,C,"একটি রম্বসের চারটি বাহু সমান, তাই সব বাহু 3.5 সেমি।",2
চতুর্ভুজ অঙ্কন,69,একটি সমান্তরালিকে কী নিশ্চিত করে যে AB = CD?,সমান কর্ণ,সমতুল্য ত্রিভুজ,লম্ব দ্বিখণ্ডক,সমান কোণ,B,"AOB এবং COD ত্রিভুজ সমতুল্য, যা নিশ্চিত করে AB = CD।",5
চতুর্ভুজ অঙ্কন,70,16 সেমি পরিসীমা সহ একটি বর্গক্ষেত্র নির্মাণের প্রথম ধাপ কী?,4 সেমি বাহু আঁকুন,90 degrees কোণ আঁকুন,একটি অংশ দ্বিখণ্ডিত করুন,একটি কর্ণ আঁকুন,A,"প্রতিটি বাহু 16 / 4 = 4 সেমি, তাই প্রথমে 4 সেমি বাহু আঁকা হয়।",8
চতুর্ভুজ অঙ্কন,71,কোন ডেটা একটি সমান্তরালিক নির্মাণের জন্য যথেষ্ট?,দুটি বাহু এবং একটি কোণ,তিনটি বাহু,দুটি কর্ণ এবং একটি বাহু,চারটি বাহু,C,দুটি কর্ণ এবং একটি বাহু একটি সমান্তরালিক নির্মাণের জন্য যথেষ্ট ডেটা দেয়।,3
চতুর্ভুজ অঙ্কন,72,"3 সেমি, 3.5 সেমি, 4 সেমি, 2.5 সেমি বাহু এবং 60 degrees কোণ দিয়ে একটি চতুর্ভুজে প্রথমে কী নির্মাণ করা হয়?",3 সেমি বাহু,60 degrees কোণ,একটি কর্ণ,লম্ব,A,"একটি বাহু (যেমন, 3 সেমি) ভিত্তি হিসেবে আঁকা হয়।",6
