Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
ত্রিভুজ,14,"একটি ত্রিভুজের দুটি বাহু যদি সমান হয়, তবে কোন কোণগুলো সমান হবে?",সমান বাহুগুলোর বিপরীত কোণ,সমান বাহুগুলোর সংনিকট কোণ,তিনটি কোণই,কোনো কোণই নয়,A,"ত্রিভুজের দুটি বাহু সমান হলে সমান বাহুগুলোর বিপরীত কোণগুলো সমান হয়, যা থিওরেম 6 দ্বারা প্রমাণিত।",3
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",15,একটি সরলকোণের পরিমাপ কত?,90°,180°,270°,360°,B,"একটি সরলকোণের পরিমাপ 180° হয়, কারণ এটি দুটি বিপরীত রশ্মি দ্বারা তৈরি হয়।",2
জ্যামিতিক পরিচিতি,16,ইউক্লিডের কোন পোস্টুলেট বলে যে যেকোনো কেন্দ্র এবং ব্যাসার্ধ দিয়ে একটি বৃত্ত আঁকা যায়?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,চতুর্থ পোস্টুলেট,C,ইউক্লিডের তৃতীয় পোস্টুলেট বলে যে যেকোনো কেন্দ্র এবং ব্যাসার্ধ দিয়ে একটি বৃত্ত আঁকা যায়।,1
ত্রিভুজ,17,একটি সমকোণী ত্রিভুজের কর্ণের উপর বর্গ কীসের সমান?,অন্য দুটি বাহুর উপর বর্গের সমষ্টি,অন্য দুটি বাহুর উপর বর্গের বিয়োগ,অন্য দুটি বাহুর গুণফল,অন্য দুটি বাহুর ভাগফল,A,"পিথাগোরাসের থিওরেম (থিওরেম 15) অনুযায়ী, একটি সমকোণী ত্রিভুজের কর্ণের উপর বর্গ অন্য দুটি বাহুর উপর বর্গের সমষ্টির সমান।",5
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",18,দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি একই পাশের অভ্যন্তরীণ কোণগুলো কীসের সমান?,একটি সমকোণ,দুটি সমকোণ,তিনটি সমকোণ,চারটি সমকোণ,B,"দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি একই পাশের অভ্যন্তরীণ কোণগুলোর সমষ্টি দুটি সমকোণ বা 180°, যা ইউক্লিডের পঞ্চম পোস্টুলেটের সমতুল্য।",6
জ্যামিতিক পরিচিতি,19,ইউক্লিডের কোন অ্যাক্সিওম বলে যে সমান থেকে সমান বিয়োগ করলে বাকি সমান হয়?,প্রথম অ্যাক্সিওম,দ্বিতীয় অ্যাক্সিওম,তৃতীয় অ্যাক্সিওম,চতুর্থ অ্যাক্সিওম,C,ইউক্লিডের তৃতীয় অ্যাক্সিওম বলে যে সমান থেকে সমান বিয়োগ করলে বাকি সমান হয়।,3
ত্রিভুজ,20,একটি ত্রিভুজের যেকোনো দুটি বাহুর সমষ্টি কীসের চেয়ে বড়?,তৃতীয় বাহু,অভ্যন্তরীণ কোণের সমষ্টি,বহিঃকোণ,মধ্যমা,A,"থিওরেম 13 অনুযায়ী, একটি ত্রিভুজের যেকোনো দুটি বাহুর সমষ্টি তৃতীয় বাহুর চেয়ে বড়।",4
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",21,"দুটি সংনিকট কোণ যদি সমান হয়, তবে প্রতিটি কোণ কত ডিগ্রি?",45°,90°,120°,180°,B,"দুটি সংনিকট কোণ যদি সমান হয় এবং তারা একটি সরলরেখায় থাকে, তবে প্রতিটি কোণ 90°, কারণ তাদের সমষ্টি 180°।",5
জ্যামিতিক পরিচিতি,22,ইউক্লিডের কোন পোস্টুলেট সরলরেখার সংজ্ঞা দেয় না?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,পঞ্চম পোস্টুলেট,D,"ইউক্লিডের পঞ্চম পোস্টুলেট সমান্তরাল রেখার সাথে সম্পর্কিত, সরলরেখার সংজ্ঞা দেয় না।",4
ত্রিভুজ,23,"একটি ত্রিভুজের দুটি কোণ সমান হলে, কোন বাহুগুলো সমান হবে?",সমান কোণগুলোর বিপরীত বাহু,সমান কোণগুলোর সংনিকট বাহু,তিনটি বাহুই,কোনো বাহুই নয়,A,"থিওরেম 7 অনুযায়ী, একটি ত্রিভুজের দুটি কোণ সমান হলে সমান কোণগুলোর বিপরীত বাহুগুলো সমান হবে।",6
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",24,একটি তীক্ষ্ণ কোণের পরিমাপ কত হতে পারে?,90° এর বেশি,90° এর কম,180° এর বেশি,270° এর বেশি,B,"একটি তীক্ষ্ণ কোণের পরিমাপ 90° এর কম হয়, কারণ এটি সমকোণের চেয়ে ছোট।",1
জ্যামিতিক পরিচিতি,25,ইউক্লিডের কোন অ্যাক্সিওম বলে যে একই জিনিসের সমান জিনিসগুলো নিজেদের মধ্যে সমান?,প্রথম অ্যাক্সিওম,দ্বিতীয় অ্যাক্সিওম,তৃতীয় অ্যাক্সিওম,চতুর্থ অ্যাক্সিওম,A,ইউক্লিডের প্রথম অ্যাক্সিওম বলে যে একই জিনিসের সমান জিনিসগুলো নিজেদের মধ্যে সমান।,5
ত্রিভুজ,26,একটি ত্রিভুজের যেকোনো দুটি বাহুর পার্থক্য কীসের চেয়ে ছোট?,তৃতীয় বাহু,অভ্যন্তরীণ কোণের সমষ্টি,বহিঃকোণ,মধ্যমা,A,"করোলারি 5 অনুযায়ী, একটি ত্রিভুজের যেকোনো দুটি বাহুর পার্থক্য তৃতীয় বাহুর চেয়ে ছোট।",7
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",27,একটি প্রবৃদ্ধ কোণের পরিমাপ কত হতে পারে?,90° এর কম,90° এর বেশি কিন্তু 180° এর কম,180° এর বেশি কিন্তু 360° এর কম,360° এর বেশি,C,একটি প্রবৃদ্ধ কোণের পরিমাপ 180° এর বেশি কিন্তু 360° এর কম হয়।,2
জ্যামিতিক পরিচিতি,28,ইউক্লিডের কোন পোস্টুলেট সমান্তরাল রেখার সাথে সম্পর্কিত?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,পঞ্চম পোস্টুলেট,D,"ইউক্লিডের পঞ্চম পোস্টুলেট সমান্তরাল রেখার সাথে সম্পর্কিত, যা ট্রান্সভার্সাল দ্বারা তৈরি কোণের সমষ্টি বর্ণনা করে।",6
ত্রিভুজ,29,একটি সমবাহু ত্রিভুজের তিনটি বাহু কত ডিগ্রি?,সমান,অসমান,দুটি সমান,কোনোটিই নয়,A,"একটি সমবাহু ত্রিভুজের তিনটি বাহু সমান হয়, যেমনটি সংজ্ঞায় বর্ণিত।",1
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",30,"দুটি কোণের সমষ্টি যদি 2 সমকোণ হয়, তবে তারা কী বলা হয়?",পরিপূরক কোণ,পরিপূরণ কোণ,বিপরীত কোণ,সংনিকট কোণ,B,দুটি কোণের সমষ্টি 2 সমকোণ বা 180° হলে তারা পরিপূরণ কোণ বলা হয়।,3
জ্যামিতিক পরিচিতি,31,ইউক্লিডের কোন অ্যাক্সিওম বলে যে একই জিনিসের উপর অবস্থিত জিনিসগুলো সমান?,প্রথম অ্যাক্সিওম,দ্বিতীয় অ্যাক্সিওম,তৃতীয় অ্যাক্সিওম,চতুর্থ অ্যাক্সিওম,D,ইউক্লিডের চতুর্থ অ্যাক্সিওম বলে যে একই জিনিসের উপর অবস্থিত জিনিসগুলো সমান।,7
ত্রিভুজ,32,"একটি ত্রিভুজের দুটি কোণ যদি 50° এবং 60° হয়, তবে তৃতীয় কোণ কত?",70°,80°,90°,100°,A,"ত্রিভুজের তিনটি কোণের সমষ্টি 180°, তাই তৃতীয় কোণ = 180° - (50° + 60°) = 70°।",2
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",33,"দুটি কোণের সমষ্টি যদি 1 সমকোণ হয়, তবে তারা কী বলা হয়?",পরিপূরক কোণ,পরিপূরণ কোণ,বিপরীত কোণ,সংনিকট কোণ,A,দুটি কোণের সমষ্টি 1 সমকোণ বা 90° হলে তারা পরিপূরক কোণ বলা হয়।,4
জ্যামিতিক পরিচিতি,34,ইউক্লিডের কোন পোস্টুলেট বলে যে দুটি বিন্দুর মধ্যে একটি সরলরেখা টানা যায়?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,চতুর্থ পোস্টুলেট,A,ইউক্লিডের প্রথম পোস্টুলেট বলে যে যেকোনো দুটি বিন্দুর মধ্যে একটি সরলরেখা টানা যায়।,1
ত্রিভুজ,35,"একটি ত্রিভুজের একটি কোণ 90° হলে, ত্রিভুজটি কী ধরনের?",তীক্ষ্ণকোণী,সমকোণী,প্রবৃদ্ধকোণী,সমবাহু,B,"একটি ত্রিভুজের একটি কোণ 90° হলে ত্রিভুজটি সমকোণী হয়, যেমনটি সংজ্ঞায় বর্ণিত।",3
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",36,দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি পর্যায়ী কোণগুলো কী?,সমান,অসমান,পরিপূরক,পরিপূরণ,A,"দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি পর্যায়ী কোণগুলো সমান হয়, যা ইউক্লিডের পঞ্চম পোস্টুলেটের সমতুল্য।",5
জ্যামিতিক পরিচিতি,37,ইউক্লিডের কোন অ্যাক্সিওম বলে যে সমানের সাথে সমান যোগ করলে সমষ্টি সমান হয়?,প্রথম অ্যাক্সিওম,দ্বিতীয় অ্যাক্সিওম,তৃতীয় অ্যাক্সিওম,চতুর্থ অ্যাক্সিওম,B,ইউক্লিডের দ্বিতীয় অ্যাক্সিওম বলে যে সমানের সাথে সমান যোগ করলে সমষ্টি সমান হয়।,2
ত্রিভুজ,38,"একটি ত্রিভুজের একটি কোণ 120° হলে, ত্রিভুজটি কী ধরনের?",তীক্ষ্ণকোণী,সমকোণী,প্রবৃদ্ধকোণী,সমবাহু,C,"একটি ত্রিভুজের একটি কোণ 120° হলে ত্রিভুজটি প্রবৃদ্ধকোণী হয়, কারণ একটি কোণ 90° এর চেয়ে বড়।",4
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",39,একটি রিফ্লেক্স কোণের পরিমাপ কত হতে পারে?,90° এর কম,90° এর বেশি কিন্তু 180° এর কম,180° এর বেশি কিন্তু 360° এর কম,360° এর বেশি,C,একটি রিফ্লেক্স কোণের পরিমাপ 180° এর বেশি কিন্তু 360° এর কম হয়।,6
জ্যামিতিক পরিচিতি,40,ইউক্লিডের কোন পোস্টুলেট বলে যে সমকোণ সব সময় সমান হয়?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,চতুর্থ পোস্টুলেট,D,ইউক্লিডের চতুর্থ পোস্টুলেট বলে যে সমকোণ সব সময় সমান হয়।,1
ত্রিভুজ,41,একটি ত্রিভুজের তিনটি বাহু সমান হলে ত্রিভুজটি কী ধরনের?,সমবাহু,সমদ্বিবাহু,অসমবাহু,সমকোণী,A,"একটি ত্রিভুজের তিনটি বাহু সমান হলে ত্রিভুজটি সমবাহু হয়, যেমনটি সংজ্ঞায় বর্ণিত।",1
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",42,দুটি সরলরেখা সমান্তরাল হলে তাদের মধ্যে দূরত্ব কী হয়?,সর্বদা পরিবর্তনশীল,সর্বদা সমান,কখনো সমান নয়,শূন্য,B,"দুটি সমান্তরাল রেখার মধ্যে দূরত্ব সর্বদা সমান হয়, যেমনটি সমান্তরাল রেখার সংজ্ঞায় বর্ণিত।",7
জ্যামিতিক পরিচিতি,43,ইউক্লিডের কোন অ্যাক্সিওম বলে যে সমান থেকে সমান বিয়োগ করলে বাকি সমান হয়?,প্রথম অ্যাক্সিওম,দ্বিতীয় অ্যাক্সিওম,তৃতীয় অ্যাক্সিওম,চতুর্থ অ্যাক্সিওম,C,ইউক্লিডের তৃতীয় অ্যাক্সিওম বলে যে সমান থেকে সমান বিয়োগ করলে বাকি সমান হয়।,2
ত্রিভুজ,44,"একটি ত্রিভুজের একটি কোণ 90° এর কম হলে, ত্রিভুজটি কী ধরনের?",তীক্ষ্ণকোণী,সমকোণী,প্রবৃদ্ধকোণী,সমবাহু,A,"একটি ত্রিভুজের তিনটি কোণই 90° এর কম হলে ত্রিভুজটি তীক্ষ্ণকোণী হয়, যেমনটি সংজ্ঞায় বর্ণিত।",2
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",45,"দুটি কোণ যদি একই শীর্ষবিন্দু এবং একটি সাধারণ বাহু থাকে এবং বিপরীত দিকে থাকে, তবে তারা কী বলা হয়?",পরিপূরক কোণ,পরিপূরণ কোণ,বিপরীত কোণ,সংনিকট কোণ,D,"দুটি কোণ যদি একই শীর্ষবিন্দু এবং একটি সাধারণ বাহু থাকে এবং বিপরীত দিকে থাকে, তবে তারা সংনিকট কোণ বলা হয়।",3
জ্যামিতিক পরিচিতি,46,ইউক্লিডের কোন পোস্টুলেট বলে যে সমান্তরাল রেখার মধ্যে কোণের সমষ্টি দুই সমকোণের কম হলে তারা ছেদ করবে?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,পঞ্চম পোস্টুলেট,D,ইউক্লিডের পঞ্চম পোস্টুলেট বলে যে সমান্তরাল রেখার মধ্যে কোণের সমষ্টি দুই সমকোণের কম হলে তারা ছেদ করবে।,3
ত্রিভুজ,47,"একটি ত্রিভুজের দুটি বাহু যদি সমান হয়, ত্রিভুজটি কী ধরনের?",সমবাহু,সমদ্বিবাহু,অসমবাহু,সমকোণী,B,"একটি ত্রিভুজের দুটি বাহু সমান হলে ত্রিভুজটি সমদ্বিবাহু হয়, যেমনটি সংজ্ঞায় বর্ণিত।",1
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",48,দুটি সরলরেখা ছেদ করলে তৈরি সংনিকট কোণগুলোর সমষ্টি কত?,1 সমকোণ,2 সমকোণ,3 সমকোণ,4 সমকোণ,B,"দুটি সরলরেখা ছেদ করলে তৈরি সংনিকট কোণগুলোর সমষ্টি 2 সমকোণ বা 180°, যা থিওরেম 1 দ্বারা প্রমাণিত।",4
জ্যামিতিক পরিচিতি,49,ইউক্লিডের কোন অ্যাক্সিওম বলে যে একই জিনিসের উপর অবস্থিত জিনিসগুলো সমান?,প্রথম অ্যাক্সিওম,দ্বিতীয় অ্যাক্সিওম,তৃতীয় অ্যাক্সিওম,চতুর্থ অ্যাক্সিওম,D,ইউক্লিডের চতুর্থ অ্যাক্সিওম বলে যে একই জিনিসের উপর অবস্থিত জিনিসগুলো সমান।,4
ত্রিভুজ,50,একটি ত্রিভুজের তিনটি বাহু অসমান হলে ত্রিভুজটি কী ধরনের?,সমবাহু,সমদ্বিবাহু,অসমবাহু,সমকোণী,C,"একটি ত্রিভুজের তিনটি বাহু অসমান হলে ত্রিভুজটি অসমবাহু হয়, যেমনটি সংজ্ঞায় বর্ণিত।",1
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",51,দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি পর্যায়ী কোণগুলো কী?,সমান,অসমান,পরিপূরক,পরিপূরণ,A,"দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি পর্যায়ী কোণগুলো সমান হয়, যা ইউক্লিডের পঞ্চম পোস্টুলেটের সমতুল্য।",5
জ্যামিতিক পরিচিতি,52,ইউক্লিডের কোন পোস্টুলেট বলে যে যেকোনো দুটি বিন্দুর মধ্যে একটি সরলরেখা টানা যায়?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,চতুর্থ পোস্টুলেট,A,ইউক্লিডের প্রথম পোস্টুলেট বলে যে যেকোনো দুটি বিন্দুর মধ্যে একটি সরলরেখা টানা যায়।,1
ত্রিভুজ,53,"একটি ত্রিভুজের একটি বাহু বাড়ালে যে বহিঃকোণ তৈরি হয়, তা কোন কোণের চেয়ে বড়?",সংনিকট অভ্যন্তরীণ কোণ,দুটি অভ্যন্তরীণ বিপরীত কোণ,তিনটি অভ্যন্তরীণ কোণের সমষ্টি,একটি সমকোণ,B,"করোলারি 3 অনুযায়ী, একটি ত্রিভুজের বহিঃকোণ দুটি অভ্যন্তরীণ বিপরীত কোণের চেয়ে বড়।",6
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",54,"দুটি কোণ যদি একই শীর্ষবিন্দু এবং একটি সাধারণ বাহু থাকে এবং বিপরীত দিকে থাকে, তবে তারা কী বলা হয়?",পরিপূরক কোণ,পরিপূরণ কোণ,বিপরীত কোণ,সংনিকট কোণ,D,"দুটি কোণ যদি একই শীর্ষবিন্দু এবং একটি সাধারণ বাহু থাকে এবং বিপরীত দিকে থাকে, তবে তারা সংনিকট কোণ বলা হয়।",2
জ্যামিতিক পরিচিতি,55,ইউক্লিডের কোন পোস্টুলেট বলে যে সমান্তরাল রেখার মধ্যে কোণের সমষ্টি দুই সমকোণের কম হলে তারা ছেদ করবে?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,পঞ্চম পোস্টুলেট,D,ইউক্লিডের পঞ্চম পোস্টুলেট বলে যে সমান্তরাল রেখার মধ্যে কোণের সমষ্টি দুই সমকোণের কম হলে তারা ছেদ করবে।,3
ত্রিভুজ,56,"একটি ত্রিভুজের দুটি বাহু যদি 5 cm এবং 7 cm হয়, তৃতীয় বাহুর দৈর্ঘ্য কত হতে পারে?",1 cm,2 cm,3 cm,10 cm,D,"থিওরেম 13 এবং করোলারি 5 অনুযায়ী, তৃতীয় বাহুর দৈর্ঘ্য 7-5 = 2 cm এর চেয়ে বড় এবং 5+7 = 12 cm এর চেয়ে ছোট হতে হবে, তাই 10 cm সম্ভব।",8
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",57,দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি একই পাশের অভ্যন্তরীণ কোণগুলোর সমষ্টি কত?,90°,180°,270°,360°,B,"দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি একই পাশের অভ্যন্তরীণ কোণগুলোর সমষ্টি 180°, যা ইউক্লিডের পঞ্চম পোস্টুলেটের সমতুল্য।",4
জ্যামিতিক পরিচিতি,58,ইউক্লিডের কোন অ্যাক্সিওম বলে যে সমান থেকে সমান বিয়োগ করলে বাকি সমান হয়?,প্রথম অ্যাক্সিওম,দ্বিতীয় অ্যাক্সিওম,তৃতীয় অ্যাক্সিওম,চতুর্থ অ্যাক্সিওম,C,ইউক্লিডের তৃতীয় অ্যাক্সিওম বলে যে সমান থেকে সমান বিয়োগ করলে বাকি সমান হয়।,2
ত্রিভুজ,59,"একটি ত্রিভুজের দুটি কোণ যদি 40° এবং 70° হয়, তবে তৃতীয় কোণ কত?",70°,80°,90°,100°,A,"ত্রিভুজের তিনটি কোণের সমষ্টি 180°, তাই তৃতীয় কোণ = 180° - (40° + 70°) = 70°।",1
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",60,দুটি সরলরেখা ছেদ করলে তৈরি সংনিকট কোণগুলোর সমষ্টি কত?,1 সমকোণ,2 সমকোণ,3 সমকোণ,4 সমকোণ,B,"দুটি সরলরেখা ছেদ করলে তৈরি সংনিকট কোণগুলোর সমষ্টি 2 সমকোণ বা 180°, যা থিওরেম 1 দ্বারা প্রমাণিত।",3
জ্যামিতিক পরিচিতি,61,ইউক্লিডের কোন পোস্টুলেট বলে যে যেকোনো কেন্দ্র এবং ব্যাসার্ধ দিয়ে একটি বৃত্ত আঁকা যায়?,প্রথম পোস্টুলেট,দ্বিতীয় পোস্টুলেট,তৃতীয় পোস্টুলেট,চতুর্থ পোস্টুলেট,C,ইউক্লিডের তৃতীয় পোস্টুলেট বলে যে যেকোনো কেন্দ্র এবং ব্যাসার্ধ দিয়ে একটি বৃত্ত আঁকা যায়।,1
ত্রিভুজ,62,"একটি ত্রিভুজের একটি কোণ 90° এবং অন্য দুটি কোণ 45° হলে, ত্রিভুজটি কী ধরনের?",সমবাহু,সমদ্বিবাহু,অসমবাহু,সমকোণী,D,"একটি ত্রিভুজের একটি কোণ 90° হলে ত্রিভুজটি সমকোণী হয়, এবং এখানে অন্য দুটি কোণ সমান হওয়ায় এটি সমদ্বিবাহুও।",2
"রেখা, রশ্মি, রেখাংশ, কোণ এবং সমান্তরাল সরলরেখা",63,দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি অনুরূপ কোণগুলো কী?,সমান,অসমান,পরিপূরক,পরিপূরণ,A,"দুটি সমান্তরাল রেখার ট্রান্সভার্সাল দ্বারা তৈরি অনুরূপ কোণগুলো সমান হয়, যা ইউক্লিডের পঞ্চম পোস্টুলেটের সমতুল্য।",4
জ্যামিতিক পরিচিতি,64,ইউক্লিডের কোন অ্যাক্সিওম বলে যে একই জিনিসের সমান জিনিসগুলো নিজেদের মধ্যে সমান?,প্রথম অ্যাক্সিওম,দ্বিতীয় অ্যাক্সিওম,তৃতীয় অ্যাক্সিওম,চতুর্থ অ্যাক্সিওম,A,ইউক্লিডের প্রথম অ্যাক্সিওম বলে যে একই জিনিসের সমান জিনিসগুলো নিজেদের মধ্যে সমান।,1
ত্রিভুজ,65,"একটি ত্রিভুজের দুটি কোণ যদি 60° এবং 70° হয়, তবে তৃতীয় কোণ কত?",50°,60°,70°,80°,A,"ত্রিভুজের তিনটি কোণের সমষ্টি 180°, তাই তৃতীয় কোণ = 180° - (60° + 70°) = 50°।",1
