Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
স্কেলার রাশি ও ভেক্টর রাশি,14,নিচের কোনটি ভেক্টর রাশির একক?,মিটার,মিটার/সেকেন্ড,কিলোগ্রাম,সেকেন্ড,B,মিটার/সেকেন্ড ভেক্টর রাশির একক,3
স্কেলার রাশি ও ভেক্টর রাশি,15,স্কেলার রাশির গুণফল কী ধরনের হয়?,ভেক্টর রাশি,স্কেলার রাশি,উভয়ই,কোনোটিই নয়,B,স্কেলার গুণফল স্কেলার হয়,3
স্কেলার রাশি ও ভেক্টর রাশি,16,ভেক্টর রাশির বিয়োগ করা যায় কীভাবে?,যোগের মাধ্যমে,গুণনের মাধ্যমে,ভাগের মাধ্যমে,কোনোটিই নয়,A,ভেক্টর বিয়োগ যোগের মাধ্যমে হয়,3
স্কেলার রাশি ও ভেক্টর রাশি,17,নিচের কোনটি স্কেলার রাশি?,বল,সরণ,সময়,ভরবেগ,C,সময় শুধু মান বিশিষ্ট,3
স্কেলার রাশি ও ভেক্টর রাশি,18,ভেক্টর রাশির দিক নির্দেশ করা হয় কীভাবে?,সংখ্যা দ্বারা,তীর চিহ্ন দ্বারা,অক্ষর দ্বারা,কোনোটিই নয়,B,তীর চিহ্ন দ্বারা ভেক্টরের দিক নির্দেশিত হয়,4
স্কেলার রাশি ও ভেক্টর রাশি,19,স্কেলার রাশির উদাহরণ কোনটি?,ওজন,চাপ,কাজ,ভরবেগ,C,কাজ স্কেলার রাশি,4
স্কেলার রাশি ও ভেক্টর রাশি,20,ভেক্টর রাশির মান বাড়লে কী হয়?,দিক পরিবর্তন হয়,দিক অপরিবর্তিত থাকে,রাশি স্কেলার হয়,কোনোটিই নয়,B,ভেক্টরের মান বাড়লেও দিক অপরিবর্তিত থাকে,4
স্কেলার রাশি ও ভেক্টর রাশি,21,নিচের কোন জোড়া ভেক্টর রাশি?,দূরত্ব ও সময়,বেগ ও ত্বরণ,ভর ও আয়তন,তাপমাত্রা ও শক্তি,B,বেগ ও ত্বরণ উভয়ই ভেক্টর রাশি,4
স্কেলার রাশি ও ভেক্টর রাশি,22,ভেক্টর রাশির মাত্রা থাকে কী?,হ্যাঁ,না,কখনো কখনো,কোনোটিই নয়,A,ভেক্টর রাশির মাত্রা থাকে,4
স্কেলার রাশি ও ভেক্টর রাশি,23,স্কেলার রাশির মাত্রা থাকে কী?,হ্যাঁ,না,কখনো কখনো,কোনোটিই নয়,A,স্কেলার রাশিরও মাত্রা থাকে,4
স্কেলার রাশি ও ভেক্টর রাশি,24,ভেক্টর রাশির সমতা নির্ধারণ করা যায় কীভাবে?,মান ও দিক দ্বারা,শুধু মান দ্বারা,শুধু দিক দ্বারা,কোনোটিই নয়,A,মান ও দিক সমান হলে ভেক্টর সমান,5
স্কেলার রাশি ও ভেক্টর রাশি,25,নিচের কোনটি স্কেলার রাশি?,সরণ,ওজন,আয়তন,ভরবেগ,C,আয়তন শুধু মান বিশিষ্ট,5
স্কেলার রাশি ও ভেক্টর রাশি,26,ভেক্টর রাশির বিপরীত ভেক্টর কী?,মান সমান দিক বিপরীত,মান ও দিক সমান,মান ভিন্ন দিক সমান,কোনোটিই নয়,A,বিপরীত ভেক্টরের মান সমান কিন্তু দিক বিপরীত,5
স্কেলার রাশি ও ভেক্টর রাশি,27,স্কেলার রাশির যোগ কী ধরনের হয়?,বীজগাণিতিক,জ্যামিতিক,উভয়ই,কোনোটিই নয়,A,স্কেলার যোগ বীজগাণিতিকভাবে হয়,5
স্কেলার রাশি ও ভেক্টর রাশি,28,নিচের কোনটি ভেক্টর রাশি নয়?,স্থানান্তর,বেগ,তাপমাত্রা,ভরবেগ,C,তাপমাত্রা স্কেলার রাশি,5
স্কেলার রাশি ও ভেক্টর রাশি,29,ভেক্টর রাশির লব্ধি কী?,সব ভেক্টরের যোগফল,সব ভেক্টরের গুণফল,সব ভেক্টরের বিয়োগফল,কোনোটিই নয়,A,লব্ধি是所有 ভেক্টরের যোগফল,5
স্কেলার রাশি ও ভেক্টর রাশি,30,স্কেলার রাশির সাথে ভেক্টর রাশির গুণন কী ধরনের হয়?,ভেক্টর রাশি,স্কেলার রাশি,উভয়ই,কোনোটিই নয়,A,স্কেলার ও ভেক্টরের গুণন ভেক্টর হয়,6
স্কেলার রাশি ও ভেক্টর রাশি,31,নিচের কোনটি ভেক্টর রাশির উদাহরণ?,ঘনত্ব,কাজ,বল,ভর,C,বল ভেক্টর রাশি,6
স্কেলার রাশি ও ভেক্টর রাশি,32,ভেক্টর রাশির উপাংশ কী?,এর অংশবিশেষ,এর মান,এর দিক,কোনোটিই নয়,A,ভেক্টর রাশিকে উপাংশে ভাগ করা যায়,6
স্কেলার রাশি ও ভেক্টর রাশি,33,স্কেলার রাশির সাথে ভেক্টর রাশির পার্থক্য কোথায়?,মান,দিক,উভয়ই,কোনোটিই নয়,B,স্কেলারে দিক নেই ভেক্টরে আছে,6
স্কেলার রাশি ও ভেক্টর রাশি,34,নিচের কোনটি ভেক্টর রাশি?,শক্তি,সময়,দূরত্ব,ভরবেগ,D,ভরবেগ ভেক্টর রাশি,6
স্কেলার রাশি ও ভেক্টর রাশি,35,ভেক্টর রাশির বিয়োগ ফলাফল কী?,ভেক্টর রাশি,স্কেলার রাশি,উভয়ই,কোনোটিই নয়,A,ভেক্টর বিয়োগের ফল ভেক্টর হয়,6
স্কেলার রাশি ও ভেক্টর রাশি,36,স্কেলার রাশির বিয়োগ কী ধরনের হয়?,বীজগাণিতিক,জ্যামিতিক,উভয়ই,কোনোটিই নয়,A,স্কেলার বিয়োগ বীজগাণিতিকভাবে হয়,7
স্কেলার রাশি ও ভেক্টর রাশি,37,নিচের কোনটি স্কেলার রাশি?,ত্বরণ,সরণ,ভর,বেগ,C,ভর স্কেলার রাশি,7
স্কেলার রাশি ও ভেক্টর রাশি,38,ভেক্টর রাশির দিক কয়টি হতে পারে?,একটি,দুইটি,অনেক,উপরের সবগুলো,D,ভেক্টরের দিক যেকোনো হতে পারে,7
স্কেলার রাশি ও ভেক্টর রাশি,39,স্কেলার রাশির উদাহরণ কোনটি?,ওজন,চাপ,বল,ভরবেগ,B,চাপ স্কেলার রাশি,7
স্কেলার রাশি ও ভেক্টর রাশি,40,ভেক্টর রাশির মান শূন্য হলে এর দিক কী হয়?,অসংজ্ঞায়িত,নির্দিষ্ট,শূন্য,কোনোটিই নয়,A,নাল ভেক্টরের দিক অসংজ্ঞায়িত,7
স্কেলার রাশি ও ভেক্টর রাশি,41,নিচের কোন জোড়া স্কেলার রাশি?,বেগ ও ত্বরণ,দূরত্ব ও সময়,বল ও ভরবেগ,সরণ ও ওজন,B,দূরত্ব ও সময় স্কেলার রাশি,7
স্কেলার রাশি ও ভেক্টর রাশি,42,ভেক্টর রাশির প্রতীক কী ধরনের হয়?,ইটালিক,বোল্ড বা তীর চিহ্নিত,সাধারণ,কোনোটিই নয়,B,ভেক্টর রাশি বোল্ড বা তীর চিহ্নিত হয়,8
স্কেলার রাশি ও ভেক্টর রাশি,43,স্কেলার রাশির প্রতীক কী ধরনের হয়?,ইটালিক,বোল্ড,সাধারণ,কোনোটিই নয়,C,স্কেলার রাশি সাধারণভাবে লেখা হয়,8
স্কেলার রাশি ও ভেক্টর রাশি,44,নিচের কোনটি ভেক্টর রাশি?,আয়তন,ঘনত্ব,ওজন,শক্তি,C,ওজন ভেক্টর রাশি,8
স্কেলার রাশি ও ভেক্টর রাশি,45,ভেক্টর রাশির সমতল কী?,যে সমতলে ভেক্টর অবস্থিত,যে সমতলে স্কেলার অবস্থিত,উভয়ই,কোনোটিই নয়,A,ভেক্টর রাশি একটি সমতলে অবস্থিত,8
স্কেলার রাশি ও ভেক্টর রাশি,46,স্কেলার রাশির মাত্রিক সূত্র আছে কী?,হ্যাঁ,না,কখনো কখনো,কোনোটিই নয়,A,স্কেলার রাশির মাত্রিক সূত্র আছে,8
স্কেলার রাশি ও ভেক্টর রাশি,47,নিচের কোনটি ভেক্টর রাশি নয়?,সরণ,ত্বরণ,ভর,বেগ,C,ভর স্কেলার রাশি,8
স্কেলার রাশি ও ভেক্টর রাশি,48,ভেক্টর রাশির স্কেলার গুণন কী ধরনের হয়?,ভেক্টর রাশি,স্কেলার রাশি,উভয়ই,কোনোটিই নয়,B,ভেক্টরের স্কেলার গুণন স্কেলার হয়,9
স্কেলার রাশি ও ভেক্টর রাশি,49,স্কেলার রাশির সাথে ভেক্টর রাশির তুলনা করা যায় কী?,হ্যাঁ,না,কখনো কখনো,কোনোটিই নয়,B,স্কেলার ও ভেক্টর রাশি তুলনাযোগ্য নয়,9
স্কেলার রাশি ও ভেক্টর রাশি,50,ভেক্টর রাশির দিক পরিবর্তন হলে কী হয়?,মান পরিবর্তন হয়,মান অপরিবর্তিত থাকে,রাশি স্কেলার হয়,কোনোটিই নয়,B,ভেক্টরের দিক পরিবর্তনে মান অপরিবর্তিত থাকে,9
স্কেলার রাশি ও ভেক্টর রাশি,51,ভেক্টর রাশির মান কখন শূন্য হয়?,যখন দিক শূন্য,যখন উপাংশ শূন্য,যখন মান ও দিক শূন্য,কোনোটিই নয়,C,ভেক্টরের মান ও দিক শূন্য হলে নাল ভেক্টর হয়,9
স্কেলার রাশি ও ভেক্টর রাশি,52,স্কেলার রাশির সাথে ভেক্টর রাশির যোগ করা যায় কী?,হ্যাঁ,না,কখনো কখনো,কোনোটিই নয়,B,স্কেলার ও ভেক্টর রাশি যোগ করা যায় না,9
স্কেলার রাশি ও ভেক্টর রাশি,53,ভেক্টর রাশির উপাংশের সংখ্যা কয়টি?,1,2,3,নির্দিষ্ট নয়,D,ভেক্টর রাশির উপাংশ সংখ্যা নির্দিষ্ট নয়,10
স্কেলার রাশি ও ভেক্টর রাশি,54,নিচের কোনটি স্কেলার রাশির উদাহরণ?,বল,সরণ,তাপমাত্রা,ভরবেগ,C,তাপমাত্রা স্কেলার রাশি,10
স্কেলার রাশি ও ভেক্টর রাশি,55,ভেক্টর রাশির দিক নির্দেশ করতে কী ব্যবহৃত হয়?,কোণ,তীর চিহ্ন,সংখ্যা,উপরের সবগুলো,D,ভেক্টরের দিক নির্দেশে কোণ/তীর চিহ্ন ব্যবহৃত হয়,7
স্কেলার রাশি ও ভেক্টর রাশি,56,স্কেলার রাশির গুণফল ভেক্টর রাশি হলে তাকে কী বলে?,ডট গুণন,ক্রস গুণন,যোগ গুণন,কোনোটিই নয়,B,ক্রস গুণনের ফল ভেক্টর হয়,6
স্কেলার রাশি ও ভেক্টর রাশি,57,নিচের কোনটি ভেক্টর রাশির একক?,জুল,নিউটন,পাস্কাল,কিলোগ্রাম,B,নিউটন ভেক্টর রাশির একক,7
স্কেলার রাশি ও ভেক্টর রাশি,58,স্কেলার রাশির সাথে স্কেলার রাশির গুণফল কী হয়?,ভেক্টর রাশি,স্কেলার রাশি,উভয়ই,কোনোটিই নয়,B,স্কেলার × স্কেলার = স্কেলার,8
স্কেলার রাশি ও ভেক্টর রাশি,59,ভেক্টর রাশির মান কিসের উপর নির্ভর করে?,দিক,উপাংশ,সময়,কোনোটিই নয়,B,ভেক্টরের মান উপাংশের উপর নির্ভর করে,10
স্কেলার রাশি ও ভেক্টর রাশি,60,নিচের কোনটি ভেক্টর রাশি?,কাজ,ক্ষমতা,ভরবেগ,উষ্ণতা,C,ভরবেগ ভেক্টর রাশি,10
স্কেলার রাশি ও ভেক্টর রাশি,61,স্কেলার রাশির উদাহরণ কোনটি?,বেগ,ওজন,আয়তন,ভরবেগ,C,আয়তন স্কেলার রাশি,9
স্কেলার রাশি ও ভেক্টর রাশি,62,ভেক্টর রাশির মান বাড়লে দিকের কী পরিবর্তন হয়?,দিক বাড়ে,দিক কমে,দিক অপরিবর্তিত থাকে,কোনোটিই নয়,C,ভেক্টরের মান বাড়লেও দিক অপরিবর্তিত থাকে,8
স্কেলার রাশি ও ভেক্টর রাশি,63,নিচের কোনটি স্কেলার রাশি?,সরণ,বেগ,সময়,ভরবেগ,C,সময় স্কেলার রাশি,8
স্কেলার রাশি ও ভেক্টর রাশি,64,ভেক্টর রাশির লব্ধি সর্বদা কী?,ভেক্টর রাশি,স্কেলার রাশি,উভয়ই,কোনোটিই নয়,A,লব্ধি ভেক্টর সর্বদা ভেক্টর রাশি,9
ভেক্টরের যোগ ও বিয়োগ,65,দুটি ভেক্টর রাশির লব্ধি সর্বোচ্চ কত হতে পারে?,|A| + |B|,|A| - |B|,√(A² + B²),0,A,লব্ধির সর্বোচ্চ মান = ভেক্টরদ্বয়ের মানের যোগফল,1
ভেক্টরের যোগ ও বিয়োগ,66,ত্রিভুজ সূত্রে ভেক্টর যোগে লব্ধির মান কীরূপ হয়?,প্রথম ভেক্টরের সমান,দ্বিতীয় ভেক্টরের সমান,তৃতীয় বাহুর সমান,কোনোটিই নয়,C,ত্রিভুজের তৃতীয় বাহুই লব্ধি নির্দেশ করে,1
ভেক্টরের যোগ ও বিয়োগ,67,ভেক্টর যোগের বিনিময় বিধি প্রযোজ্য?,হ্যাঁ,না,কখনো কখনো,কোনোটিই নয়,A,ভেক্টর যোগের ক্রম পরিবর্তনযোগ্য,1
ভেক্টরের যোগ ও বিয়োগ,68,যদি A + B = 0 হয়  তবে ভেক্টরদ্বয়ের সম্পর্ক কী?,A = B,A = -B,B = 0,A = 0,B,ভেক্টরদ্বয় পরস্পরের ঋণাত্মক,1
ভেক্টরের যোগ ও বিয়োগ,69,ভেক্টর বিয়োগ A - B সমান কী?,A + (-B),A + B,B - A,0,A,বিয়োগ হলো ঋণাত্মক ভেক্টরের যোগ,1
ভেক্টরের যোগ ও বিয়োগ,70,সমান্তরাল সরণের ক্ষেত্রে লব্ধি কত?,শূন্য,ভেক্টরদ্বয়ের গুণফল,ভেক্টরদ্বয়ের যোগফল,ভেক্টরদ্বয়ের বিয়োগফল,C,সমান্তরাল ভেক্টরের লব্ধি তাদের যোগফল,1
ভেক্টরের যোগ ও বিয়োগ,71,90° কোণে অবস্থিত দুটি ভেক্টরের লব্ধির মান কত?,A + B,√(A² + B²),A - B,0,B,লম্ব ভেক্টরের লব্ধি = √(A² + B²),1
ভেক্টরের যোগ ও বিয়োগ,72,যদি দুটি ভেক্টর পরস্পর বিপরীত দিকে থাকে  তবে লব্ধির মান কত?,|A| + |B|,|A| - |B|,√(A² + B²),0,B,বিপরীত ভেক্টরের লব্ধি = বড় মান - ছোট মান,2
ভেক্টরের যোগ ও বিয়োগ,73,একক ভেক্টর কী?,মান 1 বিশিষ্ট ভেক্টর,দিকবিহীন ভেক্টর,শূন্য ভেক্টর,কোনোটিই নয়,A,একক ভেক্টরের মান সর্বদা 1,2
ভেক্টরের যোগ ও বিয়োগ,74,ভেক্টর যোগের সংযোগ বিধি প্রযোজ্য?,হ্যাঁ,না,কখনো কখনো,কোনোটিই নয়,A,(A + B) + C = A + (B + C),2
ভেক্টরের যোগ ও বিয়োগ,75,120° কোণে দুটি সমান ভেক্টরের লব্ধির মান কত?,A,A√2,A√3,0,A,120° কোণে সমান ভেক্টরের লব্ধি = A,2
ভেক্টরের যোগ ও বিয়োগ,76,ভেক্টরের বিয়োগের ক্ষেত্রে কী প্রযোজ্য?,ত্রিভুজ সূত্র,বীজগাণিতিক সূত্র,উভয়ই,কোনোটিই নয়,C,ভেক্টর বিয়োগ ত্রিভুজ/বীজগাণিতিক উভয় সূত্রে করা যায়,2
ভেক্টরের যোগ ও বিয়োগ,77,নাল ভেক্টরের বৈশিষ্ট্য কী?,মান শূন্য,দিক নেই,উভয়ই,কোনোটিই নয়,C,নাল ভেক্টরের মান ও দিক শূন্য,2
ভেক্টরের যোগ ও বিয়োগ,78,যদি A + B = C হয় এবং |A| + |B| = |C| হয়  তবে ভেক্টরদ্বয়ের মধ্যবর্তী কোণ কত?,0°,90°,180°,45°,A,ভেক্টরদ্বয় একই দিকে থাকলে কোণ 0°,3
ভেক্টরের যোগ ও বিয়োগ,79,ভেক্টর যোগের বহুভুজ সূত্রে লব্ধি কী?,প্রথম ও শেষ বিন্দুর সংযোজক,সব ভেক্টরের যোগফল,শূন্য ভেক্টর,কোনোটিই নয়,A,প্রথম ও শেষ বিন্দুর সংযোজকই লব্ধি,3
ভেক্টরের যোগ ও বিয়োগ,80,60° কোণে দুটি সমান ভেক্টরের লব্ধির মান কত?,A,A√2,A√3,0,C,60° কোণে সমান ভেক্টরের লব্ধি = A√3,3
ভেক্টরের যোগ ও বিয়োগ,81,ভেক্টর বিয়োগ A - B = C হলে  C-এর দিক নির্ভর করে?,A-এর দিক,B-এর দিক,উভয়ের দিক,কোনোটিই নয়,C,C-এর দিক A ও B-এর আপেক্ষিক দিকের উপর নির্ভর করে,3
ভেক্টরের যোগ ও বিয়োগ,82,দুটি ভেক্টরের লব্ধি শূন্য হলে তাদের মধ্যে কোণ কত?,0°,90°,180°,45°,C,লব্ধি শূন্য হলে ভেক্টরদ্বয় পরস্পর বিপরীত,3
ভেক্টরের যোগ ও বিয়োগ,83,ভেক্টর যোগের ক্ষেত্রে লব্ধির সর্বনিম্ন মান কত?,|A| + |B|,|A| - |B|,√(A² + B²),0,B,লব্ধির সর্বনিম্ন মান = বড় মান - ছোট মান,3
ভেক্টরের যোগ ও বিয়োগ,84,একই দিকে অবস্থিত দুটি ভেক্টরের লব্ধির মান কত?,|A| + |B|,|A| - |B|,√(A² + B²),0,A,একই দিকের ভেক্টরের লব্ধি = তাদের যোগফল,3
ভেক্টরের যোগ ও বিয়োগ,85,ভেক্টর যোগের আয়তন সূত্র প্রযোজ্য কয়টি ভেক্টরের জন্য?,2,3,4,যেকোনো সংখ্যক,B,আয়তন সূত্র ৩টি ভেক্টরের জন্য প্রযোজ্য,4
ভেক্টরের যোগ ও বিয়োগ,86,দুটি ভেক্টরের লব্ধি √3A এবং তাদের মধ্যবর্তী কোণ 30° হলে ভেক্টরদ্বয়ের মান কত?,A ও A,A ও 2A,2A ও 3A,A ও √2A,B,মান A ও 2A হলে লব্ধি √3A হয়,4
ভেক্টরের যোগ ও বিয়োগ,87,ভেক্টর বিয়োগের ক্ষেত্রে লব্ধির দিক নির্ভর করে?,বড় ভেক্টরের দিক,ছোট ভেক্টরের দিক,ভেক্টরদ্বয়ের আপেক্ষিক দিক,কোনোটিই নয়,C,বিয়োগফলের দিক আপেক্ষিক দিকের উপর নির্ভর করে,4
ভেক্টরের যোগ ও বিয়োগ,88,দুটি ভেক্টরের মান যথাক্রমে 3 ও 4 একক এবং তাদের লব্ধি 5 একক হলে মধ্যবর্তী কোণ কত?,0°,90°,180°,45°,B,3² + 4² = 5² হওয়ায় কোণ 90°,4
ভেক্টরের যোগ ও বিয়োগ,89,ভেক্টর যোগের ক্ষেত্রে লব্ধি সর্বদা কী?,ভেক্টর রাশি,স্কেলার রাশি,উভয়ই,কোনোটিই নয়,A,ভেক্টর যোগের ফল সর্বদা ভেক্টর,4
ভেক্টরের যোগ ও বিয়োগ,90,দুটি ভেক্টরের মধ্যবর্তী কোণ বাড়লে তাদের লব্ধির মান কী হয়?,বাড়ে,কমে,অপরিবর্তিত থাকে,কোনোটিই নয়,B,কোণ বাড়লে লব্ধির মান কমে,4
ভেক্টরের যোগ ও বিয়োগ,91,একক ভেক্টর নির্ণয়ের সূত্র কী?,A/|A|,A x |A|,A + |A|,কোনোটিই নয়,A,একক ভেক্টর = ভেক্টর/তার মান,5
ভেক্টরের যোগ ও বিয়োগ,92,দুটি ভেক্টরের লব্ধি শূন্য হলে তাদের সম্পর্ক কী?,সমান,বিপরীত,লম্ব,কোনোটিই নয়,B,লব্ধি শূন্য হলে ভেক্টরদ্বয় সমান ও বিপরীত,5
ভেক্টরের যোগ ও বিয়োগ,93,ভেক্টর যোগের ক্ষেত্রে লব্ধির মান সর্বদা কী?,ভেক্টরদ্বয়ের যোগফলের সমান,ভেক্টরদ্বয়ের বিয়োগফলের সমান,√(A² + B² + 2ABcosθ),কোনোটিই নয়,C,লব্ধির মান = √(A² + B² + 2ABcosθ),5
ভেক্টরের যোগ ও বিয়োগ,94,দুটি ভেক্টরের মান যথাক্রমে A ও A√3 এবং তাদের লব্ধি 2A হলে মধ্যবর্তী কোণ কত?,30°,60°,90°,120°,A,cosθ = √3/2 হলে θ = 30°,5
ভেক্টরের যোগ ও বিয়োগ,95,ভেক্টর বিয়োগের ক্ষেত্রে লব্ধির মান কত?,√(A² + B² - 2ABcosθ),A + B,A - B,কোনোটিই নয়,A,বিয়োগফলের মান = √(A² + B² - 2ABcosθ),5
ভেক্টরের যোগ ও বিয়োগ,96,দুটি ভেক্টরের মধ্যবর্তী কোণ 180° হলে লব্ধির মান কত?,|A| + |B|,|A| - |B|,√(A² + B²),0,B,180° কোণে লব্ধি = বড় মান - ছোট মান,6
ভেক্টরের যোগ ও বিয়োগ,97,ভেক্টর যোগের ক্ষেত্রে লব্ধির দিক নির্ভর করে?,ভেক্টরদ্বয়ের মান,ভেক্টরদ্বয়ের দিক,উভয়ই,কোনোটিই নয়,C,লব্ধির দিক মান ও দিক উভয়ের উপর নির্ভর করে,6
ভেক্টরের যোগ ও বিয়োগ,98,দুটি সমান ভেক্টরের মধ্যবর্তী কোণ 120° হলে লব্ধির মান কত?,A,A√2,A√3,0,A,120° কোণে সমান ভেক্টরের লব্ধি = A,6
ভেক্টরের যোগ ও বিয়োগ,99,ভেক্টর যোগের ক্ষেত্রে সর্বোচ্চ কয়টি ভেক্টরের লব্ধি শূন্য হতে পারে?,2,3,4,অসীম,D,অসীম সংখ্যক ভেক্টরের লব্ধি শূন্য হতে পারে,6
ভেক্টরের যোগ ও বিয়োগ,100,দুটি ভেক্টরের লব্ধির মান A√2 এবং মধ্যবর্তী কোণ 45° হলে ভেক্টরদ্বয়ের মান কত?,A ও A,A ও 2A,A ও √2A,কোনোটিই নয়,A,সমান ভেক্টর A হলে লব্ধি A√2 হয়,6
ভেক্টরের যোগ ও বিয়োগ,101,ভেক্টর বিয়োগের ক্ষেত্রে লব্ধির সর্বোচ্চ মান কত?,|A| + |B|,|A| - |B|,√(A² + B²),0,A,বিয়োগফলের সর্বোচ্চ মান = ভেক্টরদ্বয়ের যোগফল,6
ভেক্টরের যোগ ও বিয়োগ,102,দুটি ভেক্টরের মধ্যবর্তী কোণ θ বাড়ালে লব্ধির মান কী হয়?,বাড়ে,কমে,অপরিবর্তিত থাকে,কোনোটিই নয়,B,cosθ-এর মান কমে যাওয়ায় লব্ধি কমে,7
ভেক্টরের যোগ ও বিয়োগ,103,ভেক্টর যোগের ক্ষেত্রে লব্ধির সর্বনিম্ন মান পাওয়া যায় কখন?,0° কোণে,90° কোণে,180° কোণে,45° কোণে,C,180° কোণে লব্ধি সর্বনিম্ন,7
ভেক্টরের যোগ ও বিয়োগ,104,দুটি ভেক্টরের মান যথাক্রমে 5 ও 12 একক এবং তাদের লব্ধি 13 একক হলে মধ্যবর্তী কোণ কত?,0°,90°,180°,45°,B,5² + 12² = 13² হওয়ায় কোণ 90°,7
ভেক্টরের যোগ ও বিয়োগ,105,ভেক্টর যোগের ক্ষেত্রে লব্ধির মান ভেক্টরদ্বয়ের যোগফলের সমান হয় কখন?,0° কোণে,90° কোণে,180° কোণে,কোনোটিই নয়,A,0° কোণে লব্ধি = যোগফল,7
ভেক্টরের যোগ ও বিয়োগ,106,দুটি ভেক্টরের লব্ধি √2A এবং মধ্যবর্তী কোণ 45° হলে ভেক্টরদ্বয়ের মান কত?,A ও A,A ও 2A,A ও √2A,কোনোটিই নয়,A,সমান ভেক্টর A হলে লব্ধি √2A হয়,7
ভেক্টরের যোগ ও বিয়োগ,107,ভেক্টর বিয়োগের ক্ষেত্রে লব্ধির সর্বনিম্ন মান কত?,|A| + |B|,|A| - |B|,√(A² + B²),0,B,বিয়োগফলের সর্বনিম্ন মান = বড় মান - ছোট মান,7
ভেক্টরের যোগ ও বিয়োগ,108,দুটি ভেক্টরের মধ্যবর্তী কোণ 60° এবং তাদের মান যথাক্রমে 3 ও 4 একক হলে লব্ধির মান কত?,5,√37,7,√13,B,√(3² + 4² + 2×3×4×0.5) = √37,8
ভেক্টরের যোগ ও বিয়োগ,109,ভেক্টর যোগের ক্ষেত্রে লব্ধির দিক নির্ণয় করা যায় কীভাবে?,tanα = (Bsinθ)/(A + Bcosθ),tanα = (Asinθ)/(B + Acosθ),উভয়ই,কোনোটিই নয়,A,tanα = (Bsinθ)/(A + Bcosθ),8
